X,Y,FID,POINT_X,POINT_Y,REGION,COD_COMUN,COMUNA,CALLE_UNO,CALLE_DOS,NUMERO,DIR_GEOCOD,Año,Claseaccid,Cód_Regi,Tipo_Accid,Tipo__CONA,Cód_Zona,Zona,Fallecidos,Graves,Menos_Grav,Leves,Ilesos,Siniestros
-7872775.48876596,-3960745.54887634,656,-70.7223455,-33.4916497,REGION METROPOLITANA,13102,CERRILLOS,LO ERRAZURIZ,CERRILLOS,0,"LO ERRAZURIZ & CERRILLOS, CERRILLOS",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7872773.24011225,-3942400.2079145,657,-70.7223253,-33.3541039,REGION METROPOLITANA,13125,QUILICURA,ANTUMALAL,PUCON,0,"ANTUMALAL & PUCON, QUILICURA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7872678.03968372,-3977645.76202788,658,-70.7214701,-33.6181675,REGION METROPOLITANA,13401,SAN BERNARDO,EL BARRANCON, ,860,"EL BARRANCON 860, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,2,RURAL,0,0,0,1,1,1
-7872659.79441918,-3956936.5064421,659,-70.7213062,-33.463109,REGION METROPOLITANA,13106,ESTACION CENTRAL,LOS PAJARITOS, ,6098,"LOS PAJARITOS 6098, ESTACION CENTRAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7872516.54849843,-3956753.92460705,660,-70.7200194,-33.4617407,REGION METROPOLITANA,13106,ESTACION CENTRAL,LOS PAJARITOS, ,6291,"LOS PAJARITOS 6291, ESTACION CENTRAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,0,1
-7872450.93679055,-3956826.70079662,661,-70.71943,-33.4622861,REGION METROPOLITANA,13106,ESTACION CENTRAL,LOS PAJARITOS,VISTA HERMOSA,0,"LOS PAJARITOS & VISTA HERMOSA, ESTACION CENTRAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,1,1,0,0,2,2
-7872430.4428723,-3951389.81575561,662,-70.7192459,-33.4215315,REGION METROPOLITANA,13103,CERRO NAVIA,SALVADOR GUTIERREZ,CERRO NAVIA,0,"SALVADOR GUTIERREZ & CERRO NAVIA, CERRO NAVIA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,1,1
-7872407.07691118,-3958011.33310864,663,-70.719036,-33.4711635,REGION METROPOLITANA,13119,MAIPU,5 DE ABRIL, ,260,"5 DE ABRIL 260, MAIPU",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7872384.5124504,-3951017.73464535,664,-70.7188333,-33.4187417,REGION METROPOLITANA,13103,CERRO NAVIA,EL ABRAZO, ,2141,"EL ABRAZO 2141, CERRO NAVIA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,1,0,0,1
-7872380.36023339,-3954950.39827435,665,-70.718796,-33.4482236,REGION METROPOLITANA,13117,LO PRADO,TERRITORIO ANTARTICO,MIN GANA,0,"TERRITORIO ANTARTICO & MIN GANA, LO PRADO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7872355.35787576,-3956058.49074513,666,-70.7185714,-33.4565288,REGION METROPOLITANA,13117,LO PRADO,GRAL OSCAR BONILLA,MIN GANA,0,"GRAL OSCAR BONILLA & MIN GANA, LO PRADO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7872337.63581283,-3956054.79479242,667,-70.7184122,-33.4565011,REGION METROPOLITANA,13117,LO PRADO,GRAL OSCAR BONILLA,ECUADOR,0,"GRAL OSCAR BONILLA & ECUADOR, LO PRADO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7872320.47034735,-3955946.14498463,668,-70.718258,-33.4556868,REGION METROPOLITANA,13117,LO PRADO,JUAN DAVALOS, ,48,"JUAN DAVALOS 48, LO PRADO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,0,1
-7872312.82269833,-3962965.64800533,669,-70.7181893,-33.5082803,REGION METROPOLITANA,13102,CERRILLOS,PEDRO AGUIRRE CERDA,LOS CEIBOS,0,"PEDRO AGUIRRE CERDA & LOS CEIBOS, CERRILLOS",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,2,0,0,1,1
-7872306.80031388,-3948729.41456406,670,-70.7181352,-33.4015823,REGION METROPOLITANA,13128,RENCA,GRAL VERGARA,JOSE MANUEL BALMACEDA,0,"GRAL VERGARA & JOSE MANUEL BALMACEDA, RENCA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,1,0,0,1,2,2
-7872301.6796173,-3951500.19669391,671,-70.7180892,-33.4223591,REGION METROPOLITANA,13126,QUINTA NORMAL,NEPTUNO,MANANTIALES,0,"NEPTUNO & MANANTIALES, QUINTA NORMAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7872269.57507615,-3949059.31102618,672,-70.7178008,-33.4040563,REGION METROPOLITANA,13128,RENCA,GRAL VELASQUEZ, ,5500,"GRAL VELASQUEZ 5500, RENCA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7872212.52383712,-3951373.95758496,673,-70.7172883,-33.4214126,REGION METROPOLITANA,13126,QUINTA NORMAL,MIGUEL DE CERVANTES, ,6078,"MIGUEL DE CERVANTES 6078, QUINTA NORMAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,2,1
-7872128.48875352,-3939292.69802258,674,-70.7165334,-33.3307835,REGION METROPOLITANA,13302,LAMPA,PDTE EDUARDO FREI MONTALVA, ,31,"PDTE EDUARDO FREI MONTALVA 31, LAMPA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,1,0,0,0,1,1
-7872074.9552104,-3961746.81409852,675,-70.7160525,-33.4991505,REGION METROPOLITANA,13102,CERRILLOS,RIO MANSO, ,555,"RIO MANSO 555, CERRILLOS",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7872016.12285952,-3939404.01641297,676,-70.715524,-33.331619,REGION METROPOLITANA,13104,CONCHALI,PDTE EDUARDO FREI MONTALVA, ,9800,"PDTE EDUARDO FREI MONTALVA 9800, CONCHALI",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7871925.57558571,-3970014.4931277,677,-70.7147106,-33.5610615,REGION METROPOLITANA,13401,SAN BERNARDO,EL CIRUELILLO, ,335,"EL CIRUELILLO 335, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,2,1
-7871872.4539247,-3961849.6446558,678,-70.7142334,-33.4999208,REGION METROPOLITANA,13102,CERRILLOS,LO ERRAZURIZ, ,416,"LO ERRAZURIZ 416, CERRILLOS",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7871852.46094415,-3975146.62198375,679,-70.7140538,-33.5994702,REGION METROPOLITANA,13401,SAN BERNARDO,NOGALES,COSTANERA,0,"NOGALES & COSTANERA, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7871825.22106476,-3955269.05138022,680,-70.7138091,-33.450612,REGION METROPOLITANA,13117,LO PRADO,DORSAL,ISLA DECEPCION,0,"DORSAL & ISLA DECEPCION, LO PRADO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7871808.69012037,-3944094.36216463,681,-70.7136606,-33.3668151,REGION METROPOLITANA,13125,QUILICURA,LO CAMPINO,MANUEL ANTONIO MATTA,0,"LO CAMPINO & MANUEL ANTONIO MATTA, QUILICURA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,0,1
-7871758.97483578,-3973812.44454218,682,-70.713214,-33.5894869,REGION METROPOLITANA,13601,TALAGANTE,O'HIGGINS, ,1776,"O'HIGGINS 1776, TALAGANTE",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,1,0,1,1
-7871734.08379764,-3961855.19803921,683,-70.7129904,-33.4999624,REGION METROPOLITANA,13102,CERRILLOS,PEDRO AGUIRRE CERDA, ,6655,"PEDRO AGUIRRE CERDA 6655, CERRILLOS",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7871670.53150035,-3974576.30380619,684,-70.7124195,-33.5952028,REGION METROPOLITANA,13401,SAN BERNARDO,SAN JOSE,COSTANERA,0,"SAN JOSE & COSTANERA, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7871664.76515072,-3951554.49393836,685,-70.7123677,-33.4227662,REGION METROPOLITANA,13126,QUINTA NORMAL,SALVADOR GUTIERREZ,LA RIOJA,0,"SALVADOR GUTIERREZ & LA RIOJA, QUINTA NORMAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,2,1
-7871612.99045556,-3970837.67237617,686,-70.7119026,-33.5672233,REGION METROPOLITANA,13401,SAN BERNARDO,PDTE JORGE ALESSANDRI RODRIGUEZ,LA VARA,0,"PDTE JORGE ALESSANDRI RODRIGUEZ & LA VARA, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,2,1
-7871608.8716344,-3964089.12950295,687,-70.7118656,-33.516695,REGION METROPOLITANA,13102,CERRILLOS,AEROPUERTO,AMERICO VESPUCIO,0,"AEROPUERTO & AMERICO VESPUCIO, CERRILLOS",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,1,1,2,2
-7871594.55594788,-3950697.35808749,688,-70.711737,-33.4163395,REGION METROPOLITANA,13126,QUINTA NORMAL,CARRASCAL,SAMUEL IZQUIERDO,0,"CARRASCAL & SAMUEL IZQUIERDO, QUINTA NORMAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,0,1
-7871484.51663123,-3948873.70644046,689,-70.7107485,-33.4026644,REGION METROPOLITANA,13128,RENCA,JOSE MANUEL BALMACEDA, ,4453,"JOSE MANUEL BALMACEDA 4453, RENCA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,1,1,0,1
-7871453.26925017,-3973372.291939,690,-70.7104678,-33.5861931,REGION METROPOLITANA,13401,SAN BERNARDO,HOSPITAL,ANGOSTURA,0,"HOSPITAL & ANGOSTURA, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7871423.2463835,-3936613.05154162,691,-70.7101981,-33.310669,REGION METROPOLITANA,13301,COLINA,CALETERA GRAL SAN MARTIN, ,16500,"CALETERA GRAL SAN MARTIN 16500, COLINA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,1,2,2
-7871413.52819195,-3971649.94113854,692,-70.7101108,-33.573303,REGION METROPOLITANA,13401,SAN BERNARDO,LO BLANCO, ,2941,"LO BLANCO 2941, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,0,1
-7871409.25352351,-3961984.9690879,693,-70.7100724,-33.5009345,REGION METROPOLITANA,13102,CERRILLOS,PEDRO AGUIRRE CERDA,LO ERRAZURIZ,0,"PEDRO AGUIRRE CERDA & LO ERRAZURIZ, CERRILLOS",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,1,1,1
-7871369.23416657,-3941049.92111796,694,-70.7097129,-33.3439714,REGION METROPOLITANA,13125,QUILICURA,PDTE EDUARDO FREI MONTALVA, ,9227,"PDTE EDUARDO FREI MONTALVA 9227, QUILICURA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,1,0,0,0,1,1
-7871335.71586789,-3974643.44576581,695,-70.7094118,-33.5957052,REGION METROPOLITANA,13401,SAN BERNARDO,SAN JOSE,MAIPU,0,"SAN JOSE & MAIPU, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7871285.85586796,-3975003.96628792,696,-70.7089639,-33.5984028,REGION METROPOLITANA,13401,SAN BERNARDO,EYZAGUIRRE,SAN ALFONSO,0,"EYZAGUIRRE & SAN ALFONSO, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,2,1
-7871271.78508433,-3977201.15874799,697,-70.7088375,-33.6148415,REGION METROPOLITANA,13401,SAN BERNARDO,GRAL URRUTIA,COLBUN,0,"GRAL URRUTIA & COLBUN, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7871257.28015468,-3972026.46836327,698,-70.7087072,-33.5761211,REGION METROPOLITANA,13401,SAN BERNARDO,NACIMIENTO,LOS CORRALES,0,"NACIMIENTO & LOS CORRALES, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7871212.50745548,-3950919.28146034,699,-70.708305,-33.4180035,REGION METROPOLITANA,13126,QUINTA NORMAL,CARRASCAL,CATAMARCA,0,"CARRASCAL & CATAMARCA, QUINTA NORMAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,1,0,2,1
-7871183.63117957,-3973744.89316191,700,-70.7080456,-33.5889814,REGION METROPOLITANA,13401,SAN BERNARDO,AMERICA,COLON,0,"AMERICA & COLON, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,2,2,2
-7871124.6429814,-3966937.63625362,701,-70.7075157,-33.5380262,REGION METROPOLITANA,13102,CERRILLOS,GRAL VELASQUEZ, ,5300,"GRAL VELASQUEZ 5300, CERRILLOS",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,1,0,0,0,2,1
-7871114.55743553,-3949981.39079172,702,-70.7074251,-33.4109709,REGION METROPOLITANA,13126,QUINTA NORMAL,TEGUALDA,NVA PLATON,0,"TEGUALDA & NVA PLATON, QUINTA NORMAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,2,1
-7871105.9079111,-3974430.67498821,703,-70.7073474,-33.5941131,REGION METROPOLITANA,13401,SAN BERNARDO,URMENETA,COVADONGA,0,"URMENETA & COVADONGA, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,3,2
-7871102.57945832,-3954059.52629115,704,-70.7073175,-33.4415459,REGION METROPOLITANA,13117,LO PRADO,SAN PABLO,SERGIO VALDOVINOS,0,"SAN PABLO & SERGIO VALDOVINOS, LO PRADO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7871092.51617635,-3949753.83112365,705,-70.7072271,-33.4092645,REGION METROPOLITANA,13126,QUINTA NORMAL,LO ESPINOZA, ,3057,"LO ESPINOZA 3057, QUINTA NORMAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7871075.71806519,-3953594.44623973,706,-70.7070762,-33.4380596,REGION METROPOLITANA,13117,LO PRADO,SERGIO VALDOVINOS,CAMINO DE LOYOLA,0,"SERGIO VALDOVINOS & CAMINO DE LOYOLA, LO PRADO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7871034.31834657,-3956221.78098213,707,-70.7067043,-33.4577526,REGION METROPOLITANA,13106,ESTACION CENTRAL,LIBER BERNARDO O'HIGGINS,MARIA ROZAS VELASQUEZ,0,"LIBER BERNARDO O'HIGGINS & MARIA ROZAS VELASQUEZ, ESTACION CENTRAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,3,1
-7871020.51472971,-3974702.94370495,708,-70.7065803,-33.5961504,REGION METROPOLITANA,13401,SAN BERNARDO,SAN JOSE,EYZAGUIRRE,0,"SAN JOSE & EYZAGUIRRE, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,2,1
-7870992.65146116,-3954019.49155913,709,-70.70633,-33.4412458,REGION METROPOLITANA,13126,QUINTA NORMAL,SAN PABLO,TADEO VARGAS,0,"SAN PABLO & TADEO VARGAS, QUINTA NORMAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7870992.1393915,-3956182.35254338,710,-70.7063254,-33.4574571,REGION METROPOLITANA,13117,LO PRADO,LAS REJAS NORTE,ECUADOR,0,"LAS REJAS NORTE & ECUADOR, LO PRADO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7870971.0888758,-3950152.41021226,711,-70.7061363,-33.4122533,REGION METROPOLITANA,13126,QUINTA NORMAL,LO ESPINOZA,CARMEN LIDIA,0,"LO ESPINOZA & CARMEN LIDIA, QUINTA NORMAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7870968.72890259,-3975089.04628524,712,-70.7061151,-33.5990394,REGION METROPOLITANA,13401,SAN BERNARDO,SAN ALFONSO,FREIRE,0,"SAN ALFONSO & FREIRE, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7870962.72878204,-3956160.28335071,713,-70.7060612,-33.4572917,REGION METROPOLITANA,13117,LO PRADO,LIBER BERNARDO O'HIGGINS,HERA,0,"LIBER BERNARDO O'HIGGINS & HERA, LO PRADO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7870922.38659857,-3956173.62626749,714,-70.7056988,-33.4573917,REGION METROPOLITANA,13117,LO PRADO,LAS REJAS NORTE,LIBER BERNARDO O'HIGGINS,0,"LAS REJAS NORTE & LIBER BERNARDO O'HIGGINS, LO PRADO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,2,1,1
-7870909.60712103,-3949052.99036706,715,-70.705584,-33.4040089,REGION METROPOLITANA,13128,RENCA,JOSE MANUEL BALMACEDA,ESTRECHO DE MAGALLANES,0,"JOSE MANUEL BALMACEDA & ESTRECHO DE MAGALLANES, RENCA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,1,0,1,1
-7870868.99777079,-3974811.07517981,716,-70.7052192,-33.5969595,REGION METROPOLITANA,13401,SAN BERNARDO,FREIRE, ,737,"FREIRE 737, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7870840.78941182,-3974087.47829375,717,-70.7049658,-33.591545,REGION METROPOLITANA,13601,TALAGANTE,O'HIGGINS,ADRIAN SOTO,0,"O'HIGGINS & ADRIAN SOTO, TALAGANTE",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,2,1
-7870839.49810573,-3957153.97246713,718,-70.7049542,-33.4647387,REGION METROPOLITANA,13106,ESTACION CENTRAL,5 DE ABRIL,LAS REJAS SUR,0,"5 DE ABRIL & LAS REJAS SUR, ESTACION CENTRAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7870835.08985389,-3957535.1516879,719,-70.7049146,-33.4675952,REGION METROPOLITANA,13106,ESTACION CENTRAL,LAS REJAS SUR,QUITRALCO,0,"LAS REJAS SUR & QUITRALCO, ESTACION CENTRAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7870826.32900997,-3957032.71567215,720,-70.7048359,-33.46383,REGION METROPOLITANA,13106,ESTACION CENTRAL,LAS REJAS SUR, ,854,"LAS REJAS SUR 854, ESTACION CENTRAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7870823.22319617,-3936931.05445243,721,-70.704808,-33.3130563,REGION METROPOLITANA,13301,COLINA,CALETERA GRAL SAN MARTIN, ,6200,"CALETERA GRAL SAN MARTIN 6200, COLINA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,1,0,1,1
-7870821.84283449,-3957687.57351509,722,-70.7047956,-33.4687374,REGION METROPOLITANA,13106,ESTACION CENTRAL,LAS REJAS SUR,RIO QUETRO,0,"LAS REJAS SUR & RIO QUETRO, ESTACION CENTRAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7870805.63471663,-3953992.61060217,723,-70.70465,-33.4410443,REGION METROPOLITANA,13126,QUINTA NORMAL,SAN PABLO, ,5030,"SAN PABLO 5030, QUINTA NORMAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7870797.17443533,-3974501.22394907,724,-70.704574,-33.594641,REGION METROPOLITANA,13401,SAN BERNARDO,FREIRE,COVADONGA,0,"FREIRE & COVADONGA, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,3,2
-7870772.13868185,-3975545.4097517,725,-70.7043491,-33.602454,REGION METROPOLITANA,13401,SAN BERNARDO,BULNES,NOGALES,0,"BULNES & NOGALES, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,2,1
-7870736.4941809,-3974277.56424692,726,-70.7040289,-33.5929674,REGION METROPOLITANA,13401,SAN BERNARDO,FREIRE,ARTURO PRAT,0,"FREIRE & ARTURO PRAT, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,2,1
-7870733.23251982,-3952314.44200403,727,-70.7039996,-33.4284638,REGION METROPOLITANA,13126,QUINTA NORMAL,MAPOCHO,RADAL,0,"MAPOCHO & RADAL, QUINTA NORMAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,1,1,2,2
-7870710.04466989,-3950869.38834111,728,-70.7037913,-33.4176294,REGION METROPOLITANA,13126,QUINTA NORMAL,LO ESPINOZA,OSCAR CHANKS,0,"LO ESPINOZA & OSCAR CHANKS, QUINTA NORMAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7870693.59164915,-3974133.98384757,729,-70.7036435,-33.591893,REGION METROPOLITANA,13401,SAN BERNARDO,O'HIGGINS,FREIRE,0,"O'HIGGINS & FREIRE, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,1,1,1
-7870662.01030961,-3970779.02268533,730,-70.7033598,-33.5667843,REGION METROPOLITANA,13401,SAN BERNARDO,CAMINO LA VARA,CLAUDIO GAY,0,"CAMINO LA VARA & CLAUDIO GAY, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7870625.07450256,-3953702.52702642,731,-70.703028,-33.4388698,REGION METROPOLITANA,13126,QUINTA NORMAL,RADAL,EDISON,0,"RADAL & EDISON, QUINTA NORMAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,1,0,1,1
-7870620.14304912,-3956144.29855667,732,-70.7029837,-33.4571719,REGION METROPOLITANA,13106,ESTACION CENTRAL,LIBER BERNARDO O'HIGGINS, ,4860,"LIBER BERNARDO O'HIGGINS 4860, ESTACION CENTRAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,1,0,0,0,1,1
-7870588.78434857,-3973259.72418583,733,-70.702702,-33.5853507,REGION METROPOLITANA,13401,SAN BERNARDO,EYZAGUIRRE,BALMACEDA,0,"EYZAGUIRRE & BALMACEDA, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,2,2,2
-7870562.9136989,-3953880.35159817,734,-70.7024696,-33.4402028,REGION METROPOLITANA,13126,QUINTA NORMAL,SAN PABLO,RADAL,0,"SAN PABLO & RADAL, QUINTA NORMAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,1,0,0,1,1,1
-7870539.75924482,-3974169.89214349,735,-70.7022616,-33.5921617,REGION METROPOLITANA,13401,SAN BERNARDO,O'HIGGINS,VICTORIA,0,"O'HIGGINS & VICTORIA, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7870523.25056433,-3960558.1149591,736,-70.7021133,-33.4902455,REGION METROPOLITANA,13102,CERRILLOS,PEDRO AGUIRRE CERDA,LAS ENCINAS,0,"PEDRO AGUIRRE CERDA & LAS ENCINAS, CERRILLOS",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,1,0,1,1
-7870520.23380614,-3955181.088691,737,-70.7020862,-33.4499527,REGION METROPOLITANA,13106,ESTACION CENTRAL,NICANOR ZELADA, ,4880,"NICANOR ZELADA 4880, ESTACION CENTRAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,2,1,1
-7870512.81992805,-3977118.10832943,738,-70.7020196,-33.6142202,REGION METROPOLITANA,13401,SAN BERNARDO,MATEO DE TORO Y ZAMBRANO,EL TOPACIO,0,"MATEO DE TORO Y ZAMBRANO & EL TOPACIO, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7870511.03881619,-3957653.74482371,739,-70.7020036,-33.4684839,REGION METROPOLITANA,13106,ESTACION CENTRAL,SAN JOSE,JUANA WEBER DE AMUNATEGUI,0,"SAN JOSE & JUANA WEBER DE AMUNATEGUI, ESTACION CENTRAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7870505.51736945,-3964494.03794193,740,-70.701954,-33.5197275,REGION METROPOLITANA,13102,CERRILLOS,GRAL VELASQUEZ, ,8700,"GRAL VELASQUEZ 8700, CERRILLOS",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,1,0,0,0,1,1
-7870482.22933198,-3950695.59765466,741,-70.7017448,-33.4163263,REGION METROPOLITANA,13126,QUINTA NORMAL,LA PLAZA, ,1863,"LA PLAZA 1863, QUINTA NORMAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7870466.44422818,-3934845.0858823,742,-70.701603,-33.2973954,REGION METROPOLITANA,13301,COLINA,CALETERA GRAL SAN MARTIN, ,8400,"CALETERA GRAL SAN MARTIN 8400, COLINA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,3,0,1,1,2
-7870414.54708157,-3971698.53451875,743,-70.7011368,-33.5736667,REGION METROPOLITANA,13401,SAN BERNARDO,AMERICA,RUNGUE,0,"AMERICA & RUNGUE, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7870396.60237966,-3975355.57019131,744,-70.7009756,-33.6010336,REGION METROPOLITANA,13401,SAN BERNARDO,BARROS ARANA,LIBER BERNARDO O'HIGGINS,0,"BARROS ARANA & LIBER BERNARDO O'HIGGINS, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,1,0,2,1
-7870391.83790545,-3974003.06050199,745,-70.7009328,-33.5909133,REGION METROPOLITANA,13401,SAN BERNARDO,COLON SUR, ,331,"COLON SUR 331, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7870372.70208499,-3973582.86500551,746,-70.7007609,-33.5877689,REGION METROPOLITANA,13401,SAN BERNARDO,FREIRE,12 DE FEBRERO,0,"FREIRE & 12 DE FEBRERO, SAN BERNARDO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7870342.54563493,-3951761.73542993,747,-70.70049,-33.42432,REGION METROPOLITANA,13126,QUINTA NORMAL,NVA EXTREMADURA, ,4850,"NVA EXTREMADURA 4850, QUINTA NORMAL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,2,1
