X,Y,FID,Región,Comuna,Tipo__CONA,Calle_Uno,Calle_Dos,Número,Zona,Latitude,Longitude,Cant__Sini,Fallecidos,Lesionados,Graves,Menos_grav,Leves
-7865939.74845457,-3946395.29860884,282,REGION METROPOLITANA,CONCHALI,COLISION,GRAL GAMBINO,DIEGO SILVA HENRIQUEZ,-,URBANA,-33.384076,-70.660939,1,0,0,0,0,0
-7867337.69861995,-3947637.34282395,283,REGION METROPOLITANA,CONCHALI,COLISION,INDEPENDENCIA,TTE PONCE,-,URBANA,-33.393392,-70.673497,1,0,0,0,0,0
-7867712.73398443,-3945216.43964713,284,REGION METROPOLITANA,CONCHALI,COLISION,ISABEL CARRERA,CARD JOSE MARIA CARO,-,URBANA,-33.375233,-70.676866,1,0,1,0,0,1
-7866896.87343641,-3947690.54197979,285,REGION METROPOLITANA,CONCHALI,COLISION,PEDRO FONTOVA,AVIADOR ACEVEDO,-,URBANA,-33.393791,-70.669537,2,0,1,0,0,1
-7866967.33867408,-3947361.08446794,286,REGION METROPOLITANA,CONCHALI,COLISION,PEDRO FONTOVA,TTE YAVAR,-,URBANA,-33.39132,-70.67017,1,0,0,0,0,0
-7866463.39533926,-3968881.24475827,287,REGION METROPOLITANA,EL BOSQUE,COLISION,BAQUEDANO,LOS AVIADORES,-,URBANA,-33.552578,-70.665643,1,0,1,0,0,1
-7867527.94362971,-3968054.97275682,288,REGION METROPOLITANA,EL BOSQUE,COLISION,DOMINGO GOMEZ ROJAS,FLORA TORRES,-,URBANA,-33.546392,-70.675206,1,0,1,0,0,1
-7866785.44262612,-3969592.69284924,289,REGION METROPOLITANA,EL BOSQUE,COLISION,JORGE LUCO,ELEUTERIO RAMIREZ,-,URBANA,-33.557904,-70.668536,1,0,1,0,0,1
-7866025.90974044,-3969591.49059053,290,REGION METROPOLITANA,EL BOSQUE,COLISION,JULIO COVARRUBIAS,JAVIERA CARRERA,-,URBANA,-33.557895,-70.661713,1,0,1,0,1,0
-7865884.20002866,-3970679.58597284,291,REGION METROPOLITANA,EL BOSQUE,COLISION,LAS PERLAS,-,11182,URBANA,-33.56604,-70.66044,1,0,1,0,0,1
-7867740.56385713,-3970446.32815526,292,REGION METROPOLITANA,EL BOSQUE,COLISION,MONS LARRAIN,MARIANO LATORRE,-,URBANA,-33.564294,-70.677116,1,0,0,0,0,0
-7867259.77497639,-3972408.99380196,293,REGION METROPOLITANA,EL BOSQUE,COLISION,VECINAL NORTE,-,771,URBANA,-33.578984,-70.672797,1,0,0,0,0,0
-7867069.97524459,-3968413.60440519,294,REGION METROPOLITANA,EL BOSQUE,COLISION,VICTOR PLAZA MAYORGA,GRAN AVDA JOSE MIGUEL CARRERA,-,URBANA,-33.549077,-70.671092,1,0,1,0,0,1
-7865924.94296229,-3968581.10322757,295,REGION METROPOLITANA,EL BOSQUE,VOLCADURA, ,JUAN SOLAR PARRA,-,URBANA,-33.550331,-70.660806,1,0,1,0,0,1
-7903625.96018721,-3985935.89101999,296,REGION METROPOLITANA,EL MONTE,COLISION, ,ZOSIMO ERRAZURIZ,-,URBANA,-33.680161,-70.99948,1,0,1,0,0,1
-7901292.25838222,-3985485.21537999,297,REGION METROPOLITANA,EL MONTE,COLISION,ARTURO PRAT,ELEUTERIO RAMIREZ,-,URBANA,-33.676792,-70.978516,1,0,1,1,0,0
-7901801.99033056,-3986140.83455195,298,REGION METROPOLITANA,EL MONTE,COLISION,LOS LIBERTADORES,-,451,URBANA,-33.681693,-70.983095,1,0,1,0,1,0
-7872855.4718201,-3956686.97987475,299,REGION METROPOLITANA,ESTACION CENTRAL,COLISION, ,DEL PARQUE,-,URBANA,-33.461239,-70.723064,1,0,1,0,0,1
-7870394.42051764,-3955201.80837791,300,REGION METROPOLITANA,ESTACION CENTRAL,COLISION,ABTAO,BUZO SOBENES,-,URBANA,-33.450108,-70.700956,1,0,1,0,0,1
-7872809.60818989,-3957959.6210608,301,REGION METROPOLITANA,ESTACION CENTRAL,COLISION,CASABLANCA,CURACAVI,-,URBANA,-33.470776,-70.722652,1,0,1,0,1,0
-7869883.35273541,-3955178.1934093,302,REGION METROPOLITANA,ESTACION CENTRAL,COLISION,CONSTANTINO,BUZO SOBENES,-,URBANA,-33.449931,-70.696365,1,0,0,0,0,0
-7869593.2541424,-3956225.03655386,303,REGION METROPOLITANA,ESTACION CENTRAL,COLISION,GRAL VELASQUEZ,CRNEL SOUPER,-,URBANA,-33.457777,-70.693759,1,0,1,0,0,1
-7870821.88736229,-3957687.52002052,304,REGION METROPOLITANA,ESTACION CENTRAL,COLISION,LAS REJAS SUR,RIO QUETRO,-,URBANA,-33.468737,-70.704796,1,0,1,0,0,1
-7873222.04690328,-3862826.10399466,305,REGION METROPOLITANA,ESTACION CENTRAL,COLISION,LIBER BERNARDO O'HIGGINS,-,3750,URBANA,-32.754976,-70.726357,2,0,2,0,0,2
-7868453.56519566,-3955458.64095119,306,REGION METROPOLITANA,ESTACION CENTRAL,COLISION,LIBER BERNARDO O'HIGGINS,HERMANOS ARELLANO,-,URBANA,-33.452033,-70.683521,1,0,1,1,0,0
-7871403.53170168,-3958702.0263986,307,REGION METROPOLITANA,ESTACION CENTRAL,COLISION,LUIS INFANTE CERDA,PALENA,-,URBANA,-33.476339,-70.710021,1,0,1,0,0,1
-7870638.09888299,-3958651.97960078,308,REGION METROPOLITANA,ESTACION CENTRAL,COLISION,MAILEF,LAS REJAS SUR,-,URBANA,-33.475964,-70.703145,1,1,0,0,0,0
-7869075.50719072,-3956281.2106519,309,REGION METROPOLITANA,ESTACION CENTRAL,COLISION,PADRE ALBERTO HURTADO,-,320,URBANA,-33.458198,-70.689108,1,0,0,0,0,0
-7870821.88736229,-3957687.52002052,310,REGION METROPOLITANA,ESTACION CENTRAL,COLISION,RIO QUETRO,LAS REJAS SUR,-,URBANA,-33.468737,-70.704796,1,0,1,0,0,1
-7869000.47785393,-3955978.32741457,311,REGION METROPOLITANA,ESTACION CENTRAL,OTRO TIPO,LIBER BERNARDO O'HIGGINS,NICASIO RETAMALES,-,URBANA,-33.455928,-70.688434,1,0,1,0,0,1
-7871095.62199015,-3956437.32537337,312,REGION METROPOLITANA,ESTACION CENTRAL,VOLCADURA,LAS VIOLETAS,LOS ALERCES,-,URBANA,-33.459368,-70.707255,1,0,1,0,0,1
-7870819.54965298,-3957430.90484624,313,REGION METROPOLITANA,ESTACION CENTRAL,VOLCADURA,LIBER BERNARDO O'HIGGINS,LAS REJAS SUR,-,URBANA,-33.466814,-70.704775,1,0,0,0,0,0
-7863691.76265749,-3946297.84456646,314,REGION METROPOLITANA,HUECHURABA,COLISION,AMERICO VESPUCIO,RECOLETA,-,URBANA,-33.383345,-70.640745,1,0,1,0,0,1
-7864566.51121614,-3945016.35346907,315,REGION METROPOLITANA,HUECHURABA,COLISION,CAMINO EL CERRO,LAS TORRES,-,URBANA,-33.373732,-70.648603,1,0,0,0,0,0
-7869219.77725079,-3943156.55701167,316,REGION METROPOLITANA,HUECHURABA,COLISION,GRAL SAN MARTIN,SAN PEDRO DE ATACAMA,-,URBANA,-33.359779,-70.690404,1,0,1,1,0,0
-7862451.10693259,-3944432.24421985,317,REGION METROPOLITANA,HUECHURABA,COLISION,JORGE INOSTROZA,-,5963,URBANA,-33.36935,-70.6296,1,0,0,0,0,0
-7863003.47424591,-3944339.87180948,318,REGION METROPOLITANA,HUECHURABA,COLISION,RECOLETA,DEL PINCOY,-,URBANA,-33.368657,-70.634562,1,0,1,0,0,1
-7860800.23888413,-3946402.89765889,319,REGION METROPOLITANA,HUECHURABA,COLISION,RINCONADA EL SALTO,DEL PARQUE,-,URBANA,-33.384133,-70.61477,1,0,1,0,0,1
-7861203.32676029,-3947136.69606515,320,REGION METROPOLITANA,HUECHURABA,COLISION,STA CLARA,EL SALTO,-,URBANA,-33.389637,-70.618391,1,0,0,0,0,0
-7867501.00431294,-3948610.2993315,321,REGION METROPOLITANA,INDEPENDENCIA,COLISION,14 DE LA FAMA,LA ESTRELLA,-,URBANA,-33.400689,-70.674964,1,0,1,0,0,1
-7865984.27625088,-3950884.00537999,322,REGION METROPOLITANA,INDEPENDENCIA,COLISION,BEZANILLA,ESCANILLA,-,URBANA,-33.417739,-70.661339,1,0,1,0,0,1
-7865403.96774538,-3951117.53559836,323,REGION METROPOLITANA,INDEPENDENCIA,COLISION,CARRION,INDEPENDENCIA,-,URBANA,-33.41949,-70.656126,1,0,1,0,0,1
-7866446.02949869,-3950592.06588778,324,REGION METROPOLITANA,INDEPENDENCIA,COLISION,DOMINGO SANTA MARIA,CAP BYNON,-,URBANA,-33.41555,-70.665487,1,0,1,0,0,1
-7865662.11764453,-3948907.12266481,325,REGION METROPOLITANA,INDEPENDENCIA,COLISION,EINSTEIN,FUCSIAS,-,URBANA,-33.402915,-70.658445,1,0,1,0,1,0
-7865827.76104683,-3951563.26996709,326,REGION METROPOLITANA,INDEPENDENCIA,COLISION,ESCANILLA,COLON,-,URBANA,-33.422832,-70.659933,1,0,1,0,1,0
-7865878.18877616,-3951348.40305322,327,REGION METROPOLITANA,INDEPENDENCIA,COLISION,GAMERO,ESCANILLA,-,URBANA,-33.421221,-70.660386,1,0,1,0,0,1
-7865403.96774538,-3951117.53559836,328,REGION METROPOLITANA,INDEPENDENCIA,COLISION,INDEPENDENCIA,CARRION,-,URBANA,-33.41949,-70.656126,1,0,1,0,0,1
-7865585.41851537,-3950482.70716862,329,REGION METROPOLITANA,INDEPENDENCIA,COLISION,INDEPENDENCIA,CENTRAL,-,URBANA,-33.41473,-70.657756,1,0,1,0,0,1
-7865347.41744405,-3951444.96596507,330,REGION METROPOLITANA,INDEPENDENCIA,COLISION,INDEPENDENCIA,COLON,-,URBANA,-33.421945,-70.655618,1,0,0,0,0,0
-7865540.22280211,-3950597.26712088,331,REGION METROPOLITANA,INDEPENDENCIA,COLISION,INDEPENDENCIA,DOMINGO SANTA MARIA,-,URBANA,-33.415589,-70.65735,1,0,1,0,0,1
-7865237.65642613,-3951886.84492217,332,REGION METROPOLITANA,INDEPENDENCIA,COLISION,INDEPENDENCIA,ECHEVERRIA,-,URBANA,-33.425258,-70.654632,1,0,1,0,0,1
-7865237.65642613,-3951886.84492217,333,REGION METROPOLITANA,INDEPENDENCIA,COLISION,INDEPENDENCIA,RIVERA,-,URBANA,-33.425258,-70.654632,1,0,1,0,1,0
-7865490.24035074,-3950724.63137824,334,REGION METROPOLITANA,INDEPENDENCIA,COLISION,INDEPENDENCIA,SAN LUIS,-,URBANA,-33.416544,-70.656901,1,0,1,0,0,1
-7864930.74859002,-3952480.66716887,335,REGION METROPOLITANA,INDEPENDENCIA,COLISION,LA PAZ,-,236,URBANA,-33.42971,-70.651875,1,0,1,0,0,1
-7866604.43713409,-3949703.48950289,336,REGION METROPOLITANA,INDEPENDENCIA,COLISION,NVA DE MATTE,FERMIN VIVACETA,-,URBANA,-33.408887,-70.66691,1,0,1,0,0,1
-7865890.43392014,-3949339.43691837,337,REGION METROPOLITANA,INDEPENDENCIA,COLISION,STA LAURA,-,1488,URBANA,-33.406157,-70.660496,1,0,1,0,0,1
-7887741.44808745,-3989678.42520875,338,REGION METROPOLITANA,ISLA DE MAIPO,COLISION,BALMACEDA,CARAMPANGUE,-,URBANA,-33.708133,-70.856787,1,0,1,0,0,1
-7891325.37909354,-3995526.53435611,339,REGION METROPOLITANA,ISLA DE MAIPO,COLISION,BALMACEDA,LAS PARCELAS,-,URBANA,-33.751824,-70.888982,1,1,0,0,0,0
-7894242.50634977,-3992357.49646057,340,REGION METROPOLITANA,ISLA DE MAIPO,COLISION,GACITUA,-,119,URBANA,-33.728151,-70.915187,1,0,1,0,0,1
-7892918.58364577,-3995812.65157967,341,REGION METROPOLITANA,ISLA DE MAIPO,COLISION,IZAGA,CORTES,-,URBANA,-33.753961,-70.903294,1,0,1,0,0,1
-7893179.96181015,-3995060.75558984,342,REGION METROPOLITANA,ISLA DE MAIPO,COLISION,JAIME GUZMAN,MANUEL RODRIGUEZ,-,URBANA,-33.748345,-70.905642,1,0,1,0,0,1
-7889329.86590158,-3995159.29186147,343,REGION METROPOLITANA,ISLA DE MAIPO,COLISION,LAS FRUTAS,-,3320,URBANA,-33.749081,-70.871056,1,0,1,0,0,1
-7907374.86667866,-3992166.36208125,344,REGION METROPOLITANA,ISLA DE MAIPO,COLISION,SAN ANTONIO DE NALTAHUA,-,1,URBANA,-33.726723,-71.033157,1,1,0,0,0,0
-7865706.64544084,-3964130.65438071,345,REGION METROPOLITANA,LA CISTERNA,ATROPELLO,GRAN AVDA JOSE MIGUEL CARRERA,CARVAJAL,-,URBANA,-33.517006,-70.658845,1,0,0,0,0,0
-7866538.86995402,-3967676.45147732,346,REGION METROPOLITANA,LA CISTERNA,CHOQUE,GRAN AVDA JOSE MIGUEL CARRERA,-,9250,URBANA,-33.543558,-70.666321,1,0,1,0,1,0
-7865362.11161684,-3967774.3529329,347,REGION METROPOLITANA,LA CISTERNA,CHOQUE,VICUÑA MACKENNA,PATRICIO LYNCH,-,URBANA,-33.544291,-70.65575,1,0,0,0,0,0
-7867806.01971772,-3965236.12863873,348,REGION METROPOLITANA,LA CISTERNA,COLISION,AMERICO VESPUCIO,JOSE JOAQUIN PRIETO VIAL,-,URBANA,-33.525285,-70.677704,1,0,0,0,0,0
-7864780.02199948,-3965647.95453315,349,REGION METROPOLITANA,LA CISTERNA,COLISION,EL PARRON,-,939,URBANA,-33.528369,-70.650521,1,0,1,1,0,0
-7866948.08040217,-3964991.49712288,350,REGION METROPOLITANA,LA CISTERNA,COLISION,EL PARRON,COLON,-,URBANA,-33.523453,-70.669997,1,0,1,0,0,1
-7866756.05428055,-3965073.35196042,351,REGION METROPOLITANA,LA CISTERNA,COLISION,EL PARRON,LA PAZ,-,URBANA,-33.524066,-70.668272,1,0,1,1,0,0
-7866012.21744307,-3968166.23419505,352,REGION METROPOLITANA,LA CISTERNA,COLISION,ELEUTERIO RAMIREZ,RIQUELME,-,URBANA,-33.547225,-70.66159,1,0,0,0,0,0
-7866407.73559386,-3967210.72972955,353,REGION METROPOLITANA,LA CISTERNA,COLISION,GOYCOLEA,GRAN AVDA JOSE MIGUEL CARRERA,-,URBANA,-33.540071,-70.665143,1,0,1,1,0,0
-7866357.641823,-3966866.69269343,354,REGION METROPOLITANA,LA CISTERNA,COLISION,GRAN AVDA JOSE MIGUEL CARRERA,AMERICO VESPUCIO,-,URBANA,-33.537495,-70.664693,1,0,1,1,0,0
-7865647.31215225,-3963952.93913661,355,REGION METROPOLITANA,LA CISTERNA,COLISION,GRAN AVDA JOSE MIGUEL CARRERA,JORGE CACERES,-,URBANA,-33.515675,-70.658312,1,0,1,0,1,0
-7867634.14242393,-3965017.13511726,356,REGION METROPOLITANA,LA CISTERNA,COLISION,INDUSTRIA,-,8083,URBANA,-33.523645,-70.67616,1,0,1,0,0,1
-7866522.0607109,-3967270.69686166,357,REGION METROPOLITANA,LA CISTERNA,COLISION,LAS ACHIRAS,-,9005,URBANA,-33.54052,-70.66617,2,0,0,0,0,0
-7865119.99172436,-3963940.52187013,358,REGION METROPOLITANA,LA CISTERNA,COLISION,LO OVALLE,ANGAMOS,-,URBANA,-33.515582,-70.653575,1,0,1,1,0,0
-7867642.60270523,-3967301.28155456,359,REGION METROPOLITANA,LA CISTERNA,COLISION,TRINIDAD RAMIREZ,ARGENTINA,-,URBANA,-33.540749,-70.676236,1,0,1,0,0,1
-7865394.83954713,-3967767.94189812,360,REGION METROPOLITANA,LA CISTERNA,COLISION,VICUÑA MACKENNA,PERO,-,URBANA,-33.544243,-70.656044,1,0,0,0,0,0
-7860382.01155722,-3962966.94291366,361,REGION METROPOLITANA,LA FLORIDA,CHOQUE,VICUÑA MACKENNA ORIENTE,DEPARTAMENTAL,-,URBANA,-33.50829,-70.611013,1,0,1,0,0,1
-7860002.96869107,-3966369.75356881,362,REGION METROPOLITANA,LA FLORIDA,COLISION,AMERICO VESPUCIO,LUIS DE VALDIVIA,-,URBANA,-33.533774,-70.607608,1,0,1,0,0,1
-7860341.93654053,-3964326.66504855,363,REGION METROPOLITANA,LA FLORIDA,COLISION,ATAHUALPA,PUNTA ARENAS,-,URBANA,-33.518474,-70.610653,1,0,0,0,0,0
-7856697.55905095,-3970219.22026414,364,REGION METROPOLITANA,LA FLORIDA,COLISION,DIEGO PORTALES,8 DE SEPTIEMBRE,-,URBANA,-33.562594,-70.577915,1,0,1,0,0,1
-7857011.36869549,-3964262.70752362,365,REGION METROPOLITANA,LA FLORIDA,COLISION,LA FLORIDA,LOS ARALIOS,-,URBANA,-33.517995,-70.580734,1,0,1,0,0,1
-7852455.17325681,-3966745.96162969,366,REGION METROPOLITANA,LA FLORIDA,COLISION,LAS TINAJAS,UVA DE LA CORDILLERA,-,URBANA,-33.536591,-70.539805,1,0,1,0,0,1
-7860234.84719039,-3966170.90378099,367,REGION METROPOLITANA,LA FLORIDA,COLISION,PUNTA ARENAS,-,8556,URBANA,-33.532285,-70.609691,1,0,1,0,0,1
-7853225.61545259,-3966573.0139096,368,REGION METROPOLITANA,LA FLORIDA,COLISION,ROJAS MAGALLANES,LAS CHILCAS SUR,-,URBANA,-33.535296,-70.546726,1,0,1,0,0,1
-7858744.05656969,-3969034.59110783,369,REGION METROPOLITANA,LA FLORIDA,COLISION,SAN JOSE DE LA ESTRELLA,VALENTINA LEPPE,-,URBANA,-33.553726,-70.596299,1,0,0,0,0,0
-7857647.00298792,-3968983.03017405,370,REGION METROPOLITANA,LA FLORIDA,COLISION,SAN JOSE DE LA ESTRELLA,VICUÑA MACKENNA,-,URBANA,-33.55334,-70.586444,1,0,1,0,0,1
-7859267.59213489,-3964687.05029033,371,REGION METROPOLITANA,LA FLORIDA,COLISION,SERAFIN ZAMORA,VICUÑA MACKENNA PONIENTE,-,URBANA,-33.521173,-70.601002,1,0,1,0,0,1
-7856835.48390004,-3968172.37831533,372,REGION METROPOLITANA,LA FLORIDA,COLISION,TRINIDAD ORIENTE,COLOMBIA,-,URBANA,-33.547271,-70.579154,1,0,0,0,0,0
-7858364.2344671,-3966508.77684484,373,REGION METROPOLITANA,LA FLORIDA,COLISION,VICUÑA MACKENNA,-,8690,URBANA,-33.534815,-70.592887,1,0,1,1,0,0
-7857513.75355744,-3969898.73855766,374,REGION METROPOLITANA,LA FLORIDA,COLISION,VICUÑA MACKENNA,CALLE 1,-,URBANA,-33.560195,-70.585247,1,0,1,1,0,0
-7857708.00606888,-3968565.34167176,375,REGION METROPOLITANA,LA FLORIDA,COLISION,VICUÑA MACKENNA,JOSE MIGUEL CARRERA,-,URBANA,-33.550213,-70.586992,1,0,1,1,0,0
-7858512.51202884,-3966261.58099619,376,REGION METROPOLITANA,LA FLORIDA,COLISION,VICUÑA MACKENNA,LOS SAUCES,-,URBANA,-33.532964,-70.594219,1,0,1,0,0,1
-7857541.13815218,-3969974.08235183,377,REGION METROPOLITANA,LA FLORIDA,COLISION,VICUÑA MACKENNA,MARIA ELENA,-,URBANA,-33.560759,-70.585493,1,1,0,0,0,0
-7859295.86728555,-3964203.69066447,378,REGION METROPOLITANA,LA FLORIDA,COLISION,VICUÑA MACKENNA ORIENTE,SAN CARLOS DE ANCUD,-,URBANA,-33.517553,-70.601256,1,0,1,0,0,1
-7857444.95811213,-3970380.46640657,379,REGION METROPOLITANA,LA FLORIDA,COLISION,VICUÑA MACKENNA PONIENTE,DIEGO PORTALES,-,URBANA,-33.563801,-70.584629,1,0,0,0,0,0
-7857372.48912362,-3964860.50388361,380,REGION METROPOLITANA,LA FLORIDA,COLISION,WALKER MARTINEZ,-,1302,URBANA,-33.522472,-70.583978,1,0,0,0,0,0
-7861467.93318991,-3966902.61844177,381,REGION METROPOLITANA,LA GRANJA,COLISION,CORONEL,CENTRAL,-,URBANA,-33.537764,-70.620768,1,0,0,0,0,0
-7861673.87424788,-3965818.75174684,382,REGION METROPOLITANA,LA GRANJA,COLISION,LA SERENA,COMBARBALA,-,URBANA,-33.529648,-70.622618,1,0,0,0,0,0
-7862525.24571346,-3965410.12462273,383,REGION METROPOLITANA,LA GRANJA,COLISION,LA SERENA,LA VICTORIA,-,URBANA,-33.526588,-70.630266,1,0,0,0,0,0
-7861436.652413,-3969158.15127789,384,REGION METROPOLITANA,LA GRANJA,COLISION,LA SERENA,LAS PARCELAS,-,URBANA,-33.554651,-70.620487,1,0,0,0,0,0
-7861793.65401997,-3964449.90779155,385,REGION METROPOLITANA,LA GRANJA,COLISION,LAS INDUSTRIAS,CENTRAL,-,URBANA,-33.519397,-70.623694,1,0,1,1,0,0
-7863174.34966428,-3964886.40864692,386,REGION METROPOLITANA,LA GRANJA,COLISION,PDTE ALESSANDRI,STA ROSA,-,URBANA,-33.522666,-70.636097,1,0,1,1,0,0
-7863056.12836506,-3965619.91144788,387,REGION METROPOLITANA,LA GRANJA,COLISION,STA ROSA,-,7668,URBANA,-33.528159,-70.635035,1,0,1,0,0,1
-7863000.80257813,-3966837.04401879,388,REGION METROPOLITANA,LA GRANJA,COLISION,STA ROSA,SAN GREGORIO,-,URBANA,-33.537273,-70.634538,1,0,0,0,0,0
-7861405.92823354,-3966112.94552164,389,REGION METROPOLITANA,LA GRANJA,COLISION,TOME,PARRAL,-,URBANA,-33.531851,-70.620211,1,0,0,0,0,0
-7863486.15555799,-3972826.9551228,390,REGION METROPOLITANA,LA PINTANA,COLISION,BALDOMERO LILLO,PORTO ALEGRE,-,URBANA,-33.582112,-70.638898,1,0,1,1,0,0
-7860132.54457835,-3973908.00591703,391,REGION METROPOLITANA,LA PINTANA,COLISION,BATALLON CHACABUCO,CALETERA ACCESO SUR,-,URBANA,-33.590202,-70.608772,1,0,1,0,0,1
-7860257.22240804,-3973909.47589441,392,REGION METROPOLITANA,LA PINTANA,COLISION,BATALLON CHACABUCO,MAYOR SATURDINO RETAMALES,-,URBANA,-33.590213,-70.609892,1,0,1,1,0,0
-7862992.6762553,-3973258.02700954,393,REGION METROPOLITANA,LA PINTANA,COLISION,CIUDAD DE MEXICO,PATAGONIA,-,URBANA,-33.585338,-70.634465,1,0,1,0,0,1
-7861297.39173001,-3969680.45807336,394,REGION METROPOLITANA,LA PINTANA,COLISION,EDITH MADGE DE HUNEEUS,LAS PARCELAS,-,URBANA,-33.558561,-70.619236,1,0,1,0,0,1
-7862525.46835244,-3970339.98766847,395,REGION METROPOLITANA,LA PINTANA,COLISION,GRAL ARRIAGADA,STA ROSA,-,URBANA,-33.563498,-70.630268,1,0,1,0,0,1
-7865328.60445011,-3970227.77012729,396,REGION METROPOLITANA,LA PINTANA,COLISION,OBSERVATORIO,VICTOR JARA,-,URBANA,-33.562658,-70.655449,1,0,1,1,0,0
-7863486.15555799,-3972826.9551228,397,REGION METROPOLITANA,LA PINTANA,COLISION,PORTO ALEGRE,BALDOMERO LILLO,-,URBANA,-33.582112,-70.638898,1,0,1,1,0,0
-7862290.36158789,-3973697.93471304,398,REGION METROPOLITANA,LA PINTANA,COLISION,STA ROSA,LO BLANCO,-,URBANA,-33.58863,-70.628156,1,0,1,0,0,1
-7862419.6035167,-3972155.12443577,399,REGION METROPOLITANA,LA PINTANA,COLISION,STA ROSA,LO MARTINEZ,-,URBANA,-33.577084,-70.629317,1,0,1,0,0,1
-7862201.08335627,-3978041.92243499,400,REGION METROPOLITANA,LA PINTANA,COLISION,STA ROSA,LOS MANZANOS,-,URBANA,-33.621131,-70.627354,1,0,1,0,0,1
-7862519.79105841,-3970639.37337803,401,REGION METROPOLITANA,LA PINTANA,COLISION,STA ROSA,OBSERVATORIO,-,URBANA,-33.565739,-70.630217,1,0,1,1,0,0
-7862572.66781654,-3969840.36081431,402,REGION METROPOLITANA,LA PINTANA,COLISION,STA ROSA,STO TOMAS,-,URBANA,-33.559758,-70.630692,1,0,1,1,0,0
-7852632.72784463,-3956255.59202704,403,REGION METROPOLITANA,LA REINA,COLISION,LARRAIN,LOS TORNEROS,-,URBANA,-33.458006,-70.5414,1,0,0,0,0,0
-7856220.33239391,-3953569.68720158,404,REGION METROPOLITANA,LA REINA,COLISION,OSSA,PRINCIPE DE GALES,-,URBANA,-33.437874,-70.573628,1,0,1,1,0,0
-7882150.20402337,-3926857.93586179,405,REGION METROPOLITANA,LAMPA,COLISION,ESPAÑA,CAMINO UNO,-,URBANA,-33.237404,-70.80656,1,0,1,0,0,1
-7888826.14520574,-3934470.92466459,406,REGION METROPOLITANA,LAMPA,COLISION,LOS HALCONES,BARROS LUCO,-,URBANA,-33.294586,-70.866531,1,0,1,0,1,0
-7859835.09889895,-3950411.62455489,407,REGION METROPOLITANA,LAS CONDES,ATROPELLO,COSTANERA SUR,-,2710,URBANA,-33.414197,-70.6061,1,0,0,0,0,0
-7859191.00432522,-3950750.37113127,408,REGION METROPOLITANA,LAS CONDES,CHOQUE,EL BOSQUE NORTE,ROGER DE FLOR,-,URBANA,-33.416737,-70.600314,1,0,0,0,0,0
-7853724.66072982,-3947668.27563673,409,REGION METROPOLITANA,LAS CONDES,CHOQUE,MARDONAL,-,8361,URBANA,-33.393624,-70.551209,1,0,1,0,0,1
-7853392.92864726,-3951349.47004232,410,REGION METROPOLITANA,LAS CONDES,COLISION,ALONSO DE CAMARGO,GUADARRAMA,-,URBANA,-33.421229,-70.548229,1,0,1,0,0,1
-7853981.58611457,-3951483.37795498,411,REGION METROPOLITANA,LAS CONDES,COLISION,ALONSO DE CAMARGO,TOMAS MORO,-,URBANA,-33.422233,-70.553517,1,0,1,0,0,1
-7857733.60955176,-3949893.78820939,412,REGION METROPOLITANA,LAS CONDES,COLISION,AMERICO VESPUCIO NORTE,-,338,URBANA,-33.410314,-70.587222,1,0,0,0,0,0
-7857591.677201,-3949997.80704388,413,REGION METROPOLITANA,LAS CONDES,COLISION,AMERICO VESPUCIO NORTE,EL DANTE,-,URBANA,-33.411094,-70.585947,1,0,0,0,0,0
-7859771.53546971,-3950457.76819067,414,REGION METROPOLITANA,LAS CONDES,COLISION,ANDRES BELLO,COSTANERA SUR,-,URBANA,-33.414543,-70.605529,1,1,0,0,0,0
-7859902.55851037,-3950656.61468957,415,REGION METROPOLITANA,LAS CONDES,COLISION,ANDRES BELLO,TAJAMAR,-,URBANA,-33.416034,-70.606706,1,0,0,0,0,0
-7854935.03755321,-3949556.00015411,416,REGION METROPOLITANA,LAS CONDES,COLISION,APOQUINDO,-,6585,URBANA,-33.407781,-70.562082,1,0,1,1,0,0
-7858007.90077707,-3950574.06163741,417,REGION METROPOLITANA,LAS CONDES,COLISION,APOQUINDO,ALCANTARA,-,URBANA,-33.415415,-70.589686,1,0,1,0,0,1
-7855417.05094835,-3949662.54968524,418,REGION METROPOLITANA,LAS CONDES,COLISION,APOQUINDO,CUARTO CENTENARIO,-,URBANA,-33.40858,-70.566412,1,0,1,0,0,1
-7858498.04049503,-3950685.95517294,419,REGION METROPOLITANA,LAS CONDES,COLISION,APOQUINDO,ENRIQUE FOSTER NORTE,-,URBANA,-33.416254,-70.594089,1,0,1,0,0,1
-7853492.89354999,-3951407.75447136,420,REGION METROPOLITANA,LAS CONDES,COLISION,CUARTO CENTENARIO,ALONSO DE CAMARGO,-,URBANA,-33.421666,-70.549127,1,0,1,0,0,1
-7855312.52194649,-3949846.98003862,421,REGION METROPOLITANA,LAS CONDES,COLISION,CUARTO CENTENARIO,LOS MILAGROS,-,URBANA,-33.409963,-70.565473,1,0,1,0,0,1
-7855923.66595095,-3950390.55324477,422,REGION METROPOLITANA,LAS CONDES,COLISION,DEL INCA,LA RECONQUISTA,-,URBANA,-33.414039,-70.570963,1,0,1,0,0,1
-7856302.93145608,-3952692.62053503,423,REGION METROPOLITANA,LAS CONDES,COLISION,FRANCISCO BILBAO,AMERICO VESPUCIO SUR,-,URBANA,-33.431299,-70.57437,1,0,1,0,0,1
