X,Y,FID,Región,Comuna,Tipo__CONA,Calle_Uno,Calle_Dos,Número,Zona,Latitude,Longitude,Cant__Sini,Fallecidos,Lesionados,Graves,Menos_grav,Leves
-7861569.34524602,-3959769.20914364,138,REGION METROPOLITANA,SANTIAGO,CHOQUE,LIBER BERNARDO O'HIGGINS,MAC IVER,-,URBANA,-33.484335,-70.621679,1,0,0,0,0,0
-7867449.68602769,-3953455.49802951,139,REGION METROPOLITANA,SANTIAGO,CHOQUE,LIBERTAD,ROSAS,-,URBANA,-33.437018,-70.674503,1,0,0,0,0,0
-7865131.56895141,-3957402.74824967,140,REGION METROPOLITANA,SANTIAGO,CHOQUE,PEDRO LAGOS,ALDUNATE,-,URBANA,-33.466603,-70.653679,1,0,1,0,0,1
-7864371.70210725,-3957647.3526309,141,REGION METROPOLITANA,SANTIAGO,CHOQUE,SGTO ALDEA,ARTURO PRAT,-,URBANA,-33.468436,-70.646853,1,0,0,0,0,0
-7864508.29112245,-3953280.88148565,142,REGION METROPOLITANA,SANTIAGO,CHOQUE,STO DOMINGO,-,755,URBANA,-33.435709,-70.64808,1,0,1,0,0,1
-7867191.31348956,-3956236.64495556,143,REGION METROPOLITANA,SANTIAGO,COLISION,ABATE MOLINA,LIBER BERNARDO O'HIGGINS,-,URBANA,-33.457864,-70.672182,1,0,1,0,0,1
-7866935.05602175,-3954236.83594525,144,REGION METROPOLITANA,SANTIAGO,COLISION,AGUSTINAS,GRAL BULNES,-,URBANA,-33.442875,-70.66988,1,0,1,0,0,1
-7864348.65897266,-3953910.12702653,145,REGION METROPOLITANA,SANTIAGO,COLISION,AGUSTINAS,MAC IVER,-,URBANA,-33.440426,-70.646646,1,0,0,0,0,0
-7866290.29353108,-3956018.08872661,146,REGION METROPOLITANA,SANTIAGO,COLISION,ALMTE LATORRE,DOMEYKO,-,URBANA,-33.456226,-70.664088,1,0,1,0,0,1
-7864702.54363389,-3954521.66320953,147,REGION METROPOLITANA,SANTIAGO,COLISION,ARTURO PRAT,-,48,URBANA,-33.44501,-70.649825,1,0,0,0,0,0
-7864351.10800146,-3958124.03244296,148,REGION METROPOLITANA,SANTIAGO,COLISION,ARTURO PRAT,ARAUCO,-,URBANA,-33.472008,-70.646668,1,0,0,0,0,0
-7864758.64865725,-3954370.37703565,149,REGION METROPOLITANA,SANTIAGO,COLISION,ARTURO PRAT,LIBER BERNARDO O'HIGGINS,-,URBANA,-33.443876,-70.650329,1,0,0,0,0,0
-7865917.37323692,-3956050.24478696,150,REGION METROPOLITANA,SANTIAGO,COLISION,BLANCO ENCALADA,-,1899,URBANA,-33.456467,-70.660738,1,0,0,0,0,0
-7867345.15702583,-3956329.37915747,151,REGION METROPOLITANA,SANTIAGO,COLISION,BLANCO ENCALADA,BASCUÑAN GUERRERO,-,URBANA,-33.458559,-70.673564,1,0,1,0,0,1
-7867632.0273536,-3956318.43781727,152,REGION METROPOLITANA,SANTIAGO,COLISION,BLANCO ENCALADA,CONFERENCIA,-,URBANA,-33.458477,-70.676141,1,0,1,0,0,1
-7863418.47330759,-3953836.75552811,153,REGION METROPOLITANA,SANTIAGO,COLISION,CARABS DE CHILE,JAIME EYZAGUIRRE,-,URBANA,-33.439876,-70.63829,1,0,1,1,0,0
-7864049.98877886,-3952353.81713624,154,REGION METROPOLITANA,SANTIAGO,COLISION,CARD JOSE MARIA CARO,PATRONATO,-,URBANA,-33.428759,-70.643963,1,0,1,0,0,1
-7869582.45615179,-3962960.93507004,155,REGION METROPOLITANA,SANTIAGO,COLISION,CARD JOSE MARIA CARO,PIO NONO,-,URBANA,-33.508245,-70.693662,1,0,1,0,0,1
-7869582.45615179,-3962960.93507004,156,REGION METROPOLITANA,SANTIAGO,COLISION,CARD JOSE MARIA CARO,PUENTE,-,URBANA,-33.508245,-70.693662,1,0,1,0,0,1
-7869582.45615179,-3962960.93507004,157,REGION METROPOLITANA,SANTIAGO,COLISION,CARD JOSE MARIA CARO,PURISIMA,-,URBANA,-33.508245,-70.693662,1,0,1,0,0,1
-7863982.41784795,-3957924.92415221,158,REGION METROPOLITANA,SANTIAGO,COLISION,CARMEN,GRAL GANA,-,URBANA,-33.470516,-70.643356,1,0,0,0,0,0
-7865603.11831441,-3953613.17543014,159,REGION METROPOLITANA,SANTIAGO,COLISION,CATEDRAL,-,1476,URBANA,-33.4382,-70.657915,1,0,1,1,0,0
-7866352.07584846,-3953683.87750016,160,REGION METROPOLITANA,SANTIAGO,COLISION,CATEDRAL,BRASIL,-,URBANA,-33.43873,-70.664643,1,0,0,0,0,0
-7866372.33599579,-3959170.3414652,161,REGION METROPOLITANA,SANTIAGO,COLISION,CLUB HIPICO,GAY,-,URBANA,-33.479848,-70.664825,1,0,1,0,0,1
-7866352.07584846,-3953683.87750016,162,REGION METROPOLITANA,SANTIAGO,COLISION,COMPAÑIA,BRASIL,-,URBANA,-33.43873,-70.664643,1,0,1,0,1,0
-7863902.49045356,-3954193.61218613,163,REGION METROPOLITANA,SANTIAGO,COLISION,DIAG PARAGUAY,GUAYAQUIL,-,URBANA,-33.442551,-70.642638,1,0,1,1,0,0
-7864036.85307894,-3954152.25627143,164,REGION METROPOLITANA,SANTIAGO,COLISION,DIAG PARAGUAY,LIBER BERNARDO O'HIGGINS,-,URBANA,-33.442241,-70.643845,1,0,1,0,0,1
-7863742.52434529,-3954247.77531728,165,REGION METROPOLITANA,SANTIAGO,COLISION,DIAG PARAGUAY,LIRA,-,URBANA,-33.442957,-70.641201,1,0,1,0,0,1
-7864807.29527473,-3955096.27519119,166,REGION METROPOLITANA,SANTIAGO,COLISION,ELEUTERIO RAMIREZ,SAN DIEGO,-,URBANA,-33.449317,-70.650766,1,0,0,0,0,0
-7866709.07745544,-3954545.14342792,167,REGION METROPOLITANA,SANTIAGO,COLISION,ERASMO ESCALA,RICARDO CUMMING,-,URBANA,-33.445186,-70.66785,1,0,0,0,0,0
-7861569.34524602,-3959769.20914364,168,REGION METROPOLITANA,SANTIAGO,COLISION,ESPAÑA,SAZIE,-,URBANA,-33.484335,-70.621679,1,0,0,0,0,0
-7867907.54309332,-3956849.50504853,169,REGION METROPOLITANA,SANTIAGO,COLISION,EXPOSICION,TUCAPEL,-,URBANA,-33.462457,-70.678616,1,0,0,0,0,0
-7864357.11925396,-3955459.3080562,170,REGION METROPOLITANA,SANTIAGO,COLISION,EYZAGUIRRE,SAN FRANCISCO,-,URBANA,-33.452038,-70.646722,1,0,0,0,0,0
-7866330.25722827,-3955554.57104738,171,REGION METROPOLITANA,SANTIAGO,COLISION,GORBEA,ALMTE LATORRE,-,URBANA,-33.452752,-70.664447,1,0,1,1,0,0
-7866953.86901569,-3954075.94832639,172,REGION METROPOLITANA,SANTIAGO,COLISION,HUERFANOS,GRAL BULNES,-,URBANA,-33.441669,-70.670049,4,0,4,0,0,4
-7855572.4529575,-3977740.60659365,173,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,-,580,URBANA,-33.618877,-70.567808,1,0,1,0,0,1
-7864921.73171126,-3956213.56159351,174,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,NATANIEL COX INT,-,URBANA,-33.457691,-70.651794,1,0,1,1,0,0
-7861569.34524602,-3959769.20914364,175,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,RICARDO CUMMING,-,URBANA,-33.484335,-70.621679,1,0,0,0,0,0
-7867449.68602769,-3953455.49802951,176,REGION METROPOLITANA,SANTIAGO,COLISION,LIBERTAD,ROSAS,-,URBANA,-33.437018,-70.674503,1,0,0,0,0,0
-7864348.65897266,-3953910.12702653,177,REGION METROPOLITANA,SANTIAGO,COLISION,MAC IVER,AGUSTINAS,-,URBANA,-33.440426,-70.646646,1,0,1,1,0,0
-7864428.02976959,-3953290.08580608,178,REGION METROPOLITANA,SANTIAGO,COLISION,MAC IVER,STO DOMINGO,-,URBANA,-33.435778,-70.647359,1,0,1,1,0,0
-7865913.58837423,-3954242.57244393,179,REGION METROPOLITANA,SANTIAGO,COLISION,MANUEL RODRIGUEZ,MONEDA,-,URBANA,-33.442918,-70.660704,1,0,1,0,0,1
-7867093.68629613,-3952817.07324983,180,REGION METROPOLITANA,SANTIAGO,COLISION,MAPOCHO,GRAL BULNES,-,URBANA,-33.432232,-70.671305,1,0,1,1,0,0
-7862947.81450051,-3955098.94352792,181,REGION METROPOLITANA,SANTIAGO,COLISION,MARIN,FRAY CAMILO HENRIQUEZ,-,URBANA,-33.449337,-70.634062,1,0,1,0,0,1
-7862820.79896152,-3954573.69330309,182,REGION METROPOLITANA,SANTIAGO,COLISION,MARIN,VICUÑA MACKENNA,-,URBANA,-33.4454,-70.632921,1,0,1,0,0,1
-7868059.93947621,-3953712.82545345,183,REGION METROPOLITANA,SANTIAGO,COLISION,MATUCANA,COMPAÑIA,-,URBANA,-33.438947,-70.679985,1,0,1,0,0,1
-7863483.5952097,-3953435.354963,184,REGION METROPOLITANA,SANTIAGO,COLISION,MERCED,ESTADOS UNIDOS,-,URBANA,-33.436867,-70.638875,1,0,1,0,0,1
-7862433.62977254,-3956806.93871087,185,REGION METROPOLITANA,SANTIAGO,COLISION,MIGUEL LEON PRADO,STA ELENA,-,URBANA,-33.462138,-70.629443,1,0,0,0,0,0
-7864268.2863003,-3953267.1417166,186,REGION METROPOLITANA,SANTIAGO,COLISION,MIRAFLORES,STO DOMINGO,-,URBANA,-33.435606,-70.645924,1,0,0,0,0,0
-7863485.82159952,-3954094.62504966,187,REGION METROPOLITANA,SANTIAGO,COLISION,PORTUGAL,MARCOLETA,-,URBANA,-33.441809,-70.638895,1,0,1,0,1,0
-7866675.45896922,-3955484.25781141,188,REGION METROPOLITANA,SANTIAGO,COLISION,REPUBLICA,GRAJALES,-,URBANA,-33.452225,-70.667548,1,0,1,1,0,0
-7867955.29915487,-3953498.45223542,189,REGION METROPOLITANA,SANTIAGO,COLISION,ROSAS,CHACABUCO,-,URBANA,-33.43734,-70.679045,2,0,2,0,0,2
-7867607.98234359,-3953467.10365328,190,REGION METROPOLITANA,SANTIAGO,COLISION,ROSAS,ESPERANZA,-,URBANA,-33.437105,-70.675925,2,0,2,1,0,1
-7864807.29527473,-3955096.27519119,191,REGION METROPOLITANA,SANTIAGO,COLISION,SAN DIEGO,ELEUTERIO RAMIREZ,-,URBANA,-33.449317,-70.650766,1,0,0,0,0,0
-7864407.10170532,-3955103.34628487,192,REGION METROPOLITANA,SANTIAGO,COLISION,SAN FRANCISCO,-,361,URBANA,-33.44937,-70.647171,1,0,1,0,0,1
-7864397.97350708,-3954586.23392473,193,REGION METROPOLITANA,SANTIAGO,COLISION,SAN FRANCISCO,PADRE ALONSO DE OVALLE,-,URBANA,-33.445494,-70.647089,1,0,1,1,0,0
-7864393.74336643,-3954748.99641709,194,REGION METROPOLITANA,SANTIAGO,COLISION,SAN FRANCISCO,TARAPACA,-,URBANA,-33.446714,-70.647051,1,0,0,0,0,0
-7866821.06486318,-3953173.09810414,195,REGION METROPOLITANA,SANTIAGO,COLISION,SAN PABLO,RICARDO CUMMING,-,URBANA,-33.434901,-70.668856,1,0,1,0,0,1
-7865382.70572264,-3953075.18684282,196,REGION METROPOLITANA,SANTIAGO,COLISION,SAN PABLO,TEATINOS,-,URBANA,-33.434167,-70.655935,1,0,1,0,1,0
-7867223.59614188,-3955480.12175202,197,REGION METROPOLITANA,SANTIAGO,COLISION,SAZIE,ABATE MOLINA,-,URBANA,-33.452194,-70.672472,2,0,2,0,0,2
-7863339.10251065,-3954271.52179462,198,REGION METROPOLITANA,SANTIAGO,COLISION,STA ISABEL,PORTUGAL,-,URBANA,-33.443135,-70.637577,1,0,1,0,0,1
-7865036.50210627,-3952739.44020966,199,REGION METROPOLITANA,SANTIAGO,COLISION,STA MARIA,INDEPENDENCIA,-,URBANA,-33.43165,-70.652825,1,0,1,0,0,1
-7867210.68308095,-3955928.95953274,200,REGION METROPOLITANA,SANTIAGO,COLISION,TOESCA,ABATE MOLINA,-,URBANA,-33.455558,-70.672356,1,0,0,0,0,0
-7866622.69353058,-3955787.52838884,201,REGION METROPOLITANA,SANTIAGO,COLISION,TOESCA,REPUBLICA,-,URBANA,-33.454498,-70.667074,1,0,0,0,0,0
-7865466.41797971,-3957857.79927456,202,REGION METROPOLITANA,SANTIAGO,COLISION,VIEL,GRAL RONDIZZONI,-,URBANA,-33.470013,-70.656687,1,0,0,0,0,0
-7866352.07584846,-3953683.87750016,203,REGION METROPOLITANA,SANTIAGO,VOLCADURA,COMPAÑIA,BRASIL,-,URBANA,-33.43873,-70.664643,1,0,1,0,1,0
-7863738.07156566,-3953722.4303203,204,REGION METROPOLITANA,SANTIAGO,VOLCADURA,JOSE VICTORINO LASTARRIA,LIBER BERNARDO O'HIGGINS,-,URBANA,-33.439019,-70.641161,1,0,1,0,0,1
-7861569.34524602,-3959769.20914364,205,REGION METROPOLITANA,SANTIAGO,VOLCADURA,LIBER BERNARDO O'HIGGINS,MANUEL RODRIGUEZ,-,URBANA,-33.484335,-70.621679,1,0,1,0,1,0
-7867711.62078952,-3953667.33584508,206,REGION METROPOLITANA,SANTIAGO,VOLCADURA,MAIPU,LIBER BERNARDO O'HIGGINS,-,URBANA,-33.438606,-70.676856,1,0,1,0,0,1
-7865913.58837423,-3954242.57244393,207,REGION METROPOLITANA,SANTIAGO,VOLCADURA,MANUEL RODRIGUEZ,MONEDA,-,URBANA,-33.442918,-70.660704,1,0,0,0,0,0
-7868028.6586993,-3954200.41591529,208,REGION METROPOLITANA,SANTIAGO,VOLCADURA,MATUCANA,HUERFANOS,-,URBANA,-33.442602,-70.679704,1,0,1,0,0,1
-7864864.62481248,-3953499.78621953,209,REGION METROPOLITANA,SANTIAGO,VOLCADURA,PLAZA DE ARMAS,PUENTE,-,URBANA,-33.43735,-70.651281,1,0,1,0,0,1
-7867252.87316796,-3953437.7561214,210,REGION METROPOLITANA,SANTIAGO,VOLCADURA,ROSAS,CUETO,-,URBANA,-33.436885,-70.672735,1,0,1,0,0,1
-7895291.24727254,-3983136.20899124,211,REGION METROPOLITANA,TALAGANTE,CHOQUE,ARTURO PRAT,LUCAS PACHECO,-,URBANA,-33.65923,-70.924608,1,0,0,0,0,0
-7894034.56154097,-3982950.577413,212,REGION METROPOLITANA,TALAGANTE,COLISION,BERNARDO O'HIGGINS,PEDRO AGUIRRE CERDA,-,URBANA,-33.657842,-70.913319,1,0,1,1,0,0
-7895677.74854457,-3983556.03093165,213,REGION METROPOLITANA,TALAGANTE,COLISION,JOSE LEYAN,ENRIQUE ALCALDE,-,URBANA,-33.662369,-70.92808,1,0,0,0,0,0
-7853488.77472883,-3945277.89252418,214,REGION METROPOLITANA,VITACURA,COLISION,COST MONS ESCRIVA DE BALAGUER,-,9211,URBANA,-33.375694,-70.54909,1,0,1,0,0,1
-7850198.94981742,-3944710.03235235,215,REGION METROPOLITANA,VITACURA,COLISION,COST MONS ESCRIVA DE BALAGUER,-,12275,URBANA,-33.371434,-70.519537,1,0,1,1,0,0
-7859052.74551766,-3947294.02081215,216,REGION METROPOLITANA,VITACURA,COLISION,COST MONS ESCRIVA DE BALAGUER,NVA COSTANERA,-,URBANA,-33.390817,-70.599072,1,0,1,0,0,1
-7854238.51149932,-3944318.5449506,217,REGION METROPOLITANA,VITACURA,COLISION,GRAN VIA,VIA ROJA,-,URBANA,-33.368497,-70.555825,1,0,1,1,0,0
-7853062.64371807,-3946543.14768763,218,REGION METROPOLITANA,VITACURA,COLISION,LAS HUALTATAS,LO MATTA,-,URBANA,-33.385185,-70.545262,1,0,1,0,0,1
-7856038.54766545,-3947804.94099179,219,REGION METROPOLITANA,VITACURA,COLISION,LAS HUALTATAS,MANQUEHUE NORTE,-,URBANA,-33.394649,-70.571995,1,0,1,0,0,1
-7857230.89073133,-3947821.7409418,220,REGION METROPOLITANA,VITACURA,COLISION,LUIS PASTEUR,-,5418,URBANA,-33.394775,-70.582706,1,0,1,1,0,0
-7856125.15422929,-3947223.22441171,221,REGION METROPOLITANA,VITACURA,COLISION,MANQUEHUE NORTE,IRENE FREI,-,URBANA,-33.390286,-70.572773,1,0,0,0,0,0
-7858571.17740049,-3947438.41481123,222,REGION METROPOLITANA,VITACURA,COLISION,NVA COSTANERA,-,2760,URBANA,-33.3919,-70.594746,1,0,1,0,0,1
-7856746.98490486,-3948512.42663801,223,REGION METROPOLITANA,VITACURA,COLISION,PDTE KENNEDY,LOS ABETOS SUR,-,URBANA,-33.399955,-70.578359,1,0,1,1,0,0
-7856122.593881,-3947319.08630806,224,REGION METROPOLITANA,VITACURA,COLISION,VITACURA,IRENE FREI,-,URBANA,-33.391005,-70.57275,1,0,1,0,0,1
-7856090.75650663,-3947585.4772154,225,REGION METROPOLITANA,VITACURA,OTRO TIPO,MANQUEHUE NORTE,-,1390,URBANA,-33.393003,-70.572464,1,0,1,0,0,1
-7874143.54964807,-3992192.06063628,226,REGION METROPOLITANA,BUIN,CHOQUE,AGUSTIN CALDERON,ARTURO MATTE,-,URBANA,-33.726915,-70.734635,1,0,1,0,0,1
-7875191.84529287,-3992914.45447938,227,REGION METROPOLITANA,BUIN,CHOQUE,JOSE MANUEL BALMACEDA,MANUEL BULNES,-,URBANA,-33.732312,-70.744052,1,0,0,0,0,0
-7875041.67529979,-3992936.94217642,228,REGION METROPOLITANA,BUIN,CHOQUE,JOSE MANUEL BALMACEDA,MANUEL MONTT,-,URBANA,-33.73248,-70.742703,1,0,1,0,0,1
-7868587.03726512,-3993313.48378738,229,REGION METROPOLITANA,BUIN,CHOQUE,MIRAFLORES,-,146,URBANA,-33.735293,-70.68472,1,0,0,0,0,0
-7874580.03337147,-3993000.3898447,230,REGION METROPOLITANA,BUIN,COLISION,ANIBAL PINTO,JOSE MANUEL BALMACEDA,-,URBANA,-33.732954,-70.738556,1,0,0,0,0,0
-7874522.03591676,-3992527.48559038,231,REGION METROPOLITANA,BUIN,COLISION,ANIBAL PINTO,MANUEL RODRIGUEZ,-,URBANA,-33.729421,-70.738035,1,0,1,0,0,1
-7874701.48293592,-3991772.32476969,232,REGION METROPOLITANA,BUIN,COLISION,BAJOS DE MATTE,EL BOSQUE,-,URBANA,-33.723779,-70.739647,1,0,1,0,0,1
-7875191.06605643,-3990357.56915184,233,REGION METROPOLITANA,BUIN,COLISION,BAJOS DE MATTE,LA COORDINADORA,-,URBANA,-33.713208,-70.744045,1,0,1,0,1,0
-7876987.31735987,-3993175.60896013,234,REGION METROPOLITANA,BUIN,COLISION,CAMINO BUIN MAIPO,-,1961,URBANA,-33.734263,-70.760181,1,0,1,0,0,1
-7876982.41930228,-3993222.86102032,235,REGION METROPOLITANA,BUIN,COLISION,CAMINO BUIN MAIPO,GENERAL RAFAEL GUALDAPALMA,-,URBANA,-33.734616,-70.760137,1,0,1,0,0,1
-7875048.68842771,-3996595.5272491,236,REGION METROPOLITANA,BUIN,COLISION,CAMINO CERVERA,-,146,URBANA,-33.759808,-70.742766,1,0,1,0,0,1
-7875436.63685312,-3992745.5304485,237,REGION METROPOLITANA,BUIN,COLISION,CARLOS CONDELL,-,786,URBANA,-33.73105,-70.746251,1,0,1,0,0,1
-7874558.21475127,-3992848.59790561,238,REGION METROPOLITANA,BUIN,COLISION,CARLOS CONDELL,ANIBAL PINTO,-,URBANA,-33.73182,-70.73836,1,0,1,0,0,1
-7874541.51682765,-3991852.09481909,239,REGION METROPOLITANA,BUIN,COLISION,JUAN PIZARRO GONZALEZ,-,74,URBANA,-33.724375,-70.73821,1,0,1,0,1,0
-7874364.85279576,-3992545.68929986,240,REGION METROPOLITANA,BUIN,COLISION,LATERAL ORIENTE,-,2430,URBANA,-33.729557,-70.736623,1,0,1,0,0,1
-7874870.79988142,-3996816.86299292,241,REGION METROPOLITANA,BUIN,COLISION,LATERAL PONIENTE,ENLACE LINDEROS,-,URBANA,-33.761461,-70.741168,1,0,1,1,0,0
-7874565.33919868,-3993913.05774718,242,REGION METROPOLITANA,BUIN,COLISION,LATERAL PONIENTE,JUAN ROMAN HOPPE,-,URBANA,-33.739772,-70.738424,1,0,1,0,0,1
-7875002.04556106,-3990883.51509238,243,REGION METROPOLITANA,BUIN,COLISION,LIMITE URBANO,BAJOS DE MATTE,-,URBANA,-33.717138,-70.742347,1,0,0,0,0,0
-7878351.20376107,-3991902.4198332,244,REGION METROPOLITANA,BUIN,COLISION,LOS MAGNOLIOS,RAMIRO MANZOR SOTO,-,URBANA,-33.724751,-70.772433,1,0,1,0,0,1
-7868206.54724559,-3993573.44257581,245,REGION METROPOLITANA,BUIN,COLISION,LOS TAMARUGOS,PADRE MIGUEL URRUTIA,-,URBANA,-33.737235,-70.681302,1,0,1,1,0,0
-7875060.8222522,-3991969.07404762,246,REGION METROPOLITANA,BUIN,COLISION,MANUEL PLAZA,MANUEL MONTT,-,URBANA,-33.725249,-70.742875,1,0,1,0,0,1
-7874827.83055797,-3992466.85138381,247,REGION METROPOLITANA,BUIN,COLISION,MANUEL RODRIGUEZ,JOSE JOAQUIN PEREZ,-,URBANA,-33.728968,-70.740782,1,0,1,0,0,1
-7874973.65909091,-3992462.16663502,248,REGION METROPOLITANA,BUIN,COLISION,MANUEL RODRIGUEZ,MANUEL MONTT,-,URBANA,-33.728933,-70.742092,1,0,0,0,0,0
-7874260.65775238,-3993200.50662201,249,REGION METROPOLITANA,BUIN,COLISION,SAN MARTIN,ARTURO PRAT,-,URBANA,-33.734449,-70.735687,1,0,1,0,0,1
-7874247.96733043,-3993357.52376545,250,REGION METROPOLITANA,BUIN,COLISION,SAN MARTIN,MAIPU,-,URBANA,-33.735622,-70.735573,1,0,1,0,0,1
-7875727.62600205,-3994529.66500375,251,REGION METROPOLITANA,BUIN,COLISION,VILLASECA,LATERAL PONIENTE,-,URBANA,-33.744378,-70.748865,1,0,0,0,0,0
-7877678.27743923,-3979061.16097135,252,REGION METROPOLITANA,CALERA DE TANGO,COLISION,CALERA DE TANGO,LOS PICUNCHES,-,URBANA,-33.628755,-70.766388,1,0,1,0,0,1
-7881294.15713917,-3978336.69555877,253,REGION METROPOLITANA,CALERA DE TANGO,COLISION,CAMINO LONQUEN,CALERA DE TANGO,-,URBANA,-33.623336,-70.79887,1,0,0,0,0,0
-7877747.18420403,-3979261.16904588,254,REGION METROPOLITANA,CALERA DE TANGO,COLISION,EL CARMEN,LOS PICUNCHES,-,URBANA,-33.630251,-70.767007,1,0,0,0,0,0
-7877032.40175364,-3979470.67320709,255,REGION METROPOLITANA,CALERA DE TANGO,COLISION,IGNACIO CARRERA PINTO,LOS ALAMOS,-,URBANA,-33.631818,-70.760586,1,0,1,0,0,1
-7878871.62238053,-3979152.74177758,256,REGION METROPOLITANA,CALERA DE TANGO,COLISION,RIO BUENO,RIO MAIPO,-,URBANA,-33.62944,-70.777108,1,0,1,0,1,0
-7873072.87878562,-3962352.5569489,257,REGION METROPOLITANA,CERRILLOS,COLISION,25 DE OCTUBRE,EL MIRADOR,-,URBANA,-33.503688,-70.725017,1,0,1,0,0,1
-7871610.25199608,-3964090.4645934,258,REGION METROPOLITANA,CERRILLOS,COLISION,AEROPUERTO,AMERICO VESPUCIO,-,URBANA,-33.516705,-70.711878,1,0,0,0,0,0
-7872887.19787497,-3960648.81475329,259,REGION METROPOLITANA,CERRILLOS,COLISION,AMERICO VESPUCIO,PDTE SALVADOR ALLENDE,-,URBANA,-33.490925,-70.723349,1,0,0,0,0,0
-7872611.68213526,-3964129.85325402,260,REGION METROPOLITANA,CERRILLOS,COLISION,CAMINO A LONQUEN,AMERICO VESPUCIO,-,URBANA,-33.517,-70.720874,1,0,1,0,0,1
-7869348.57390164,-3959785.62605574,261,REGION METROPOLITANA,CERRILLOS,COLISION,DEPARTAMENTAL,AVDA 7,-,URBANA,-33.484458,-70.691561,1,0,1,0,0,1
-7873427.87664176,-3960976.64847278,262,REGION METROPOLITANA,CERRILLOS,COLISION,DIVINO MAESTRO,PDTE SALVADOR ALLENDE,-,URBANA,-33.493381,-70.728206,1,0,1,0,0,1
-7873184.08695692,-3962290.87984943,263,REGION METROPOLITANA,CERRILLOS,COLISION,EL MIRADOR,STA TERESITA,-,URBANA,-33.503226,-70.726016,1,0,1,0,0,1
-7870381.50745671,-3960293.49408054,264,REGION METROPOLITANA,CERRILLOS,COLISION,PEDRO AGUIRRE CERDA,-,5355,URBANA,-33.488263,-70.70084,1,0,1,0,0,1
-7869749.212749,-3959605.5751802,265,REGION METROPOLITANA,CERRILLOS,COLISION,PEDRO AGUIRRE CERDA,BUZETA,-,URBANA,-33.483109,-70.69516,1,0,1,0,0,1
-7870788.82547352,-3960960.49683804,266,REGION METROPOLITANA,CERRILLOS,COLISION,PEDRO AGUIRRE CERDA,LAS AMERICAS,-,URBANA,-33.49326,-70.704499,1,0,1,1,0,0
-7871095.73330964,-3961464.01130716,267,REGION METROPOLITANA,CERRILLOS,COLISION,PEDRO AGUIRRE CERDA,SALOMON SACK,-,URBANA,-33.497032,-70.707256,1,0,1,1,0,0
-7871411.32406604,-3961983.16677167,268,REGION METROPOLITANA,CERRILLOS,VOLCADURA,LO ERRAZURIZ,PEDRO AGUIRRE CERDA,-,URBANA,-33.500921,-70.710091,1,0,1,0,0,1
-7875885.58835949,-3952697.42254423,269,REGION METROPOLITANA,CERRO NAVIA,CHOQUE,LA ESTRELLA,ROLANDO PETERSEN,-,URBANA,-33.431335,-70.750284,1,0,0,0,0,0
-7867621.00672401,-3922706.05600739,270,REGION METROPOLITANA,COLINA,CHOQUE,LA BARCA,-,94,URBANA,-33.206203,-70.676042,1,0,1,0,0,1
-7867954.51991843,-3931168.93652968,271,REGION METROPOLITANA,COLINA,COLISION, ,CHICUREO,-,URBANA,-33.269789,-70.679038,1,0,0,0,0,0
-7867101.36734099,-3923635.27994605,272,REGION METROPOLITANA,COLINA,COLISION,CALETERA GRAL SAN MARTIN,-,1,URBANA,-33.213187,-70.671374,1,0,1,1,0,0
-7867101.36734099,-3923635.27994605,273,REGION METROPOLITANA,COLINA,COLISION,CALETERA GRAL SAN MARTIN,-,10400,URBANA,-33.213187,-70.671374,1,0,1,0,1,0
-7867954.51991843,-3931168.93652968,274,REGION METROPOLITANA,COLINA,COLISION,CHICUREO,DEL VALLE,-,URBANA,-33.269789,-70.679038,1,0,1,1,0,0
-7866388.69996094,-3920257.48556486,275,REGION METROPOLITANA,COLINA,COLISION,FREDDY MATURANA,ALC OSCAR BAGIOLI,-,URBANA,-33.187797,-70.664972,1,0,1,0,1,0
-7866982.8120833,-3921486.3625415,276,REGION METROPOLITANA,COLINA,COLISION,IGNACIO CARRERA PINTO,-,1162,URBANA,-33.197035,-70.670309,1,0,0,0,0,0
-7862505.98744156,-3928870.20292005,277,REGION METROPOLITANA,COLINA,COLISION,JOSE RABAT,PADRE SERGIO CORREA,-,URBANA,-33.252522,-70.630093,1,0,1,0,0,1
-7870681.17952592,-3927435.83803202,278,REGION METROPOLITANA,COLINA,COLISION,LO PINTO,SAN JOSE,-,URBANA,-33.241746,-70.703532,1,0,1,0,0,1
-7867380.22266543,-3922646.05282903,279,REGION METROPOLITANA,COLINA,COLISION,PEDRO AGUIRRE CERDA,ALPATACAL,-,URBANA,-33.205752,-70.673879,1,0,1,0,0,1
-7866897.20739488,-3948253.0813323,280,REGION METROPOLITANA,CONCHALI,ATROPELLO,DORSAL,INDEPENDENCIA,-,URBANA,-33.39801,-70.66954,1,0,0,0,0,0
-7865969.13680014,-3947982.54169556,281,REGION METROPOLITANA,CONCHALI,COLISION,DORSAL,-,1395,URBANA,-33.395981,-70.661203,1,0,1,0,0,1
