FID,Año,Claseaccid,Cód_Regi,Región,Comuna,Cód_Zona,Zona,Calle_Uno,Calle_Dos,Intersecci,Número,Ruta,Ubicaci_1,Siniestros,Fallecidos,Graves,Menos_grav,Leves,Ilesos
742,2022,1,13,REGION METROPOLITANA,SAN RAMON,1,URBANA,CADETE G PERRY,MAYOR NESTOR GARCIA,CADETE G PERRY - MAYOR NESTOR GARCIA,0, , ,1,0,0,0,1,1
743,2022,1,13,REGION METROPOLITANA,SAN RAMON,1,URBANA,CARLOS DAVILA,ELIAS FERNANDEZ ALBANO,CARLOS DAVILA - ELIAS FERNANDEZ ALBANO,0, , ,1,0,1,0,0,1
744,2022,1,13,REGION METROPOLITANA,SAN RAMON,1,URBANA,DOÑIHUE,CARLOS DAVILA,CARLOS DAVILA - DOÑIHUE,0, , ,1,0,0,0,1,1
745,2022,1,13,REGION METROPOLITANA,SAN RAMON,1,URBANA,ESPERANZA, ,- ESPERANZA,2150, , ,1,0,1,0,0,1
746,2022,1,13,REGION METROPOLITANA,SAN RAMON,1,URBANA,ESPERANZA,ISMAEL TOCORNAL,ESPERANZA - ISMAEL TOCORNAL,0, , ,1,0,0,2,2,1
747,2022,1,13,REGION METROPOLITANA,SAN RAMON,1,URBANA,INDEPENDENCIA,GOYCOLEA,GOYCOLEA - INDEPENDENCIA,0, , ,1,0,0,0,1,1
748,2022,1,13,REGION METROPOLITANA,SAN RAMON,1,URBANA,JUAN LUIS SANFUENTES,URUGUAY,JUAN LUIS SANFUENTES - URUGUAY,0, , ,1,0,0,0,1,1
749,2022,1,13,REGION METROPOLITANA,SAN RAMON,1,URBANA,LA BANDERA,VICUÑA MACKENNA,LA BANDERA - VICUÑA MACKENNA,0, , ,1,0,0,0,1,1
750,2022,1,13,REGION METROPOLITANA,SAN RAMON,1,URBANA,MARIANA CASTRO,ALVEAR,ALVEAR - MARIANA CASTRO,0, , ,1,0,0,0,1,1
751,2022,1,13,REGION METROPOLITANA,SAN RAMON,1,URBANA,MIRADOR,RIVADAVIA,MIRADOR - RIVADAVIA,0, , ,1,0,0,0,1,1
752,2022,1,13,REGION METROPOLITANA,SAN RAMON,1,URBANA,OSSA, ,- OSSA,1347, , ,1,0,0,1,1,0
753,2022,1,13,REGION METROPOLITANA,SAN RAMON,1,URBANA,PEDRO AGUIRRE CERDA,GOYCOLEA,GOYCOLEA - PEDRO AGUIRRE CERDA,0, , ,1,0,0,0,1,1
754,2022,1,13,REGION METROPOLITANA,SAN RAMON,1,URBANA,PSJE I, ,- PSJE I,2174, , ,1,0,0,0,0,2
755,2022,1,13,REGION METROPOLITANA,SAN RAMON,1,URBANA,SAN FRANCISCO,SGTO CANDELARIA,SAN FRANCISCO - SGTO CANDELARIA,0, , ,1,0,0,0,1,1
756,2022,1,13,REGION METROPOLITANA,SAN RAMON,1,URBANA,STA ROSA, ,- STA ROSA,9441, , ,1,0,0,0,1,1
757,2022,1,13,REGION METROPOLITANA,SAN RAMON,1,URBANA,STA ROSA,ESPERANZA,ESPERANZA - STA ROSA,0, , ,1,1,0,0,0,1
758,2022,1,13,REGION METROPOLITANA,SAN RAMON,1,URBANA,STA ROSA,JOSE SANTOS GONZALES VERA,JOSE SANTOS GONZALES VERA - STA ROSA,0, , ,1,0,1,0,0,1
759,2022,1,13,REGION METROPOLITANA,SAN RAMON,1,URBANA,STA ROSA,LOS TILOS,LOS TILOS - STA ROSA,0, , ,1,0,0,1,2,1
760,2022,1,13,REGION METROPOLITANA,SAN RAMON,1,URBANA,STA ROSA,VENEZUELA,STA ROSA - VENEZUELA,0, , ,1,0,0,1,0,1
761,2022,1,13,REGION METROPOLITANA,SAN RAMON,1,URBANA,VICUÑA MACKENNA,ALMTE LATORRE,ALMTE LATORRE - VICUÑA MACKENNA,0, , ,2,0,1,0,2,2
762,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,10 DE JULIO HUAMACHUCO,PORTUGAL,10 DE JULIO HUAMACHUCO - PORTUGAL,0, , ,1,0,0,1,0,1
763,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,10 DE JULIO HUAMACHUCO,SAN DIEGO,10 DE JULIO HUAMACHUCO - SAN DIEGO,0, , ,2,0,0,0,2,1
764,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,21 DE MAYO, ,- 21 DE MAYO,850, , ,1,0,0,1,0,1
765,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,AGUSTINAS, ,- AGUSTINAS,1547, , ,1,0,0,0,1,1
766,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,AHUMADA,LIBER BERNARDO O`HIGGINS,AHUMADA - LIBER BERNARDO O`HIGGINS,0, , ,1,0,0,1,0,1
767,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,ALDUNATE,SANTIAGO,ALDUNATE - SANTIAGO,0, , ,1,0,0,0,0,2
768,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,AMUNATEGUI, ,- AMUNATEGUI,491, , ,1,0,1,0,0,1
769,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,AMUNATEGUI,LIBER BERNARDO O`HIGGINS,AMUNATEGUI - LIBER BERNARDO O`HIGGINS,0, , ,1,0,1,0,0,1
770,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,ARTURO PRAT,HERMANOS CLARK,ARTURO PRAT - HERMANOS CLARK,0, , ,1,0,0,0,1,1
771,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,ARTURO PRAT,MAULE,ARTURO PRAT - MAULE,0, , ,1,0,1,0,0,1
772,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,ARTURO PRAT,TARAPACA,ARTURO PRAT - TARAPACA,0, , ,1,0,0,0,1,1
773,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,BANDERA,AILLAVILU,AILLAVILU - BANDERA,0, , ,1,0,0,0,1,1
774,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,BEAUCHEFF,ANTOFAGASTA,ANTOFAGASTA - BEAUCHEFF,0, , ,1,0,0,0,1,1
775,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,BIO BIO,SAN DIEGO,BIO BIO - SAN DIEGO,0, , ,1,0,1,0,0,1
776,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,CARD JOSE MARIA CARO,MIRAFLORES,CARD JOSE MARIA CARO - MIRAFLORES,0, , ,2,0,0,0,2,2
777,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,CATEDRAL,MORANDE,CATEDRAL - MORANDE,0, , ,1,0,0,0,1,1
778,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,CHILOE,NUBLE,CHILOE - NUBLE,0, , ,1,0,0,0,1,1
779,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,CIENFUEGOS,LIBER BERNARDO O`HIGGINS,CIENFUEGOS - LIBER BERNARDO O`HIGGINS,0, , ,1,0,0,0,0,1
780,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,COQUIMBO,CARMEN,CARMEN - COQUIMBO,0, , ,1,0,0,0,0,2
781,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,CURICO, ,- CURICO,345, , ,1,0,0,0,1,1
782,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,CURICO,LIRA,CURICO - LIRA,0, , ,2,0,1,0,0,1
783,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,DIAG PARAGUAY,PORTUGAL,DIAG PARAGUAY - PORTUGAL,0, , ,1,0,0,0,0,2
784,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,DIECIOCHO,STA ISABEL,DIECIOCHO - STA ISABEL,0, , ,1,0,0,0,1,1
785,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,ELIAS FERNANDEZ ALBANO,AGUSTINAS,AGUSTINAS - ELIAS FERNANDEZ ALBANO,0, , ,1,0,0,0,1,1
786,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,GORBEA,CONFERENCIA,CONFERENCIA - GORBEA,0, , ,1,0,0,0,1,1
787,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,GRAL BAQUEDANO,CLENTARU,CLENTARU - GRAL BAQUEDANO,0, , ,2,0,1,0,0,3
788,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,HUERFANOS,SAN MARTIN,HUERFANOS - SAN MARTIN,0, , ,1,0,0,0,0,2
789,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,ISMAEL VALDES VERGARA,PUENTE,ISMAEL VALDES VERGARA - PUENTE,0, , ,1,0,0,0,2,0
790,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,JOSE MIGUEL DE LA BARRA,CARD JOSE MARIA CARO,CARD JOSE MARIA CARO - JOSE MIGUEL DE LA BARRA,0, , ,1,0,0,0,1,1
791,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,LIBER BERNARDO O`HIGGINS,ARTURO PRAT,ARTURO PRAT - LIBER BERNARDO O`HIGGINS,0, , ,1,0,0,0,1,1
792,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,LIBER BERNARDO O`HIGGINS,BASCUNAN GUERRERO,BASCUNAN GUERRERO - LIBER BERNARDO O`HIGGINS,0, , ,2,0,1,0,1,2
793,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,LIBER BERNARDO O`HIGGINS,CIENFUEGOS,CIENFUEGOS - LIBER BERNARDO O`HIGGINS,0, , ,1,0,0,0,1,0
794,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,LIBER BERNARDO O`HIGGINS,LORD COCHRANE,LIBER BERNARDO O`HIGGINS - LORD COCHRANE,0, , ,1,0,1,0,1,0
795,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,LIBER BERNARDO O`HIGGINS,PORTUGAL,LIBER BERNARDO O`HIGGINS - PORTUGAL,0, , ,1,0,0,0,1,1
796,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,LIBER BERNARDO O`HIGGINS,RAMON CORVALAN MELGAREJO,LIBER BERNARDO O`HIGGINS - RAMON CORVALAN MELGAREJO,0, , ,1,0,1,0,0,1
797,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,LIBER BERNARDO O`HIGGINS,SAN IGNACIO DE LOYOLA,LIBER BERNARDO O`HIGGINS - SAN IGNACIO DE LOYOLA,0, , ,1,0,0,0,0,2
798,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,LIBER BERNARDO O`HIGGINS,UNION AMERICANA,LIBER BERNARDO O`HIGGINS - UNION AMERICANA,0, , ,2,0,0,0,1,3
799,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,LIRA,COPIAPO,COPIAPO - LIRA,0, , ,1,0,0,0,1,1
800,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,LIRA,CURICO,CURICO - LIRA,0, , ,1,0,0,0,1,1
801,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,LIRA,NUBLE,LIRA - NUBLE,0, , ,1,0,1,0,0,1
802,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,LORD COCHRANE,NVA AMUNATEGUI,LORD COCHRANE - NVA AMUNATEGUI,0, , ,1,0,0,0,1,1
803,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MAC IVER,ISMAEL VALDES VERGARA,ISMAEL VALDES VERGARA - MAC IVER,0, , ,1,0,0,0,1,0
804,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MAC IVER,LIBER BERNARDO O`HIGGINS,LIBER BERNARDO O`HIGGINS - MAC IVER,0, , ,1,0,0,0,1,1
805,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MAIPU,PORTALES,MAIPU - PORTALES,0, , ,1,0,1,0,0,1
806,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MANUEL ANTONIO MATTA,ARTURO PRAT,ARTURO PRAT - MANUEL ANTONIO MATTA,0, , ,1,0,1,0,0,1
807,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MANUEL ANTONIO MATTA,NATANIEL COX,MANUEL ANTONIO MATTA - NATANIEL COX,0, , ,1,0,1,0,0,0
808,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MANUEL ANTONIO MATTA,PORTUGAL,MANUEL ANTONIO MATTA - PORTUGAL,0, , ,1,0,0,0,1,1
809,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MANUEL ANTONIO MATTA,SAN FRANCISCO,MANUEL ANTONIO MATTA - SAN FRANCISCO,0, , ,2,0,1,0,2,1
810,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MANUEL ANTONIO MATTA,STA ROSA,MANUEL ANTONIO MATTA - STA ROSA,0, , ,1,1,0,0,0,1
811,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MANUEL ANTONIO MATTA,VIEL,MANUEL ANTONIO MATTA - VIEL,0, , ,1,0,1,0,0,1
812,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MANUEL RODRIGUEZ, ,- MANUEL RODRIGUEZ,661, , ,1,0,0,0,1,1
813,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MANUEL RODRIGUEZ,CATEDRAL,CATEDRAL - MANUEL RODRIGUEZ,0, , ,1,0,0,0,1,1
814,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MANUEL RODRIGUEZ,COMPANIA,COMPANIA - MANUEL RODRIGUEZ,0, , ,1,0,1,0,0,0
815,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MANUEL RODRIGUEZ,ROSAS,MANUEL RODRIGUEZ - ROSAS,0, , ,1,0,1,0,0,1
816,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MAPOCHO,CAUTIN,CAUTIN - MAPOCHO,0, , ,1,0,0,0,0,2
817,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MAPOCHO,GRAL BULNES,GRAL BULNES - MAPOCHO,0, , ,1,0,0,0,2,0
818,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MARCOLETA,PORTUGAL,MARCOLETA - PORTUGAL,0, , ,1,0,0,0,1,1
819,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MATUCANA, ,- MATUCANA,464, , ,1,0,0,0,1,1
820,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MATUCANA,MAPOCHO,MAPOCHO - MATUCANA,0, , ,1,0,0,1,0,1
821,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MATURANA,ROSAS,MATURANA - ROSAS,0, , ,1,0,0,0,0,1
822,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MERCED, ,- MERCED,88, , ,1,1,0,0,0,1
823,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MERCED,JOSE MIGUEL DE LA BARRA,JOSE MIGUEL DE LA BARRA - MERCED,0, , ,1,0,0,0,1,1
824,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MERCED,VICUÑA MACKENNA,MERCED - VICUÑA MACKENNA,0, , ,1,0,1,0,0,1
825,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MIRAFLORES,AGUSTINAS,AGUSTINAS - MIRAFLORES,0, , ,1,0,0,0,0,2
826,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MONEDA,MANUEL RODRIGUEZ,MANUEL RODRIGUEZ - MONEDA,0, , ,1,0,0,0,1,1
827,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MONEDA,MORANDE,MONEDA - MORANDE,0, , ,1,0,0,0,1,0
828,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MONJITAS,SAN ANTONIO,MONJITAS - SAN ANTONIO,0, , ,2,0,0,0,2,2
829,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,MORANDE, ,- MORANDE,21, , ,1,0,0,0,1,1
830,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,NATANIEL COX, ,- NATANIEL COX,1640, , ,1,1,0,0,0,1
831,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,NATANIEL COX,PLACER,NATANIEL COX - PLACER,0, , ,1,0,0,0,0,1
832,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,NUBLE, ,- NUBLE,488, , ,1,1,0,0,0,1
833,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,NUBLE,MANUEL ANTONIO TOCORNAL,MANUEL ANTONIO TOCORNAL - NUBLE,0, , ,1,0,1,0,0,1
834,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,NUBLE,SANTIAGO CONCHA,NUBLE - SANTIAGO CONCHA,0, , ,1,0,0,0,1,1
835,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,NVA SAN MARTIN,MAPOCHO,MAPOCHO - NVA SAN MARTIN,0, , ,2,0,2,0,0,2
836,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,PADRE ALONSO DE OVALLE,ARTURO PRAT,ARTURO PRAT - PADRE ALONSO DE OVALLE,0, , ,1,0,0,0,1,0
837,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,PADRE FELIPE GOMEZ DE VIDAURRE,SAN IGNACIO DE LOYOLA,PADRE FELIPE GOMEZ DE VIDAURRE - SAN IGNACIO DE LOYOLA,0, , ,1,0,0,1,0,1
838,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,PDTE BALMACEDA, ,- PDTE BALMACEDA,1128, , ,1,0,1,0,0,1
839,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,PDTE BALMACEDA,GRAL BULNES,GRAL BULNES - PDTE BALMACEDA,0, , ,1,0,1,0,0,1
840,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,PDTE BALMACEDA,TEATINOS,PDTE BALMACEDA - TEATINOS,0, , ,1,1,0,0,0,1
841,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,PEDRO LAGOS,SAN DIEGO,PEDRO LAGOS - SAN DIEGO,0, , ,1,0,0,0,1,1
842,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,PORTALES,CHACABUCO,CHACABUCO - PORTALES,0, , ,1,0,0,0,1,3
843,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,PORTUGAL,10 DE JULIO HUAMACHUCO,10 DE JULIO HUAMACHUCO - PORTUGAL,0, , ,1,0,0,0,0,2
844,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,PORTUGAL,ARGOMEDO,ARGOMEDO - PORTUGAL,0, , ,1,0,1,0,0,1
845,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,PORTUGAL,MAULE,MAULE - PORTUGAL,0, , ,1,0,0,0,1,1
846,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,PUENTE,ROSAS,PUENTE - ROSAS,0, , ,1,0,0,0,2,0
847,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,PURISIMA,CARD JOSE MARIA CARO,CARD JOSE MARIA CARO - PURISIMA,0, , ,1,0,0,0,0,5
848,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,REPUBLICA, ,- REPUBLICA,11, , ,1,0,0,0,1,1
849,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,REPUBLICA, ,- REPUBLICA,237, , ,1,0,0,0,1,2
850,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,REPUBLICA,GRAJALES,GRAJALES - REPUBLICA,0, , ,1,0,1,0,0,1
851,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,RICARDO CUMMING,ROSAS,RICARDO CUMMING - ROSAS,0, , ,1,0,0,0,0,1
852,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,ROSAS, ,- ROSAS,1339, , ,1,0,0,0,1,1
853,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,ROSAS,LIBERTAD,LIBERTAD - ROSAS,0, , ,1,0,0,0,1,1
854,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,SAN ANTONIO, ,- SAN ANTONIO,272, , ,1,0,0,0,2,1
855,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,SAN ANTONIO, ,- SAN ANTONIO,741, , ,1,0,0,0,1,1
856,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,SAN DIEGO,10 DE JULIO HUAMACHUCO,10 DE JULIO HUAMACHUCO - SAN DIEGO,0, , ,1,0,1,0,0,1
857,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,SAN DIEGO,ACONCAGUA,ACONCAGUA - SAN DIEGO,0, , ,1,0,1,0,0,1
858,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,SAN DIEGO,GRAL GANA,GRAL GANA - SAN DIEGO,0, , ,2,0,0,0,2,2
859,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,SAN DIEGO,MANUEL ANTONIO MATTA,MANUEL ANTONIO MATTA - SAN DIEGO,0, , ,2,0,1,0,1,2
860,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,SAN DIEGO,STA ISABEL,SAN DIEGO - STA ISABEL,0, , ,1,0,1,0,0,1
861,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,SAN DIEGO,VICTORIA,SAN DIEGO - VICTORIA,0, , ,3,0,2,0,2,3
862,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,SAN FRANCISCO,STA ISABEL,SAN FRANCISCO - STA ISABEL,0, , ,1,0,0,1,0,1
863,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,SAN IGNACIO DE LOYOLA,LIBER BERNARDO O`HIGGINS,LIBER BERNARDO O`HIGGINS - SAN IGNACIO DE LOYOLA,0, , ,1,0,0,0,1,1
864,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,SAN MARTIN,LIBER BERNARDO O`HIGGINS,LIBER BERNARDO O`HIGGINS - SAN MARTIN,0, , ,1,0,1,0,0,1
865,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,SAN MARTIN,STO DOMINGO,SAN MARTIN - STO DOMINGO,0, , ,1,0,0,0,0,1
866,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,SAN PABLO, ,- SAN PABLO,1141, , ,1,0,0,0,1,1
867,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,SAN PABLO, ,- SAN PABLO,3038, , ,1,0,0,0,1,1
868,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,SAN PABLO,MAIPU,MAIPU - SAN PABLO,0, , ,1,0,0,1,0,1
869,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,SAN PABLO,MANUEL RODRIGUEZ,MANUEL RODRIGUEZ - SAN PABLO,0, , ,1,0,0,0,0,2
870,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,STA ELENA,MIGUEL LEON PRADO,MIGUEL LEON PRADO - STA ELENA,0, , ,1,0,0,0,0,2
871,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,STA ISABEL,LIRA,LIRA - STA ISABEL,0, , ,1,0,1,0,0,1
872,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,STA ISABEL,SAN FRANCISCO,SAN FRANCISCO - STA ISABEL,0, , ,1,0,0,0,1,1
873,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,STA ISABEL,SAN ISIDRO,SAN ISIDRO - STA ISABEL,0, , ,1,0,1,0,0,1
874,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,STA ISABEL,STA ROSA,STA ISABEL - STA ROSA,0, , ,1,0,0,0,2,0
875,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,STA ISABEL,VICUÑA MACKENNA,STA ISABEL - VICUÑA MACKENNA,0, , ,1,0,1,0,0,1
876,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,STA ROSA, ,- STA ROSA,1518, , ,1,0,0,0,1,1
877,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,STA ROSA,ARAUCO,ARAUCO - STA ROSA,0, , ,1,0,1,0,0,1
878,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,STA ROSA,FRANKLIN,FRANKLIN - STA ROSA,0, , ,3,1,2,0,0,3
879,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,STA ROSA,MANUEL ANTONIO MATTA,MANUEL ANTONIO MATTA - STA ROSA,0, , ,4,0,2,1,1,4
880,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,STA ROSA,MARINA DE GAETE,MARINA DE GAETE - STA ROSA,0, , ,1,0,0,0,1,1
881,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,STA VICTORIA,PORTUGAL,PORTUGAL - STA VICTORIA,0, , ,1,0,0,0,0,2
882,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,STO DOMINGO, ,- STO DOMINGO,863, , ,1,0,0,0,0,2
883,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,STO DOMINGO, ,- STO DOMINGO,1243, , ,1,0,1,0,0,1
884,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,STO DOMINGO,LOURDES,LOURDES - STO DOMINGO,0, , ,1,0,0,0,1,0
885,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,TEATINOS, ,- TEATINOS,775, , ,1,0,1,0,0,1
886,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,TEATINOS,AGUSTINAS,AGUSTINAS - TEATINOS,0, , ,2,0,0,0,2,2
887,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,TOESCA,ABATE MOLINA,ABATE MOLINA - TOESCA,0, , ,1,0,1,0,0,0
888,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,TOESCA,ESPANA,ESPANA - TOESCA,0, , ,1,0,0,0,1,0
889,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,TUCAPEL JIMENEZ,LIBER BERNARDO O`HIGGINS,LIBER BERNARDO O`HIGGINS - TUCAPEL JIMENEZ,0, , ,1,0,1,0,0,1
890,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,UNION AMERICANA,LIBER BERNARDO O`HIGGINS,LIBER BERNARDO O`HIGGINS - UNION AMERICANA,0, , ,1,0,0,0,1,1
891,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,VICUÑA MACKENNA, ,- VICUÑA MACKENNA,1725, , ,1,0,0,0,1,1
892,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,VICUÑA MACKENNA,CURICO,CURICO - VICUÑA MACKENNA,0, , ,1,0,0,0,1,1
893,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,VICUÑA MACKENNA,MARIN,MARIN - VICUÑA MACKENNA,0, , ,1,0,1,0,0,1
894,2022,1,13,REGION METROPOLITANA,SANTIAGO,1,URBANA,ZENTENO,SANTIAGO,SANTIAGO - ZENTENO,0, , ,1,0,0,1,0,1
