X,Y,FID,POINT_X,POINT_Y,REGION,COD_COMUN,COMUNA,CALLE_UNO,CALLE_DOS,NUMERO,DIR_GEOCOD,PAIS,Año,Claseaccid,Cód_Regi,Cód_Comun,Cód_Zona,Zona,Fallecidos,Graves,Menos_Grav,Leves,Ilesos,Siniestros
-7861042.4033044,-3954604.84488175,450,-70.6169454,-33.4456335,REGION METROPOLITANA,13123,PROVIDENCIA,STA ISABEL,JOSE MIGUEL CLARO,0,"STA ISABEL & JOSE MIGUEL CLARO, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,1,2,0,0,7,5
-7861032.82982819,-3951675.51995804,451,-70.6168594,-33.4236736,REGION METROPOLITANA,13123,PROVIDENCIA,COST NORTE,LA CONCEPCION,0,"COST NORTE & LA CONCEPCION, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,1,0,3,15,9
-7860887.09035085,-3953768.22708447,452,-70.6155502,-33.4393623,REGION METROPOLITANA,13123,PROVIDENCIA,MANUEL MONTT,FRANCISCO BILBAO,0,"MANUEL MONTT & FRANCISCO BILBAO, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,0,0,0,14,7
-7860885.20905145,-3951079.09826359,453,-70.6155333,-33.4192018,REGION METROPOLITANA,13123,PROVIDENCIA,LOS CONQUISTADORES,PEDRO DE VALDIVIA NORTE,0,"LOS CONQUISTADORES & PEDRO DE VALDIVIA NORTE, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,0,0,0,12,6
-7860841.26011649,-3956758.87508141,454,-70.6151385,-33.4617778,REGION METROPOLITANA,13120,NUNOA,GRECIA,MARATHON,0,"GRECIA & MARATHON, ??ªU??ªOA",CHILE,2021,1,13,13120,1,URBANA,0,1,0,8,5,6
-7860795.68591696,-3951934.11494744,455,-70.6147291,-33.4256124,REGION METROPOLITANA,13123,PROVIDENCIA,LA CONCEPCION,PROVIDENCIA,0,"LA CONCEPCION & PROVIDENCIA, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,2,0,6,27,17
-7860732.72361297,-3951436.32340065,456,-70.6141635,-33.4218802,REGION METROPOLITANA,13123,PROVIDENCIA,ANDRES BELLO,PEDRO DE VALDIVIA,0,"ANDRES BELLO & PEDRO DE VALDIVIA, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,2,1,1,5,13,11
-7860727.91461096,-3953572.26192267,457,-70.6141203,-33.4378933,REGION METROPOLITANA,13123,PROVIDENCIA,ALFEREZ REAL,ANTONIO VARAS,0,"ALFEREZ REAL & ANTONIO VARAS, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,0,0,2,8,5
-7860648.76645301,-3958448.21808383,458,-70.6134093,-33.4744372,REGION METROPOLITANA,13120,NUNOA,RODRIGO DE ARAYA,MARATHON,0,"RODRIGO DE ARAYA & MARATHON, ??ªU??ªOA",CHILE,2021,1,13,13120,1,URBANA,0,0,0,3,8,6
-7860645.64950727,-3963019.54517165,459,-70.6133813,-33.508684,REGION METROPOLITANA,13129,SAN JOAQUIN,VICUNA MACKENNA,DEPARTAMENTAL,0,"VICUNA MACKENNA & DEPARTAMENTAL, SAN JOAQUIN",CHILE,2021,1,13,13129,1,URBANA,0,1,1,10,26,21
-7860566.82417584,-3978043.39305614,460,-70.6126732,-33.621142,REGION METROPOLITANA,13201,PUENTE ALTO,JUANITA,SGTO MENADIER,0,"JUANITA & SGTO MENADIER, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,7,9,7,5
-7860546.83119529,-3955619.52122649,461,-70.6124936,-33.4532388,REGION METROPOLITANA,13120,NUNOA,IRARRAZAVAL,MANUEL MONTT,0,"IRARRAZAVAL & MANUEL MONTT, ??ªU??ªOA",CHILE,2021,1,13,13120,1,URBANA,0,2,1,1,8,6
-7860543.91462463,-3951660.36829539,462,-70.6124674,-33.42356,REGION METROPOLITANA,13123,PROVIDENCIA,PROVIDENCIA,PEDRO DE VALDIVIA,0,"PROVIDENCIA & PEDRO DE VALDIVIA, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,2,0,0,9,6
-7860446.3764868,-3950609.28342765,463,-70.6115912,-33.4156791,REGION METROPOLITANA,13123,PROVIDENCIA,EL CERRO,LOS CONQUISTADORES,0,"EL CERRO & LOS CONQUISTADORES, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,1,0,7,10,6
-7860428.49857658,-3972260.49302208,464,-70.6114306,-33.5778726,REGION METROPOLITANA,13112,LA PINTANA,ACCESO SUR, ,33,"ACCESO SUR 33, LA PINTANA",CHILE,2021,1,13,13112,2,RURAL,0,0,2,1,15,10
-7860427.69707624,-3963048.08927685,465,-70.6114234,-33.5088978,REGION METROPOLITANA,13118,MACUL,VICUNA MACKENNA,DEPARTAMENTAL,0,"VICUNA MACKENNA & DEPARTAMENTAL, MACUL",CHILE,2021,1,13,13118,1,URBANA,1,5,0,4,20,16
-7860422.33147679,-3950575.46208271,466,-70.6113752,-33.4154255,REGION METROPOLITANA,13123,PROVIDENCIA,LOS CONQUISTADORES,EL CERRO,0,"LOS CONQUISTADORES & EL CERRO, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,1,0,3,10,7
-7860400.95813455,-3951217.44434065,467,-70.6111832,-33.4202391,REGION METROPOLITANA,13123,PROVIDENCIA,ANDRES BELLO,NVA DE LYON,0,"ANDRES BELLO & NVA DE LYON, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,1,2,2,2,17,11
-7860294.08029144,-3966901.06934114,468,-70.6102231,-33.5377524,REGION METROPOLITANA,13111,LA GRANJA,AMERICO VESPUCIO,PUNTA ARENAS,0,"AMERICO VESPUCIO & PUNTA ARENAS, LA GRANJA",CHILE,2021,1,13,13111,1,URBANA,0,1,0,1,7,6
-7860284.08380117,-3956786.53639629,469,-70.6101333,-33.4619851,REGION METROPOLITANA,13120,NUNOA,GRECIA,CAMPOS DE DEPORTES,0,"GRECIA & CAMPOS DE DEPORTES, ??ªU??ªOA",CHILE,2021,1,13,13120,1,URBANA,0,2,0,2,4,5
-7860256.33185211,-3951423.71950363,470,-70.609884,-33.4217857,REGION METROPOLITANA,13123,PROVIDENCIA,PROVIDENCIA,NVA DE LYON,0,"PROVIDENCIA & NVA DE LYON, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,0,0,0,16,8
-7860207.15090108,-3952710.78826275,471,-70.6094422,-33.4314352,REGION METROPOLITANA,13123,PROVIDENCIA,ELIODORO YANEZ,PEDRO DE VALDIVIA,0,"ELIODORO YANEZ & PEDRO DE VALDIVIA, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,0,0,4,9,6
-7860206.77241481,-3951030.91159138,472,-70.6094388,-33.4188405,REGION METROPOLITANA,13123,PROVIDENCIA,ANDRES BELLO,SUECIA,0,"ANDRES BELLO & SUECIA, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,1,0,4,9,7
-7860181.70326549,-3973681.16404257,473,-70.6092136,-33.5885045,REGION METROPOLITANA,13201,PUENTE ALTO,ACCESO SUR, ,8,"ACCESO SUR 8, PUENTE ALTO",CHILE,2021,1,13,13201,2,RURAL,2,0,2,5,18,12
-7860171.16130971,-3973257.77323494,474,-70.6091189,-33.5853361,REGION METROPOLITANA,13201,PUENTE ALTO,LA SERENA,MIGUEL ANGEL,0,"LA SERENA & MIGUEL ANGEL, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,2,0,6,14,12
-7860154.42999024,-3963634.78105149,475,-70.6089686,-33.5132921,REGION METROPOLITANA,13110,LA FLORIDA,VICUNA MACKENNA PONIENTE,MIRADOR AZUL,0,"VICUNA MACKENNA PONIENTE & MIRADOR AZUL, LA FLORIDA",CHILE,2021,1,13,13110,1,URBANA,0,0,0,3,7,5
-7860127.98047923,-3950935.55245188,476,-70.608731,-33.4181255,REGION METROPOLITANA,13123,PROVIDENCIA,NVA LOS LEONES,ANDRES BELLO,0,"NVA LOS LEONES & ANDRES BELLO, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,1,0,2,12,7
-7860085.26719061,-3957902.49143762,477,-70.6083473,-33.4703479,REGION METROPOLITANA,13120,NUNOA,GUILLERMO MANN,NELSON,0,"GUILLERMO MANN & NELSON, ??ªU??ªOA",CHILE,2021,1,13,13120,1,URBANA,0,0,0,3,7,5
-7860058.8844713,-3951286.15786241,478,-70.6081103,-33.4207543,REGION METROPOLITANA,13123,PROVIDENCIA,SUECIA,PROVIDENCIA,0,"SUECIA & PROVIDENCIA, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,0,0,1,24,14
-7860055.86771309,-3954601.50960335,479,-70.6080832,-33.4456085,REGION METROPOLITANA,13123,PROVIDENCIA,DIAG ORIENTE,MARCHANT PEREIRA,0,"DIAG ORIENTE & MARCHANT PEREIRA, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,1,0,1,7,5
-7860040.53901921,-3973777.55296875,480,-70.6079455,-33.5892258,REGION METROPOLITANA,13201,PUENTE ALTO,LA SERENA,LUIS MATTE LARRAIN,0,"LA SERENA & LUIS MATTE LARRAIN, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,2,0,6,10,7
-7859975.04976278,-3953644.63124376,481,-70.6073572,-33.4384358,REGION METROPOLITANA,13123,PROVIDENCIA,FRANCISCO BILBAO,PEDRO DE VALDIVIA,0,"FRANCISCO BILBAO & PEDRO DE VALDIVIA, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,0,1,1,19,10
-7859890.1129913,-3963581.8823756,482,-70.6065942,-33.5128959,REGION METROPOLITANA,13110,LA FLORIDA,VICUNA MACKENNA ORIENTE,MIRADOR AZUL,0,"VICUNA MACKENNA ORIENTE & MIRADOR AZUL, LA FLORIDA",CHILE,2021,1,13,13110,1,URBANA,0,0,1,3,10,7
-7859841.1880751,-3956816.65301163,483,-70.6061547,-33.4622108,REGION METROPOLITANA,13120,NUNOA,PEDRO DE VALDIVIA,GRECIA,0,"PEDRO DE VALDIVIA & GRECIA, ??ªU??ªOA",CHILE,2021,1,13,13120,1,URBANA,1,0,0,9,10,11
-7859831.28064042,-3956707.58239857,484,-70.6060657,-33.4613934,REGION METROPOLITANA,13120,NUNOA,PEDRO DE VALDIVIA,PROFE JUAN GOMEZ MILLAS,0,"PEDRO DE VALDIVIA & PROFE JUAN GOMEZ MILLAS, ??ªU??ªOA",CHILE,2021,1,13,13120,1,URBANA,0,0,0,1,7,5
-7859827.80747231,-3951153.97272114,485,-70.6060345,-33.4197632,REGION METROPOLITANA,13123,PROVIDENCIA,PROVIDENCIA,LOS LEONES,0,"PROVIDENCIA & LOS LEONES, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,0,0,2,14,8
-7859772.97149114,-3972874.33761592,486,-70.6055419,-33.5824666,REGION METROPOLITANA,13201,PUENTE ALTO,GABRIELA PONIENTE,LOS CIPRESES,0,"GABRIELA PONIENTE & LOS CIPRESES, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,1,0,0,10,6
-7859709.66409673,-3955744.97941677,487,-70.6049732,-33.4541791,REGION METROPOLITANA,13120,NUNOA,PEDRO DE VALDIVIA,IRARRAZAVAL,0,"PEDRO DE VALDIVIA & IRARRAZAVAL, ??ªU??ªOA",CHILE,2021,1,13,13120,1,URBANA,0,1,0,10,6,7
-7859707.81619318,-3950807.79910945,488,-70.6049566,-33.4171676,REGION METROPOLITANA,13123,PROVIDENCIA,VITACURA,HOLANDA,0,"VITACURA & HOLANDA, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,0,0,1,14,7
-7859649.95232187,-3963051.24008044,489,-70.6044368,-33.5089214,REGION METROPOLITANA,13129,SAN JOAQUIN,LAS INDUSTRIAS,DEPARTAMENTAL,0,"LAS INDUSTRIAS & DEPARTAMENTAL, SAN JOAQUIN",CHILE,2021,1,13,13129,1,URBANA,0,0,0,2,14,9
-7859644.17484029,-3963023.79073568,490,-70.6043849,-33.5087158,REGION METROPOLITANA,13110,LA FLORIDA,EXEQUIEL FERNANDEZ,DEPARTAMENTAL,0,"EXEQUIEL FERNANDEZ & DEPARTAMENTAL, LA FLORIDA",CHILE,2021,1,13,13110,1,URBANA,0,2,0,2,12,9
-7859628.9574659,-3951092.15524583,491,-70.6042482,-33.4192997,REGION METROPOLITANA,13123,PROVIDENCIA,PROVIDENCIA,HOLANDA,0,"PROVIDENCIA & HOLANDA, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,1,0,1,12,7
-7859560.96352092,-3964375.85528482,492,-70.6036374,-33.5188424,REGION METROPOLITANA,13110,LA FLORIDA,VICUNA MACKENNA PONIENTE,SAN CARLOS DE ANCUD,0,"VICUNA MACKENNA PONIENTE & SAN CARLOS DE ANCUD, LA FLORIDA",CHILE,2021,1,13,13110,1,URBANA,0,0,0,2,12,7
-7859551.47910031,-3952139.34915417,493,-70.6035522,-33.4271511,REGION METROPOLITANA,13123,PROVIDENCIA,LOS LEONES,CARLOS ANTUNEZ,0,"LOS LEONES & CARLOS ANTUNEZ, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,0,0,0,10,5
-7859473.64451235,-3972822.7728784,494,-70.602853,-33.5820807,REGION METROPOLITANA,13201,PUENTE ALTO,GABRIELA PONIENTE,CRETA,0,"GABRIELA PONIENTE & CRETA, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,1,3,1,8,14,11
-7859457.15809576,-3952517.04188795,495,-70.6027049,-33.4299827,REGION METROPOLITANA,13123,PROVIDENCIA,LOS LEONES,ELIODORO YANEZ,0,"LOS LEONES & ELIODORO YANEZ, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,2,1,4,13,9
-7859417.47269729,-3953487.54036703,496,-70.6023484,-33.4372582,REGION METROPOLITANA,13123,PROVIDENCIA,SUECIA,FRANCISCO BILBAO,0,"SUECIA & FRANCISCO BILBAO, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,0,0,2,9,5
-7859318.75457286,-3950945.021646,497,-70.6014616,-33.4181965,REGION METROPOLITANA,13123,PROVIDENCIA,PROVIDENCIA,TOBALABA,0,"PROVIDENCIA & TOBALABA, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,0,0,2,20,11
-7859293.09543023,-3953288.88535792,498,-70.6012311,-33.435769,REGION METROPOLITANA,13123,PROVIDENCIA,LOS LEONES,CALIFORNIA,0,"LOS LEONES & CALIFORNIA, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,1,0,4,6,5
-7859246.57501503,-3953452.34995511,499,-70.6008132,-33.4369944,REGION METROPOLITANA,13123,PROVIDENCIA,FRANCISCO BILBAO,LOS LEONES,0,"FRANCISCO BILBAO & LOS LEONES, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,0,0,4,8,6
-7859121.96397703,-3960555.56549435,500,-70.5996938,-33.4902264,REGION METROPOLITANA,13118,MACUL,MACUL,ESC AGRICOLA,0,"MACUL & ESC AGRICOLA, MACUL",CHILE,2021,1,13,13118,1,URBANA,0,1,0,1,8,5
-7859027.08637503,-3964895.3018549,501,-70.5988415,-33.5227326,REGION METROPOLITANA,13110,LA FLORIDA,VICUNA MACKENNA PONIENTE,AMERICO VESPUCIO,0,"VICUNA MACKENNA PONIENTE & AMERICO VESPUCIO, LA FLORIDA",CHILE,2021,1,13,13110,1,URBANA,0,1,1,8,16,13
-7859013.18257063,-3958346.47206811,502,-70.5987166,-33.4736748,REGION METROPOLITANA,13118,MACUL,RODRIGO DE ARAYA,MACUL,0,"RODRIGO DE ARAYA & MACUL, MACUL",CHILE,2021,1,13,13118,1,URBANA,0,1,0,7,5,5
-7859006.2362344,-3949566.3884726,503,-70.5986542,-33.4078589,REGION METROPOLITANA,13132,VITACURA,COST NORTE,PDTE KENNEDY,0,"COST NORTE & PDTE KENNEDY, VITACURA",CHILE,2021,1,13,13132,1,URBANA,0,3,0,3,4,5
-7858974.61036707,-3957122.2803792,504,-70.5983701,-33.4645012,REGION METROPOLITANA,13120,NUNOA,JOSE PEDRO ALESSANDRI,GRECIA,0,"JOSE PEDRO ALESSANDRI & GRECIA, ??ªU??ªOA",CHILE,2021,1,13,13120,1,URBANA,0,0,1,1,13,9
-7858953.19249704,-3964907.69344187,505,-70.5981777,-33.5228254,REGION METROPOLITANA,13110,LA FLORIDA,VICUNA MACKENNA ORIENTE,AMERICO VESPUCIO,0,"VICUNA MACKENNA ORIENTE & AMERICO VESPUCIO, LA FLORIDA",CHILE,2021,1,13,13110,1,URBANA,0,5,0,19,47,35
-7858944.76561159,-3956383.7792367,506,-70.598102,-33.4589667,REGION METROPOLITANA,13120,NUNOA,JOSE PEDRO ALESSANDRI,ALC EDUARDO CASTILLO VELASCO,0,"JOSE PEDRO ALESSANDRI & ALC EDUARDO CASTILLO VELASCO, ??ªU??ªOA",CHILE,2021,1,13,13120,1,URBANA,0,1,1,7,3,5
-7858895.81843149,-3977782.16750808,507,-70.5976623,-33.6191879,REGION METROPOLITANA,13201,PUENTE ALTO,ACCESO SUR,ARCO IRIS,0,"ACCESO SUR & ARCO IRIS, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,2,0,1,2,6,5
-7858889.54001221,-3972734.15529339,508,-70.5976059,-33.5814175,REGION METROPOLITANA,13201,PUENTE ALTO,EJERCITO LIBERTADOR,GABRIELA PONIENTE,0,"EJERCITO LIBERTADOR & GABRIELA PONIENTE, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,1,1,15,8
-7858883.60668335,-3964808.14717866,509,-70.5975526,-33.5220799,REGION METROPOLITANA,13110,LA FLORIDA,AMERICO VESPUCIO,WALKER MARTINEZ,0,"AMERICO VESPUCIO & WALKER MARTINEZ, LA FLORIDA",CHILE,2021,1,13,13110,1,URBANA,0,2,0,3,8,6
-7858828.25863252,-3951397.59146875,510,-70.5970554,-33.4215898,REGION METROPOLITANA,13123,PROVIDENCIA,TOBALABA,LOTA,0,"TOBALABA & LOTA, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,0,0,3,7,5
-7858790.76622803,-3973561.6712229,511,-70.5967186,-33.5876103,REGION METROPOLITANA,13201,PUENTE ALTO,EJERCITO LIBERTADOR,LUIS MATTE LARRAIN,0,"EJERCITO LIBERTADOR & LUIS MATTE LARRAIN, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,1,0,8,5
-7858718.99855231,-3965662.55043436,512,-70.5960739,-33.5284783,REGION METROPOLITANA,13110,LA FLORIDA,VICUNA MACKENNA PONIENTE,GERONIMO DE ALDERETE,0,"VICUNA MACKENNA PONIENTE & GERONIMO DE ALDERETE, LA FLORIDA",CHILE,2021,1,13,13110,1,URBANA,0,1,0,6,10,9
-7858688.55267158,-3964492.78280398,513,-70.5958004,-33.5197181,REGION METROPOLITANA,13110,LA FLORIDA,GERONIMO DE ALDERETE,AMERICO VESPUCIO,0,"GERONIMO DE ALDERETE & AMERICO VESPUCIO, LA FLORIDA",CHILE,2021,1,13,13110,1,URBANA,0,2,0,4,4,6
-7858688.43022014,-3965652.46825693,514,-70.5957993,-33.5284028,REGION METROPOLITANA,13110,LA FLORIDA,GERONIMO DE ALDERETE,VICUNA MACKENNA PONIENTE,0,"GERONIMO DE ALDERETE & VICUNA MACKENNA PONIENTE, LA FLORIDA",CHILE,2021,1,13,13110,1,URBANA,0,1,0,2,8,5
-7858634.75196168,-3953330.87849093,515,-70.5953171,-33.4360838,REGION METROPOLITANA,13123,PROVIDENCIA,FRANCISCO BILBAO,HERNANDO DE AGUIRRE,0,"FRANCISCO BILBAO & HERNANDO DE AGUIRRE, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,2,0,5,4,5
-7858611.19675743,-3974782.43514154,516,-70.5951055,-33.5967452,REGION METROPOLITANA,13201,PUENTE ALTO,EJERCITO LIBERTADOR,JORGE ROSS OSSA,0,"EJERCITO LIBERTADOR & JORGE ROSS OSSA, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,1,0,5,9,6
-7858536.70175419,-3964241.38409263,517,-70.5944363,-33.5178353,REGION METROPOLITANA,13110,LA FLORIDA,FROILAN ROA,AMERICO VESPUCIO,0,"FROILAN ROA & AMERICO VESPUCIO, LA FLORIDA",CHILE,2021,1,13,13110,1,URBANA,0,0,0,6,4,6
-7858520.1930737,-3962136.28816283,518,-70.594288,-33.502068,REGION METROPOLITANA,13118,MACUL,MACUL,EL LIBANO,0,"MACUL & EL LIBANO, MACUL",CHILE,2021,1,13,13118,1,URBANA,0,1,0,1,7,6
-7858403.96439337,-3951803.34956315,519,-70.5932439,-33.424632,REGION METROPOLITANA,13123,PROVIDENCIA,CARLOS ANTUNEZ,TOBALABA,0,"CARLOS ANTUNEZ & TOBALABA, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,3,0,0,9,6
-7858355.2064564,-3954889.05415596,520,-70.5928059,-33.4477638,REGION METROPOLITANA,13123,PROVIDENCIA,JAIME GUZMAN ERRAZURIZ,ELIECER PARADA,0,"JAIME GUZMAN ERRAZURIZ & ELIECER PARADA, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,1,0,3,7,6
-7858350.48650999,-3975856.91966965,521,-70.5927635,-33.6047847,REGION METROPOLITANA,13201,PUENTE ALTO,EJERCITO LIBERTADOR,DOMINGO TOCORNAL,0,"EJERCITO LIBERTADOR & DOMINGO TOCORNAL, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,0,0,14,7
-7858316.87915572,-3972642.43841355,522,-70.5924616,-33.5807311,REGION METROPOLITANA,13201,PUENTE ALTO,GABRIELA PONIENTE,JUAN DE DIOS MALEBRAN,0,"GABRIELA PONIENTE & JUAN DE DIOS MALEBRAN, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,2,0,7,22,16
-7858165.47351629,-3952024.32044854,523,-70.5911015,-33.4262887,REGION METROPOLITANA,13123,PROVIDENCIA,TOBALABA,VITACURA,0,"TOBALABA & VITACURA, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,2,0,2,21,13
-7858135.1055592,-3977140.40476157,524,-70.5908287,-33.614387,REGION METROPOLITANA,13201,PUENTE ALTO,EYZAGUIRRE,EJERCITO LIBERTADOR,0,"EYZAGUIRRE & EJERCITO LIBERTADOR, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,1,0,0,7,14,11
-7858126.27792358,-3963340.65039464,525,-70.5907494,-33.5110891,REGION METROPOLITANA,13118,MACUL,AMERICO VESPUCIO, ,11300,"AMERICO VESPUCIO 11300, MACUL",CHILE,2021,1,13,13118,1,URBANA,0,1,0,2,5,5
-7858120.94571997,-3977720.63512218,526,-70.5907015,-33.6187276,REGION METROPOLITANA,13201,PUENTE ALTO,EJERCITO LIBERTADOR,SGTO MENADIER,0,"EJERCITO LIBERTADOR & SGTO MENADIER, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,1,2,7,6
-7858113.04203613,-3963201.79876017,527,-70.5906305,-33.5100491,REGION METROPOLITANA,13118,MACUL,AMERICO VESPUCIO,DEPARTAMENTAL,0,"AMERICO VESPUCIO & DEPARTAMENTAL, MACUL",CHILE,2021,1,13,13118,1,URBANA,1,3,0,6,14,12
-7858043.57867387,-3963302.82650998,528,-70.5900065,-33.5108058,REGION METROPOLITANA,13110,LA FLORIDA,DEPARTAMENTAL,AMERICO VESPUCIO,0,"DEPARTAMENTAL & AMERICO VESPUCIO, LA FLORIDA",CHILE,2021,1,13,13110,1,URBANA,0,0,0,1,11,7
-7857987.90779653,-3967654.10667092,529,-70.5895064,-33.5433907,REGION METROPOLITANA,13110,LA FLORIDA,VICUNA MACKENNA PONIENTE,STA AMALIA,0,"VICUNA MACKENNA PONIENTE & STA AMALIA, LA FLORIDA",CHILE,2021,1,13,13110,1,URBANA,2,3,2,3,7,8
-7857987.85213678,-3962988.47783701,530,-70.5895059,-33.5084513,REGION METROPOLITANA,13122,PENALOLEN,MACUL,AMERICO VESPUCIO,0,"MACUL & AMERICO VESPUCIO, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,0,0,1,7,5
-7857830.03449468,-3948371.89954591,531,-70.5880882,-33.3989011,REGION METROPOLITANA,13132,VITACURA,AMERICO VESPUCIO,VITACURA,0,"AMERICO VESPUCIO & VITACURA, VITACURA",CHILE,2021,1,13,13132,1,URBANA,0,1,0,8,14,13
-7857804.78723417,-3956645.52175886,532,-70.5878614,-33.4609283,REGION METROPOLITANA,13120,NUNOA,ALC EDUARDO CASTILLO VELASCO,CAMPOS DE DEPORTES,0,"ALC EDUARDO CASTILLO VELASCO & CAMPOS DE DEPORTES, ??ªU??ªOA",CHILE,2021,1,13,13120,1,URBANA,0,1,0,5,4,5
-7857793.87792407,-3975762.11722307,533,-70.5877634,-33.6040754,REGION METROPOLITANA,13201,PUENTE ALTO,JUAN DE DIOS MALEBRAN,DOMINGO TOCORNAL,0,"JUAN DE DIOS MALEBRAN & DOMINGO TOCORNAL, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,1,0,0,12,7
-7857749.07182903,-3972551.09639518,534,-70.5873609,-33.5800475,REGION METROPOLITANA,13201,PUENTE ALTO,GABRIELA PONIENTE,COQUIMBO,0,"GABRIELA PONIENTE & COQUIMBO, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,0,4,24,13
-7857725.2939858,-3961696.44708295,535,-70.5871473,-33.4987732,REGION METROPOLITANA,13111,LA GRANJA,AUTOPISTA VESPUCIO SUR,ACCESO SUR,0,"AUTOPISTA VESPUCIO SUR & ACCESO SUR, LA GRANJA",CHILE,2021,1,13,13111,1,URBANA,0,0,0,2,13,9
-7857707.98380498,-3968565.30171618,536,-70.5869918,-33.5502127,REGION METROPOLITANA,13110,LA FLORIDA,VICUNA MACKENNA,JOSE MIGUEL CARRERA,0,"VICUNA MACKENNA & JOSE MIGUEL CARRERA, LA FLORIDA",CHILE,2021,1,13,13110,1,URBANA,0,0,0,4,4,5
-7857684.02785056,-3968986.06249418,537,-70.5867766,-33.5533627,REGION METROPOLITANA,13110,LA FLORIDA,VICUNA MACKENNA PONIENTE,SAN JOSE DE LA ESTRELLA,0,"VICUNA MACKENNA PONIENTE & SAN JOSE DE LA ESTRELLA, LA FLORIDA",CHILE,2021,1,13,13110,1,URBANA,0,2,0,3,5,5
-7857646.96959207,-3968983.0837211,538,-70.5864437,-33.5533404,REGION METROPOLITANA,13110,LA FLORIDA,VICUNA MACKENNA,SAN JOSE DE LA ESTRELLA,0,"VICUNA MACKENNA & SAN JOSE DE LA ESTRELLA, LA FLORIDA",CHILE,2021,1,13,13110,1,URBANA,0,1,0,3,6,6
-7857541.09362438,-3969974.13590349,539,-70.5854926,-33.5607594,REGION METROPOLITANA,13110,LA FLORIDA,VICUNA MACKENNA PONIENTE,MARIA ELENA,0,"VICUNA MACKENNA PONIENTE & MARIA ELENA, LA FLORIDA",CHILE,2021,1,13,13110,1,URBANA,0,0,0,5,18,12
-7857463.12545303,-3961931.22359251,540,-70.5847922,-33.5005319,REGION METROPOLITANA,13122,PENALOLEN,AMERICO VESPUCIO,LAS TORRES,0,"AMERICO VESPUCIO & LAS TORRES, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,1,0,2,11,8
-7857454.46479664,-3971360.69651905,541,-70.5847144,-33.5711381,REGION METROPOLITANA,13201,PUENTE ALTO,CONCHA Y TORO, ,3854,"CONCHA Y TORO 3854, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,0,2,21,11
