X,Y,FID,POINT_X,POINT_Y,REGION,COD_COMUN,COMUNA,CALLE_UNO,CALLE_DOS,NUMERO,DIR_GEOCOD,PAIS,Año,Claseaccid,Cód_Regi,Cód_Comun,Cód_Zona,Zona,Fallecidos,Graves,Menos_Grav,Leves,Ilesos,Siniestros
-7857447.54072432,-3952764.66433689,542,-70.5846522,-33.4318391,REGION METROPOLITANA,13123,PROVIDENCIA,TOBALABA,FRANCISCO BILBAO,0,"TOBALABA & FRANCISCO BILBAO, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,2,0,9,18,15
-7857328.58471645,-3971129.54920162,543,-70.5835836,-33.569408,REGION METROPOLITANA,13201,PUENTE ALTO,CONCHA Y TORO,LOS TOROS,0,"CONCHA Y TORO & LOS TOROS, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,2,0,1,9,6
-7857200.78994102,-3953055.04455388,544,-70.5824356,-33.434016,REGION METROPOLITANA,13123,PROVIDENCIA,TOBALABA,ELIECER PARADA,0,"TOBALABA & ELIECER PARADA, PROVIDENCIA",CHILE,2021,1,13,13123,1,URBANA,0,0,0,1,11,7
-7857149.93919763,-3972453.3414614,545,-70.5819788,-33.5793159,REGION METROPOLITANA,13201,PUENTE ALTO,CONCHA Y TORO,GABRIELA ORIENTE,0,"CONCHA Y TORO & GABRIELA ORIENTE, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,5,1,13,64,38
-7857122.69931823,-3972132.58389471,546,-70.5817341,-33.5769153,REGION METROPOLITANA,13201,PUENTE ALTO,CONCHA Y TORO, ,3459,"CONCHA Y TORO 3459, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,2,8,18,12
-7857115.57487082,-3972391.83751757,547,-70.5816701,-33.5788556,REGION METROPOLITANA,13201,PUENTE ALTO,CONCHA Y TORO, ,3399,"CONCHA Y TORO 3399, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,1,2,10,9
-7857088.11235244,-3972604.70429133,548,-70.5814234,-33.5804487,REGION METROPOLITANA,13201,PUENTE ALTO,EL PENON,CONCHA Y TORO,0,"EL PENON & CONCHA Y TORO, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,1,0,0,8,5
-7857040.43421454,-3972774.17476079,549,-70.5809951,-33.581717,REGION METROPOLITANA,13201,PUENTE ALTO,CONCHA Y TORO,DEL CARIBE,0,"CONCHA Y TORO & DEL CARIBE, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,2,0,1,20,11
-7856977.61662588,-3975667.59623122,550,-70.5804308,-33.6033682,REGION METROPOLITANA,13201,PUENTE ALTO,DOMINGO TOCORNAL,ACCESO SUR,0,"DOMINGO TOCORNAL & ACCESO SUR, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,0,5,21,12
-7856975.18986098,-3973352.92924508,551,-70.580409,-33.5860482,REGION METROPOLITANA,13201,PUENTE ALTO,LUIS MATTE LARRAIN,CONCHA Y TORO,0,"LUIS MATTE LARRAIN & CONCHA Y TORO, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,1,0,0,8,14,11
-7856944.30983424,-3973565.53313877,552,-70.5801316,-33.5876392,REGION METROPOLITANA,13201,PUENTE ALTO,CONCHA Y TORO,LOS CASTANOS,0,"CONCHA Y TORO & LOS CASTANOS, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,0,0,16,7
-7856890.65383967,-3973787.37498276,553,-70.5796496,-33.5892993,REGION METROPOLITANA,13201,PUENTE ALTO,CONCHA Y TORO,ANGEL PIMENTEL,0,"CONCHA Y TORO & ANGEL PIMENTEL, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,1,1,3,7,6
-7856873.14328377,-3951659.36796624,554,-70.5794923,-33.4235525,REGION METROPOLITANA,13114,LAS CONDES,AMERICO VESPUCIO SUR,CRISTOBAL COLON,0,"AMERICO VESPUCIO SUR & CRISTOBAL COLON, LAS CONDES",CHILE,2021,1,13,13114,1,URBANA,0,0,0,2,8,6
-7856833.37996166,-3974169.58477762,555,-70.5791351,-33.5921594,REGION METROPOLITANA,13201,PUENTE ALTO,CONCHA Y TORO,SAN HUGO,0,"CONCHA Y TORO & SAN HUGO, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,0,1,13,7
-7856816.15883644,-3960269.08131761,556,-70.5789804,-33.4880801,REGION METROPOLITANA,13122,PENALOLEN,QUILIN,AMERICO VESPUCIO,0,"QUILIN & AMERICO VESPUCIO, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,2,0,5,38,24
-7856714.93602346,-3974942.87640388,557,-70.5780711,-33.5979457,REGION METROPOLITANA,13201,PUENTE ALTO,CONCHA Y TORO,SAN CARLOS,0,"CONCHA Y TORO & SAN CARLOS, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,1,2,2,7,28,19
-7856644.28154265,-3958554.84950962,558,-70.5774364,-33.4752362,REGION METROPOLITANA,13122,PENALOLEN,AMERICO VESPUCIO,EL VALLE,0,"AMERICO VESPUCIO & EL VALLE, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,1,0,0,17,8
-7856615.67243352,-3975271.12974702,559,-70.5771794,-33.6004018,REGION METROPOLITANA,13201,PUENTE ALTO,CONCHA Y TORO, ,1149,"CONCHA Y TORO 1149, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,0,2,8,5
-7856609.69457686,-3975597.40099626,560,-70.5771257,-33.602843,REGION METROPOLITANA,13201,PUENTE ALTO,CONCHA Y TORO,DOMINGO TOCORNAL,0,"CONCHA Y TORO & DOMINGO TOCORNAL, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,0,6,14,10
-7856598.39564855,-3957701.19843215,561,-70.5770242,-33.4688395,REGION METROPOLITANA,13122,PENALOLEN,GRECIA,GRECIA,0,"GRECIA & GRECIA, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,0,0,2,15,9
-7856582.04281535,-3957788.79328717,562,-70.5768773,-33.4694959,REGION METROPOLITANA,13122,PENALOLEN,GRECIA,AMERICO VESPUCIO,0,"GRECIA & AMERICO VESPUCIO, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,4,0,3,25,16
-7856562.50624471,-3976007.16436616,563,-70.5767018,-33.6059088,REGION METROPOLITANA,13201,PUENTE ALTO,CONCHA Y TORO,ERNESTO ALVEAR,0,"CONCHA Y TORO & ERNESTO ALVEAR, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,0,1,9,5
-7856543.10325747,-3955755.97358442,564,-70.5765275,-33.4542615,REGION METROPOLITANA,13120,NUNOA,IRARRAZAVAL,CAUQUENES,0,"IRARRAZAVAL & CAUQUENES, ??ªU??ªOA",CHILE,2021,1,13,13120,1,URBANA,0,0,0,2,10,6
-7856432.36262803,-3976803.86422396,565,-70.5755327,-33.6118693,REGION METROPOLITANA,13201,PUENTE ALTO,EYZAGUIRRE,EL RODEO,0,"EYZAGUIRRE & EL RODEO, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,0,0,10,5
-7856413.44944654,-3960676.25857318,566,-70.5753628,-33.4911306,REGION METROPOLITANA,13122,PENALOLEN,QUILIN,QUILIN,0,"QUILIN & QUILIN, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,0,0,1,9,5
-7856385.5639141,-3976440.7076826,567,-70.5751123,-33.6091524,REGION METROPOLITANA,13201,PUENTE ALTO,BALMACEDA,JOSE LUIS COO,0,"BALMACEDA & JOSE LUIS COO, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,0,4,8,6
-7856337.31804679,-3977391.00198211,568,-70.5746789,-33.6162617,REGION METROPOLITANA,13201,PUENTE ALTO,CONCHA Y TORO,SGTO MENADIER,0,"CONCHA Y TORO & SGTO MENADIER, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,1,1,0,6,5
-7856303.06503947,-3952692.23382237,569,-70.5743712,-33.4312961,REGION METROPOLITANA,13114,LAS CONDES,FRANCISCO BILBAO,AMERICO VESPUCIO SUR,0,"FRANCISCO BILBAO & AMERICO VESPUCIO SUR, LAS CONDES",CHILE,2021,1,13,13114,1,URBANA,0,0,2,1,6,5
-7856261.5651333,-3956840.56488613,570,-70.5739984,-33.46239,REGION METROPOLITANA,13122,PENALOLEN,AMERICO VESPUCIO,ORIENTAL,0,"AMERICO VESPUCIO & ORIENTAL, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,0,0,2,11,7
-7856173.68952727,-3953631.55804259,571,-70.573209,-33.4383378,REGION METROPOLITANA,13113,LA REINA,TOBALABA,OSSA,0,"TOBALABA & OSSA, LA REINA",CHILE,2021,1,13,13113,1,URBANA,0,0,0,4,13,10
-7856122.63840879,-3947319.08642371,572,-70.5727504,-33.391005,REGION METROPOLITANA,13132,VITACURA,IRENE FREI,VITACURA,0,"IRENE FREI & VITACURA, VITACURA",CHILE,2021,1,13,13132,1,URBANA,0,0,1,3,2,5
-7856078.3666473,-3970955.60057283,573,-70.5723527,-33.568106,REGION METROPOLITANA,13201,PUENTE ALTO,LOS TOROS,NONATO COO,0,"LOS TOROS & NONATO COO, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,2,3,14,10
-7856055.86897822,-3947813.95441093,574,-70.5721506,-33.3947166,REGION METROPOLITANA,13132,VITACURA,MANQUEHUE NORTE,VITACURA,0,"MANQUEHUE NORTE & VITACURA, VITACURA",CHILE,2021,1,13,13132,1,URBANA,0,0,0,1,10,7
-7856037.3565469,-3947805.90110393,575,-70.5719843,-33.3946562,REGION METROPOLITANA,13132,VITACURA,MANQUEHUE NORTE,LAS HUALTATAS,0,"MANQUEHUE NORTE & LAS HUALTATAS, VITACURA",CHILE,2021,1,13,13132,1,URBANA,0,0,0,3,9,7
-7855993.60798701,-3975498.0698559,576,-70.5715913,-33.6020998,REGION METROPOLITANA,13201,PUENTE ALTO,NEMESIO VICUNA,DOMINGO TOCORNAL,0,"NEMESIO VICUNA & DOMINGO TOCORNAL, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,0,0,10,6
-7855916.64169108,-3955640.97564139,577,-70.5708999,-33.4533996,REGION METROPOLITANA,13120,NUNOA,OSSA,IRARRAZAVAL,0,"OSSA & IRARRAZAVAL, ??ªU??ªOA",CHILE,2021,1,13,13120,1,URBANA,0,0,0,1,9,5
-7855890.55953439,-3955663.71096029,578,-70.5706656,-33.45357,REGION METROPOLITANA,13113,LA REINA,OSSA,LARRAIN,0,"OSSA & LARRAIN, LA REINA",CHILE,2021,1,13,13113,1,URBANA,0,0,0,5,7,5
-7855849.98357999,-3948522.06731063,579,-70.5703011,-33.4000273,REGION METROPOLITANA,13114,LAS CONDES,PDTE KENNEDY,MANQUEHUE NORTE,0,"PDTE KENNEDY & MANQUEHUE NORTE, LAS CONDES",CHILE,2021,1,13,13114,1,URBANA,0,0,0,2,6,5
-7855757.78877772,-3945495.04652165,580,-70.5694729,-33.377323,REGION METROPOLITANA,13132,VITACURA,STA MARIA,LO CURRO NORTE,0,"STA MARIA & LO CURRO NORTE, VITACURA",CHILE,2021,1,13,13132,1,URBANA,0,0,0,3,11,9
-7855707.29425669,-3972566.94356884,581,-70.5690193,-33.5801661,REGION METROPOLITANA,13201,PUENTE ALTO,EL PENON,NONATO COO,0,"EL PENON & NONATO COO, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,0,3,18,9
-7855679.67589103,-3972766.51827098,582,-70.5687712,-33.5816597,REGION METROPOLITANA,13201,PUENTE ALTO,CANAL TRONCAL SAN FRANCISCO,NONATO COO,0,"CANAL TRONCAL SAN FRANCISCO & NONATO COO, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,1,0,4,9,7
-7855677.41610537,-3957952.58837181,583,-70.5687509,-33.4707233,REGION METROPOLITANA,13122,PENALOLEN,GRECIA,LOS MOLINEROS,0,"GRECIA & LOS MOLINEROS, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,1,0,2,7,5
-7855666.94094128,-3972863.48748874,584,-70.5686568,-33.5823854,REGION METROPOLITANA,13201,PUENTE ALTO,NONATO COO,MAESTRO PALOMO,0,"NONATO COO & MAESTRO PALOMO, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,0,2,13,7
-7855662.33231436,-3949723.09277468,585,-70.5686154,-33.409034,REGION METROPOLITANA,13114,LAS CONDES,APOQUINDO,MANQUEHUE NORTE,0,"APOQUINDO & MANQUEHUE NORTE, LAS CONDES",CHILE,2021,1,13,13114,1,URBANA,0,0,1,0,9,6
-7855613.83041222,-3973275.99993973,586,-70.5681797,-33.5854725,REGION METROPOLITANA,13201,PUENTE ALTO,LUIS MATTE LARRAIN,NONATO COO,0,"LUIS MATTE LARRAIN & NONATO COO, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,1,1,17,9
-7855550.15566349,-3949861.91607431,587,-70.5676077,-33.410075,REGION METROPOLITANA,13114,LAS CONDES,APOQUINDO,MANQUEHUE SUR,0,"APOQUINDO & MANQUEHUE SUR, LAS CONDES",CHILE,2021,1,13,13114,1,URBANA,0,0,0,1,9,5
-7855423.1178606,-3974247.36196674,588,-70.5664665,-33.5927414,REGION METROPOLITANA,13201,PUENTE ALTO,LAS NIEVES ORIENTE,NONATO COO,0,"LAS NIEVES ORIENTE & NONATO COO, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,2,2,8,12,9
-7855417.02868445,-3949662.54980094,589,-70.5664118,-33.40858,REGION METROPOLITANA,13114,LAS CONDES,APOQUINDO,CUARTO CENTENARIO,0,"APOQUINDO & CUARTO CENTENARIO, LAS CONDES",CHILE,2021,1,13,13114,1,URBANA,0,2,0,0,7,5
-7855404.00430403,-3957096.12613203,590,-70.5662948,-33.4643052,REGION METROPOLITANA,13122,PENALOLEN,ORIENTAL,LOS MOLINEROS,0,"ORIENTAL & LOS MOLINEROS, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,0,1,0,9,5
-7855392.87235495,-3974807.39994927,591,-70.5661948,-33.596932,REGION METROPOLITANA,13201,PUENTE ALTO,SAN CARLOS,NONATO COO,0,"SAN CARLOS & NONATO COO, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,0,2,13,7
-7855372.80145076,-3968536.45011058,592,-70.5660145,-33.5499967,REGION METROPOLITANA,13201,PUENTE ALTO,CAMILO HENRIQUEZ,LAGO YELCHO,0,"CAMILO HENRIQUEZ & LAGO YELCHO, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,1,0,4,9,6
-7855288.00939462,-3957632.99393969,593,-70.5652528,-33.4683284,REGION METROPOLITANA,13122,PENALOLEN,AMERICO VESPUCIO,LOS GUINDOS,0,"AMERICO VESPUCIO & LOS GUINDOS, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,4,1,1,4,5
-7855231.32550991,-3975812.17142766,594,-70.5647436,-33.6044499,REGION METROPOLITANA,13201,PUENTE ALTO,NONATO COO,EDUARDO CORDERO,0,"NONATO COO & EDUARDO CORDERO, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,1,0,0,9,5
-7855179.82911347,-3954804.62981141,595,-70.564281,-33.447131,REGION METROPOLITANA,13113,LA REINA,TOBALABA,SIMON BOLIVAR,0,"TOBALABA & SIMON BOLIVAR, LA REINA",CHILE,2021,1,13,13113,1,URBANA,0,0,1,2,6,6
-7855162.09591859,-3973259.05605193,596,-70.5641217,-33.5853457,REGION METROPOLITANA,13201,PUENTE ALTO,LUIS MATTE LARRAIN,TRONCAL SAN FRANCISCO,0,"LUIS MATTE LARRAIN & TRONCAL SAN FRANCISCO, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,1,1,5,9,7
-7855071.57090867,-3972522.10120126,597,-70.5633085,-33.5798305,REGION METROPOLITANA,13201,PUENTE ALTO,EL PENON,MEXICO,0,"EL PENON & MEXICO, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,0,1,8,5
-7855023.4697567,-3958097.98280741,598,-70.5628764,-33.4718128,REGION METROPOLITANA,13122,PENALOLEN,GRECIA,ICTINOS,0,"GRECIA & ICTINOS, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,1,1,1,9,6
-7854906.49523578,-3950746.13018531,599,-70.5618256,-33.4167052,REGION METROPOLITANA,13114,LAS CONDES,CRISTOBAL COLON,CUARTO CENTENARIO,0,"CRISTOBAL COLON & CUARTO CENTENARIO, LAS CONDES",CHILE,2021,1,13,13114,1,URBANA,0,1,0,5,7,6
-7854871.45186007,-3947749.11478184,600,-70.5615108,-33.3942303,REGION METROPOLITANA,13132,VITACURA,PDTE KENNEDY,GERONIMO DE ALDERETE,0,"PDTE KENNEDY & GERONIMO DE ALDERETE, VITACURA",CHILE,2021,1,13,13132,1,URBANA,0,2,0,1,6,5
-7854816.94983738,-3962596.53193523,601,-70.5610212,-33.5055155,REGION METROPOLITANA,13122,PENALOLEN,TOBALABA,LAS TORRES,0,"TOBALABA & LAS TORRES, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,1,1,2,15,10
-7854800.9643585,-3962998.39747969,602,-70.5608776,-33.5085256,REGION METROPOLITANA,13122,PENALOLEN,TOBALABA,SAN LUIS DE MACUL,0,"TOBALABA & SAN LUIS DE MACUL, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,0,0,1,9,5
-7854764.54062112,-3961716.32420653,603,-70.5605504,-33.4989221,REGION METROPOLITANA,13122,PENALOLEN,QUILIN,TOBALABA,0,"QUILIN & TOBALABA, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,2,0,1,23,13
-7854699.71928163,-3971945.16544686,604,-70.5599681,-33.5755126,REGION METROPOLITANA,13201,PUENTE ALTO,GABRIELA ORIENTE,LAS NIEVES ORIENTE,0,"GABRIELA ORIENTE & LAS NIEVES ORIENTE, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,0,1,8,5
-7854689.08827026,-3961733.55819426,605,-70.5598726,-33.4990512,REGION METROPOLITANA,13122,PENALOLEN,QUILIN,MARIANO SANCHEZ FONTECILLA,0,"QUILIN & MARIANO SANCHEZ FONTECILLA, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,4,0,1,8,6
-7854579.57215521,-3955485.2986134,606,-70.5588888,-33.4522328,REGION METROPOLITANA,13113,LA REINA,LARRAIN,TOBALABA,0,"LARRAIN & TOBALABA, LA REINA",CHILE,2021,1,13,13113,1,URBANA,0,0,3,1,7,5
-7854574.79654906,-3969765.81952737,607,-70.5588459,-33.5592,REGION METROPOLITANA,13110,LA FLORIDA,DIEGO PORTALES,CAMILO HENRIQUEZ,0,"DIEGO PORTALES & CAMILO HENRIQUEZ, LA FLORIDA",CHILE,2021,1,13,13110,1,URBANA,0,0,0,0,10,5
-7854573.6722222,-3971184.95412752,608,-70.5588358,-33.5698227,REGION METROPOLITANA,13201,PUENTE ALTO,CAMILO HENRIQUEZ, ,3692,"CAMILO HENRIQUEZ 3692, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,0,0,10,5
-7854561.23783508,-3972498.1969234,609,-70.5587241,-33.5796516,REGION METROPOLITANA,13201,PUENTE ALTO,EL PENON,LAS NIEVES ORIENTE,0,"EL PENON & LAS NIEVES ORIENTE, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,1,1,3,8,6
-7854554.9816797,-3974763.01662131,610,-70.5586679,-33.5965999,REGION METROPOLITANA,13201,PUENTE ALTO,MEXICO,SAN CARLOS,0,"MEXICO & SAN CARLOS, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,0,3,19,11
-7854530.64723901,-3960009.95293156,611,-70.5584493,-33.4861387,REGION METROPOLITANA,13122,PENALOLEN,TOBALABA,LOS PRESIDENTES,0,"TOBALABA & LOS PRESIDENTES, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,1,0,3,17,10
-7854417.55776831,-3958895.95656553,612,-70.5574334,-33.4777921,REGION METROPOLITANA,13122,PENALOLEN,ALEJANDRO SEPULVEDA,TOBALABA,0,"ALEJANDRO SEPULVEDA & TOBALABA, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,0,0,4,10,8
-7854346.90328751,-3960275.92866444,613,-70.5567987,-33.4881314,REGION METROPOLITANA,13122,PENALOLEN,MARIANO SANCHEZ FONTECILLA, ,12000,"MARIANO SANCHEZ FONTECILLA 12000, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,0,1,1,14,6
-7854277.05030703,-3971116.58980474,614,-70.5561712,-33.569311,REGION METROPOLITANA,13201,PUENTE ALTO,CAMILO HENRIQUEZ, ,3296,"CAMILO HENRIQUEZ 3296, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,1,0,3,20,12
-7854162.20198838,-3958317.79277185,615,-70.5551395,-33.4734599,REGION METROPOLITANA,13122,PENALOLEN,TOBALABA,GRECIA,0,"TOBALABA & GRECIA, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,0,0,0,12,6
-7854113.35499582,-3971292.29107346,616,-70.5547007,-33.5706261,REGION METROPOLITANA,13201,PUENTE ALTO,CAMILO HENRIQUEZ,EL PERAL,0,"CAMILO HENRIQUEZ & EL PERAL, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,1,3,11,19,15
-7853918.51249109,-3951114.05473224,617,-70.5529504,-33.4194639,REGION METROPOLITANA,13114,LAS CONDES,ATENAS,TOMAS MORO,0,"ATENAS & TOMAS MORO, LAS CONDES",CHILE,2021,1,13,13114,1,URBANA,0,0,0,5,5,5
-7853856.78583344,-3961866.41161001,618,-70.5523959,-33.5000464,REGION METROPOLITANA,13122,PENALOLEN,QUILIN,CONSISTORIAL,0,"QUILIN & CONSISTORIAL, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,1,0,0,15,9
-7853839.27527754,-3957774.34089107,619,-70.5522386,-33.4693876,REGION METROPOLITANA,13122,PENALOLEN,TOBALABA,ORIENTAL,0,"TOBALABA & ORIENTAL, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,0,1,3,13,7
-7853780.15349598,-3957806.3950756,620,-70.5517075,-33.4696278,REGION METROPOLITANA,13122,PENALOLEN,LAS PARCELAS,MARIANO SANCHEZ FONTECILLA,0,"LAS PARCELAS & MARIANO SANCHEZ FONTECILLA, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,0,0,1,9,5
-7853779.06256497,-3956874.69810511,621,-70.5516977,-33.4626458,REGION METROPOLITANA,13113,LA REINA,TOBALABA,JOSE ARRIETA,0,"TOBALABA & JOSE ARRIETA, LA REINA",CHILE,2021,1,13,13113,1,URBANA,0,0,0,3,11,8
-7853768.42042165,-3972430.22566737,622,-70.5516021,-33.5791429,REGION METROPOLITANA,13201,PUENTE ALTO,EL PENON,CAMILO HENRIQUEZ,0,"EL PENON & CAMILO HENRIQUEZ, PUENTE ALTO",CHILE,2021,1,13,13201,1,URBANA,0,0,0,6,10,7
-7853759.65957772,-3952568.70282461,623,-70.5515234,-33.43037,REGION METROPOLITANA,13114,LAS CONDES,FLORENCIO BARRIOS,FRANCISCO BILBAO,0,"FLORENCIO BARRIOS & FRANCISCO BILBAO, LAS CONDES",CHILE,2021,1,13,13114,1,URBANA,0,0,0,5,6,5
-7853715.28762869,-3946342.61211445,624,-70.5511248,-33.3836808,REGION METROPOLITANA,13132,VITACURA,PADRE HURTADO NORTE,VITACURA,0,"PADRE HURTADO NORTE & VITACURA, VITACURA",CHILE,2021,1,13,13132,1,URBANA,0,2,0,1,8,7
-7853539.80358341,-3960375.5560175,625,-70.5495484,-33.4888778,REGION METROPOLITANA,13122,PENALOLEN,LOS PRESIDENTES,CONSISTORIAL,0,"LOS PRESIDENTES & CONSISTORIAL, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,0,0,5,9,7
-7853326.23714032,-3956932.44992626,626,-70.5476299,-33.4630786,REGION METROPOLITANA,13113,LA REINA,JORGE ALESSANDRI,JOSE ARRIETA,0,"JORGE ALESSANDRI & JOSE ARRIETA, LA REINA",CHILE,2021,1,13,13113,1,URBANA,0,0,0,5,8,6
-7852820.63514509,-3958660.89470375,627,-70.543088,-33.4760308,REGION METROPOLITANA,13122,PENALOLEN,GRECIA,CONSISTORIAL,0,"GRECIA & CONSISTORIAL, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,1,0,1,21,11
-7852641.82264703,-3947282.66147623,628,-70.5414817,-33.3907318,REGION METROPOLITANA,13114,LAS CONDES,LAS CONDES,CHARLES HAMILTON,0,"LAS CONDES & CHARLES HAMILTON, LAS CONDES",CHILE,2021,1,13,13114,1,URBANA,0,3,0,0,5,5
-7851802.59613789,-3946394.15220156,629,-70.5339428,-33.3840674,REGION METROPOLITANA,13114,LAS CONDES,LAS CONDES,ESTORIL,0,"LAS CONDES & ESTORIL, LAS CONDES",CHILE,2021,1,13,13114,1,URBANA,0,1,0,2,12,10
-7851191.79722385,-3958030.4432282,630,-70.5284559,-33.4713067,REGION METROPOLITANA,13122,PENALOLEN,LAS TORRES, ,5150,"LAS TORRES 5150, PE??ªALOLEN",CHILE,2021,1,13,13122,1,URBANA,0,0,0,2,11,6
-7849986.42977754,-3944888.17227544,631,-70.5176279,-33.3727704,REGION METROPOLITANA,13114,LAS CONDES,LAS CONDES,SAN FRANCISCO DE ASIS,0,"LAS CONDES & SAN FRANCISCO DE ASIS, LAS CONDES",CHILE,2021,1,13,13114,1,URBANA,0,1,0,1,7,5
-7849628.27044786,-3943748.70592166,632,-70.5144105,-33.3642218,REGION METROPOLITANA,13115,LO BARNECHEA,LA DEHESA,RAUL LABBE,0,"LA DEHESA & RAUL LABBE, LO BARNECHEA",CHILE,2021,1,13,13115,1,URBANA,0,0,1,3,13,9
-7849311.032163,-3944631.60063385,633,-70.5115607,-33.3708456,REGION METROPOLITANA,13115,LO BARNECHEA,LAS CONDES,LA DEHESA,0,"LAS CONDES & LA DEHESA, LO BARNECHEA",CHILE,2021,1,13,13115,1,URBANA,0,0,0,3,7,5
-7849056.76731408,-3943289.77064362,634,-70.5092766,-33.3607785,REGION METROPOLITANA,13115,LO BARNECHEA,PADRE ALFREDO ARTEAGA BARROS,4 VIENTOS,0,"PADRE ALFREDO ARTEAGA BARROS & 4 VIENTOS, LO BARNECHEA",CHILE,2021,1,13,13115,1,URBANA,0,0,1,1,7,5
