X,Y,FID,Idaccident,Latitude,Longitude,Fecha,Hora,Cód_Regi,Región,Comuna,Tipo_Accid,Tipo__CONA,Zona,Ubicación,Causa,Causa__CON,Calle_Uno,Calle_Dos,Intersecci,Número,Calzada,Tipo_Calza,Estado_Cal,Condición,Estado_Atm,Fallecidos,Lesionados,Graves,Menos_Grav,Leves
-7878833.99639264,-3952580.8409949,1208,1515940,-33.430461,-70.77677,2023/03/01 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PUDAHUEL,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,RIO REFUGIO,LOS MAITENES,LOS MAITENES - RIO REFUGIO,0,BIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,1,1,0,0
-7867068.75073019,-3951152.07873179,1209,1513435,-33.419749,-70.671081,2023/03/01 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,INDEPENDENCIA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,SALOMON SACK, ,- SALOMON SACK,440,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7870923.85601585,-3956173.79960965,1210,1513376,-33.457393,-70.705712,2023/03/02 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LO PRADO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,LIBER BERNARDO O'HIGGINS,LAS REJAS SUR,LAS REJAS SUR - LIBER BERNARDO O'HIGGINS,0,UNIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,2,0,0,0,0
-7864252.5902521,-3951808.15108777,1211,1515286,-33.424668,-70.645783,2023/03/02 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,RECOLETA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FUERA PASO PEATONES,IMPRUDENCIA DEL PEATON,RECOLETA, ,- RECOLETA,636,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7852867.38933122,-3963043.1760451,1212,1515246,-33.508861,-70.543508,2023/03/02 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PEÑALOLEN,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEÑAL PARE,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,LAS PERDICES,QUEB DE MACUL,LAS PERDICES - QUEB DE MACUL,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7870842.2588291,-3957117.71660981,1213,1515599,-33.464467,-70.704979,2023/03/02 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,ESTACION CENTRAL,ATROPELLO,ATROPELLO,URBANA,OTROS NO CONSIDERADOS,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,LIBER BERNARDO O'HIGGINS,GRAL VELASQUEZ,GRAL VELASQUEZ - LIBER BERNARDO O'HIGGINS,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7876868.87342167,-3937496.76218477,1214,1521187,-33.317303,-70.759117,2023/03/02 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LAMPA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,EL PORVENIR, ,- EL PORVENIR,16,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7858782.68443299,-3958317.13873146,1215,1513539,-33.473455,-70.596646,2023/03/02 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,ÑUÑOA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEÑAL CEDA EL PASO,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,RODRIGO DE ARAYA,PREMIO NOBEL,PREMIO NOBEL - RODRIGO DE ARAYA,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,1,0,0,0,0
-7876767.90664352,-3958438.18211965,1216,1513453,-33.474362,-70.75821,2023/03/02 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,AMERICO VESPUCIO,ARQTO HUGO BRAVO,AMERICO VESPUCIO - ARQTO HUGO BRAVO,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,1,2,0,1,1
-7862403.79614901,-3956113.62317589,1217,1515885,-33.456942,-70.629175,2023/03/03 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,ÑUÑOA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,VICUÑA MACKENNA, ,- VICUÑA MACKENNA,1220,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,2,1,0,1
-7853948.41290631,-3946460.09066912,1218,1515302,-33.384562,-70.553219,2023/03/03 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,VITACURA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,VITACURA,LAS TRANQUERAS,LAS TRANQUERAS - VITACURA,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7853769.96776257,-3946467.68976165,1219,1515295,-33.384619,-70.551616,2023/03/03 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,VITACURA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION BAJO LA INFLUENCIA DEL ALCOHOL,ALCOHOL EN CONDUCTOR,VITACURA, ,- VITACURA,8841,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7851846.47828116,-3942758.45830219,1220,1515908,-33.356792,-70.534337,2023/03/03 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LAS CONDES,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,EL MONTE, ,- EL MONTE,95,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7863904.16024592,-3948112.4105998,1221,1515294,-33.396955,-70.642653,2023/03/03 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,RECOLETA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,PEATON CRUZA CALZADA FUERA PASO PEATONES,IMPRUDENCIA DEL PEATON,RECOLETA,DORSAL,DORSAL - RECOLETA,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7877455.74977713,-3962091.16578628,1222,1513925,-33.50173,-70.764389,2023/03/03 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SANTIAGO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FUERA PASO PEATONES,IMPRUDENCIA DEL PEATON,LIBER BERNARDO O'HIGGINS,MAIPU,LIBER BERNARDO O'HIGGINS - MAIPU,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,1,0,0,0,0
-7878563.37871052,-3962945.44819868,1223,1515079,-33.508129,-70.774339,2023/03/03 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,CAMINO A RINCONADA, ,- CAMINO A RINCONADA,1201,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7886957.64755277,-3976531.27842342,1224,1519019,-33.60983,-70.849746,2023/03/04 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PEÑAFLOR,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,MANUEL CASTILLO, ,- MANUEL CASTILLO,750,BIDIRECCIONAL,CONCRETO,MALO,SECO,DESPEJADO,0,0,0,0,0
-7859551.67947539,-3967880.00195635,1225,1519938,-33.545082,-70.603554,2023/03/04 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LA FLORIDA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEÑAL PARE,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,STA RAQUEL,AMERICO VESPUCIO,AMERICO VESPUCIO - STA RAQUEL,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7870276.4218574,-3953787.79698699,1226,1513779,-33.439509,-70.699896,2023/03/04 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,QUINTA NORMAL,ATROPELLO,ATROPELLO,URBANA,CRUCE SIN SEÑALIZACION,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,SAN PABLO,CARAHUE,CARAHUE - SAN PABLO,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7861569.34524602,-3959769.20914364,1227,1515892,-33.484335,-70.621679,2023/03/04 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SANTIAGO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,LIBER BERNARDO O'HIGGINS,RAMON CORVALAN MELGAREJO,LIBER BERNARDO O'HIGGINS - RAMON CORVALAN MELGAREJO,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7889907.83669777,-3933281.95704312,1228,1521321,-33.285658,-70.876248,2023/03/05 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LAMPA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,ISMAEL CARMONA, ,- ISMAEL CARMONA,978,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7864302.238745,-3954241.23837421,1229,1515895,-33.442908,-70.646229,2023/03/05 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SANTIAGO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,MAC IVER,LIBER BERNARDO O'HIGGINS,LIBER BERNARDO O'HIGGINS - MAC IVER,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,2,1,0,1
-7852820.63514509,-3958660.92127943,1230,1515474,-33.476031,-70.543088,2023/03/06 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PEÑALOLEN,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,SEÑALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,DESOBEDIENCIA A SEÑALIZACION,GRECIA,CONSISTORIAL,CONSISTORIAL - GRECIA,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7850105.66408413,-3942378.09821073,1231,1514130,-33.353938,-70.518699,2023/03/06 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LO BARNECHEA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LA DEHESA, ,- LA DEHESA,1938,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7864548.58877812,-3953644.52440789,1232,1515905,-33.438435,-70.648442,2023/03/06 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SANTIAGO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,SAN ANTONIO, ,- SAN ANTONIO,390,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7869043.78113584,-3972702.82116691,1233,1514262,-33.581183,-70.688823,2023/03/06 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SAN BERNARDO,ATROPELLO,ATROPELLO,URBANA,ACCESO NO HABILITADO,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,CALDERON DE LA BARCA,PEDRO DE MENDOZA,CALDERON DE LA BARCA - PEDRO DE MENDOZA,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7881932.01782142,-3926764.23908902,1234,1521341,-33.2367,-70.8046,2023/03/06 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LAMPA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEÑAL CEDA EL PASO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,ESPAÑA,ECUADOR,ECUADOR - ESPAÑA,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7862508.32515086,-3970454.74459243,1235,1514354,-33.564357,-70.630114,2023/03/06 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LA PINTANA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,STA ROSA, ,- STA ROSA,10934,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,1,0
-7861569.34524602,-3959769.20914364,1236,1518005,-33.484335,-70.621679,2023/03/06 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SANTIAGO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,BLANCO ENCALADA,ESPAÑA,BLANCO ENCALADA - ESPAÑA,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,1,0
-7863279.3239441,-3945168.85054965,1237,1516728,-33.374876,-70.63704,2023/03/07 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,HUECHURABA,ATROPELLO,ATROPELLO,URBANA,OTROS NO CONSIDERADOS,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,RECOLETA,PREMIO NOBEL,PREMIO NOBEL - RECOLETA,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7868838.17403635,-3971698.70809385,1238,1517746,-33.573668,-70.686976,2023/03/07 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,EL BOSQUE,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,MIGUEL CAMPOS,AUKA,AUKA - MIGUEL CAMPOS,0,BIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,1,0,0,1
-7873365.53772691,-3945541.30377438,1239,1514375,-33.37767,-70.727646,2023/03/07 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,QUILICURA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,PEDRO RIVEROS, ,- PEDRO RIVEROS,483,BIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,0,0,0,0
-7859736.13587164,-3955938.03253306,1240,1515228,-33.455626,-70.605211,2023/03/07 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,ÑUÑOA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,PEDRO DE VALDIVIA,DUBLE ALMEYDA,DUBLE ALMEYDA - PEDRO DE VALDIVIA,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7858060.55489622,-3964551.78767165,1241,1516126,-33.52016,-70.590159,2023/03/07 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LA FLORIDA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,SENDAY, ,- SENDAY,6792,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,1,0
-7870881.99988732,-3973777.71321184,1242,1517055,-33.589227,-70.705336,2023/03/07 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SAN BERNARDO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,COLON NORTE, ,- COLON NORTE,690,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7866259.12407365,-3920150.27425785,1243,1516417,-33.186991,-70.663808,2023/03/08 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,COLINA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FUERA PASO PEATONES,IMPRUDENCIA DEL PEATON,REINA NORTE, ,- REINA NORTE,2164,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,2,1,0,1
-7859279.83727888,-3951510.05302293,1244,1515087,-33.422433,-70.601112,2023/03/08 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PROVIDENCIA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LUIS THAYER OJEDA,LOTA,LOTA - LUIS THAYER OJEDA,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7868240.05441232,-3922430.65593948,1245,1516412,-33.204133,-70.681603,2023/03/08 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,COLINA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,INMACULADA CONCEPCION, ,- INMACULADA CONCEPCION,465,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7853125.87318884,-3940635.98445851,1246,1515181,-33.340865,-70.54583,2023/03/08 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LO BARNECHEA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,CAMINO REAL,CAMINO LOS TRAPENSES,CAMINO LOS TRAPENSES - CAMINO REAL,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7860815.37833488,-3951189.15603212,1247,1515082,-33.420027,-70.614906,2023/03/08 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PROVIDENCIA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,PEDRO DE VALDIVIA, ,- PEDRO DE VALDIVIA,79,BIDIRECCIONAL,MIXTO,REGULAR,SECO,DESPEJADO,0,1,1,0,0
-7879986.26444184,-3963784.70633837,1248,1518412,-33.514415,-70.787121,2023/03/08 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,EL HUASO,PANGAL,EL HUASO - PANGAL,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7873866.92071345,-3944246.03392379,1249,1515530,-33.367953,-70.73215,2023/03/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,QUILICURA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEÑAL CEDA EL PASO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,GUARD RIQUELME,RAIMUNDO ROMO,GUARD RIQUELME - RAIMUNDO ROMO,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7864367.36064711,-3952346.7477221,1250,1516502,-33.428706,-70.646814,2023/03/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,RECOLETA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,PEATON CRUZA CALZADA FUERA PASO PEATONES,IMPRUDENCIA DEL PEATON,DAVILA BAEZA,RECOLETA,DAVILA BAEZA - RECOLETA,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7855722.95690905,-3968104.6596051,1251,1516611,-33.546764,-70.56916,2023/03/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LA FLORIDA,ATROPELLO,ATROPELLO,URBANA,OTROS NO CONSIDERADOS,PEATON CRUZA CALZADA FUERA PASO PEATONES,IMPRUDENCIA DEL PEATON,LA FLORIDA, ,- LA FLORIDA,9801,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,1,0
-7873484.31562359,-3942007.7455502,1252,1534893,-33.351159,-70.728713,2023/03/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,CURACAVI,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,O'HIGGINS, ,- O'HIGGINS,450,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7862969.41048173,-3966678.11773646,1253,1516337,-33.536083,-70.634256,2023/03/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LA GRANJA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,STA ROSA, ,- STA ROSA,8210,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7864512.74390209,-3952362.75394897,1254,1517130,-33.428826,-70.64812,2023/03/10 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,RECOLETA,ATROPELLO,ATROPELLO,URBANA,ACERA O BERMA,PEATON PERMANECE SOBRE LA CALZADA,IMPRUDENCIA DEL PEATON,NVA RENGIFO, ,- NVA RENGIFO,357,UNIDIRECCIONAL,ASFALTO,REGULAR,HUMEDO,DESPEJADO,1,0,0,0,0
-7853768.4092897,-3972430.23891286,1255,1521350,-33.579143,-70.551602,2023/03/10 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PUENTE ALTO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,CAMILO HENRIQUEZ,EL PEÑON,CAMILO HENRIQUEZ - EL PEÑON,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7890784.1437293,-3975660.21837781,1256,1519195,-33.603313,-70.88412,2023/03/10 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PEÑAFLOR,ATROPELLO,ATROPELLO,URBANA,OTROS NO CONSIDERADOS,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,MALLOQUITO,PROGRESO,MALLOQUITO - PROGRESO,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7859654.65000438,-3957879.68487775,1257,1515574,-33.470177,-70.604479,2023/03/10 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,ÑUÑOA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEÑAL CEDA EL PASO,SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO,DESOBEDIENCIA A SEÑALIZACION,LOS 3 ANTONIOS,GUILLERMO MANN,GUILLERMO MANN - LOS 3 ANTONIOS,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7870725.48468326,-3949256.89325314,1258,1515425,-33.405538,-70.70393,2023/03/10 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,RENCA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,DORSAL,DOMINGO SANTA MARIA,DOMINGO SANTA MARIA - DORSAL,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7870207.62641209,-3974639.94420806,1259,1515693,-33.595679,-70.699278,2023/03/10 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SAN BERNARDO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,BARROS ARANA,COVADONGA,BARROS ARANA - COVADONGA,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
