X,Y,FID,Idaccident,Latitude,Longitude,Fecha,Hora,Cód_Regi,Región,Comuna,Tipo_Accid,Tipo__CONA,Zona,Ubicación,Causa,Causa__CON,Calle_Uno,Calle_Dos,Intersecci,Número,Calzada,Tipo_Calza,Estado_Cal,Condición,Estado_Atm,Fallecidos,Lesionados,Graves,Menos_Grav,Leves
-7861569.34524602,-3959769.20914364,1,1567532,-33.484335,-70.621679,2023/10/23 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SANTIAGO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,LIBER BERNARDO O'HIGGINS,RAMON CORVALAN MELGAREJO,LIBER BERNARDO O'HIGGINS - RAMON CORVALAN MELGAREJO,0,UNIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,1,0,0,1
-7873319.56277721,-3963464.13617753,2,1568902,-33.512014,-70.727233,2023/10/23 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,CAMINO A MELIPILLA,ESQUINA BLANCA,CAMINO A MELIPILLA - ESQUINA BLANCA,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7860354.62696249,-3974765.97004247,3,1566987,-33.596622,-70.610767,2023/10/23 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LA PINTANA,ATROPELLO,ATROPELLO,URBANA,CRUCE SIN SEÑALIZACION,PEATON CRUZA CALZADA FUERA PASO PEATONES,IMPRUDENCIA DEL PEATON,PRIMAVERA,CALLE SEIS,CALLE SEIS - PRIMAVERA,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7857749.08296098,-3972551.02946966,4,1566998,-33.580047,-70.587361,2023/10/24 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PUENTE ALTO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,GABRIELA PONIENTE,COQUIMBO,COQUIMBO - GABRIELA PONIENTE,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7865829.09688072,-3949760.16538501,5,1568688,-33.409312,-70.659945,2023/10/24 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,INDEPENDENCIA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,INDEPENDENCIA,GRAL SAAVEDRA,GRAL SAAVEDRA - INDEPENDENCIA,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7873582.61073396,-3958951.06248525,6,1568970,-33.478205,-70.729596,2023/10/25 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,OTROS NO CONSIDERADOS,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,SIMON BOLIVAR,REYES CATOLICOS,REYES CATOLICOS - SIMON BOLIVAR,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7874782.52352522,-3963286.83172108,7,1569009,-33.510686,-70.740375,2023/10/25 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,OTROS NO CONSIDERADOS,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,ESQUINA BLANCA,FERROCARRIL,ESQUINA BLANCA - FERROCARRIL,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7872865.37925478,-3954411.86713873,8,1568796,-33.444187,-70.723153,2023/10/26 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LO PRADO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,SAN PABLO,NEPTUNO,NEPTUNO - SAN PABLO,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7858914.59802958,-3956073.86153551,9,1567960,-33.456644,-70.597831,2023/10/26 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,ÑUÑOA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,DUBLE ALMEYDA,JOSE PEDRO ALESSANDRI,DUBLE ALMEYDA - JOSE PEDRO ALESSANDRI,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7858755.85643571,-3978338.70084394,10,1567734,-33.623351,-70.596405,2023/10/26 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PUENTE ALTO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,VALLE CENTRAL, ,- VALLE CENTRAL,687,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7862419.82615568,-3948560.96285679,11,1569121,-33.400319,-70.629319,2023/10/26 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,RECOLETA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEÑAL PARE,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,EL SALTO,COLOMBIA,COLOMBIA - EL SALTO,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7864535.89835617,-3959140.44560776,12,1567767,-33.479624,-70.648328,2023/10/26 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SAN MIGUEL,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,ALC CARLOS VALDOVINOS,GRAN AVDA JOSE MIGUEL CARRERA,ALC CARLOS VALDOVINOS - GRAN AVDA JOSE MIGUEL CARRERA,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7874547.19412168,-3956278.54204249,13,1568323,-33.458178,-70.738261,2023/10/27 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PUDAHUEL,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,TTE CRUZ,TRAVESIA,TRAVESIA - TTE CRUZ,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,NUBLADO,0,1,0,0,1
-7854236.50774849,-3974097.63454679,14,1568511,-33.591621,-70.555807,2023/10/28 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PUENTE ALTO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LAS NIEVES ORIENTE, ,- LAS NIEVES ORIENTE,2039,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7875927.33316854,-3959969.15003414,15,1569053,-33.485833,-70.750659,2023/10/28 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,AMERICO VESPUCIO, ,- AMERICO VESPUCIO,2500,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7864428.02976959,-3953290.08580608,16,1568326,-33.435778,-70.647359,2023/10/28 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SANTIAGO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,STO DOMINGO,MAC IVER,MAC IVER - STO DOMINGO,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,NUBLADO,0,0,0,0,0
-7888405.24621105,-3977466.033715,17,1568327,-33.616823,-70.86275,2023/10/29 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SANTIAGO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,LIBER BERNARDO O'HIGGINS,STA ROSA,LIBER BERNARDO O'HIGGINS - STA ROSA,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,NUBLADO,1,0,0,0,0
-7856230.57378707,-3955629.68793663,18,1569485,-33.453315,-70.57372,2023/10/29 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,ÑUÑOA,ATROPELLO,ATROPELLO,URBANA,OTROS NO CONSIDERADOS,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,IRARRAZAVAL,HERIBERTO COVARRUBIAS,HERIBERTO COVARRUBIAS - IRARRAZAVAL,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7847218.81572939,-3943359.67658224,19,1568404,-33.361303,-70.492766,2023/10/29 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LO BARNECHEA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA CURVA HORIZONTAL,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,CAMINO REFUGIO DEL ARRAYAN, ,- CAMINO REFUGIO DEL ARRAYAN,15132,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7862586.69407238,-3967621.55757292,20,1567808,-33.543147,-70.630818,2023/10/29 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LA GRANJA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,AMERICO VESPUCIO,MANUEL RODRIGUEZ,AMERICO VESPUCIO - MANUEL RODRIGUEZ,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,NUBLADO,1,1,0,0,1
-7858790.58811684,-3953356.11701504,21,1568661,-33.436273,-70.596717,2023/10/29 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PROVIDENCIA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LUIS THAYER OJEDA,FRANCISCO BILBAO,FRANCISCO BILBAO - LUIS THAYER OJEDA,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7867661.63833816,-3952866.82803214,22,1571398,-33.432605,-70.676407,2023/10/29 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SANTIAGO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,MAPOCHO,ESPERANZA,ESPERANZA - MAPOCHO,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7862837.49688514,-3949242.8915589,23,1569609,-33.405433,-70.633071,2023/10/30 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,RECOLETA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,EL SALTO,LIRCAY,EL SALTO - LIRCAY,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7856536.47974777,-3946799.65498197,24,1568179,-33.387109,-70.576468,2023/10/30 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,VITACURA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LUIS PASTEUR,MANQUEHUE NORTE,LUIS PASTEUR - MANQUEHUE NORTE,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7857714.68523832,-3961061.81201102,25,1568265,-33.494019,-70.587052,2023/10/30 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MACUL,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEÑAL CEDA EL PASO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,SAN VICENTE DE PAUL,STA TERESA DE LOS ANDES,SAN VICENTE DE PAUL - STA TERESA DE LOS ANDES,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,2,0,0,2
-7867228.38287999,-3955331.49143744,26,1582543,-33.45108,-70.672515,2023/10/31 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SANTIAGO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,ABATE MOLINA,SALVADOR SANFUENTES,ABATE MOLINA - SALVADOR SANFUENTES,0,UNIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,1,1,0,0
-7868195.74925498,-3978089.24604724,27,1568636,-33.621485,-70.681205,2023/10/31 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SAN BERNARDO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEÑAL PARE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,PADRE HURTADO,LOS CANELOS,LOS CANELOS - PADRE HURTADO,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7858997.41973073,-3957985.37691026,28,1569524,-33.470969,-70.598575,2023/10/31 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,ÑUÑOA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,JOSE PEDRO ALESSANDRI,LOS ALERCES,JOSE PEDRO ALESSANDRI - LOS ALERCES,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7847294.17902466,-3943570.53018807,29,1570825,-33.362885,-70.493443,2023/11/01 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LO BARNECHEA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,HECHO DELICTUAL,OTRAS CAUSAS,LAS CONDES,SAN ENRIQUE,LAS CONDES - SAN ENRIQUE,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7865352.09286267,-3953409.34244553,30,1571773,-33.436672,-70.65566,2023/11/01 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SANTIAGO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,STO DOMINGO,TEATINOS,STO DOMINGO - TEATINOS,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,1,0
-7872667.56451964,-3958781.43442897,31,1568883,-33.476934,-70.721376,2023/11/02 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,CERRILLOS,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,HECHO DELICTUAL,OTRAS CAUSAS,LOS METALES, ,- LOS METALES,107,BIDIRECCIONAL,ASFALTO,BUENO,SECO,NUBLADO,0,1,0,0,1
-7867706.61141244,-3949703.08943882,32,1572895,-33.408884,-70.676811,2023/11/02 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,INDEPENDENCIA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,NVA DE MATTE,NVA 1,NVA 1 - NVA DE MATTE,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,NUBLADO,0,1,1,0,0
-7865247.34122183,-3952857.62404825,33,1571779,-33.432536,-70.654719,2023/11/02 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SANTIAGO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,PDTE BALMACEDA,MORANDE,MORANDE - PDTE BALMACEDA,0,UNIDIRECCIONAL,ASFALTO,BUENO,MOJADO,NUBLADO,0,0,0,0,0
-7857447.51846042,-3952764.65088212,34,1569767,-33.431839,-70.584652,2023/11/03 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PROVIDENCIA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,FRANCISCO BILBAO,TOBALABA,FRANCISCO BILBAO - TOBALABA,0,BIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,1,0,0,0,0
-7865798.92929871,-3964612.80920972,35,1569359,-33.520617,-70.659674,2023/11/03 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LA CISTERNA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,GRAL FREIRE,GRAN AVDA JOSE MIGUEL CARRERA,GRAL FREIRE - GRAN AVDA JOSE MIGUEL CARRERA,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7875338.56438173,-3991830.94767151,36,1571473,-33.724217,-70.74537,2023/11/03 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,BUIN,ATROPELLO,ATROPELLO,URBANA,CRUCE SIN SEÑALIZACION,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,GUILLERMO GARCIA HUIDOBRO,MANUEL BULNES,GUILLERMO GARCIA HUIDOBRO - MANUEL BULNES,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,1,0
-7869628.319782,-3974360.50053357,37,1570004,-33.593588,-70.694074,2023/11/03 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEÑAL CEDA EL PASO,SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO,DESOBEDIENCIA A SEÑALIZACION,SAN MARTIN,LIBER BERNARDO O'HIGGINS,LIBER BERNARDO O'HIGGINS - SAN MARTIN,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7862113.697556,-3976741.93594505,38,1571694,-33.611406,-70.626569,2023/11/03 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PUENTE ALTO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,STA ROSA,EL MARISCAL,EL MARISCAL - STA ROSA,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7867282.92943048,-3957383.66585589,39,1574771,-33.46646,-70.673005,2023/11/03 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SANTIAGO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,ANTOFAGASTA,SAN ALFONSO,ANTOFAGASTA - SAN ALFONSO,0,UNIDIRECCIONAL,ADOQUIN,REGULAR,SECO,DESPEJADO,0,2,1,0,1
-7876955.81394398,-3963293.24026849,40,1570006,-33.510734,-70.759898,2023/11/03 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,5 DE ABRIL,MANUEL RODRIGUEZ,5 DE ABRIL - MANUEL RODRIGUEZ,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7876483.59666403,-3963292.03866558,41,1569287,-33.510725,-70.755656,2023/11/03 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,5 DE ABRIL,ALBERTO LLONA,5 DE ABRIL - ALBERTO LLONA,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7876490.83243093,-3965190.59366821,42,1583696,-33.524944,-70.755721,2023/11/03 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,OTROS NO CONSIDERADOS,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,ALBERTO LLONA, ,- ALBERTO LLONA,222,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7868039.12273144,-3974375.06725312,43,1571582,-33.593697,-70.679798,2023/11/04 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SAN BERNARDO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,PADRE HURTADO,BALMACEDA,BALMACEDA - PADRE HURTADO,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,REGULAR,SECO,DESPEJADO,0,1,0,1,0
-7871977.16103774,-3961782.52356866,44,1569659,-33.499418,-70.715174,2023/11/05 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,CERRILLOS,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,LO ERRAZURIZ, ,- LO ERRAZURIZ,464,BIDIRECCIONAL,ASFALTO,BUENO,SECO,NUBLADO,0,1,0,1,0
-7857749.08296098,-3972551.02946966,45,1569847,-33.580047,-70.587361,2023/11/06 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PUENTE ALTO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,COQUIMBO,GABRIELA PONIENTE,COQUIMBO - GABRIELA PONIENTE,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7861535.7267598,-3954622.65516888,46,1573508,-33.445767,-70.621377,2023/11/06 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PROVIDENCIA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,STA ISABEL, ,- STA ISABEL,735,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7863902.49045356,-3954193.61218613,47,1573690,-33.442551,-70.642638,2023/11/06 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SANTIAGO,ATROPELLO,ATROPELLO,URBANA,CRUCE SIN SEÑALIZACION,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,DIAG PARAGUAY,GUAYAQUIL,DIAG PARAGUAY - GUAYAQUIL,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7858853.26099016,-3972646.96800372,48,1570032,-33.580765,-70.59728,2023/11/06 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PUENTE ALTO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,GABRIELA PONIENTE, ,- GABRIELA PONIENTE,1317,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7866270.5899812,-3969359.59058644,49,1574103,-33.556159,-70.663911,2023/11/06 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,EL BOSQUE,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,ALEJANDRO GUZMAN,ELEUTERIO RAMIREZ,ALEJANDRO GUZMAN - ELEUTERIO RAMIREZ,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7874596.17469763,-3957819.09922395,50,1573738,-33.469723,-70.738701,2023/11/07 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR, ,APIAO,- APIAO,0,UNIDIRECCIONAL,MIXTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
