X,Y,FID,Región,Comuna,Tipo__CONA,Calle_Uno,Calle_Dos,Número,Latitude,Longitude,Cant__Sini,Fallecidos,Lesionados,Graves,Menos_grav,Leves
-7864078.26392952,-3948627.23379152,426,REGION METROPOLITANA,RECOLETA,COLISION,MUÑOZ GAMERO,EL SALTO,-,-33.400816,-70.644217,1,0,1,0,0,1
-7863668.05160595,-3948670.57012083,427,REGION METROPOLITANA,RECOLETA,COLISION,MUÑOZ GAMERO,LUCRECIA,-,-33.401141,-70.640532,1,0,1,0,0,1
-7864408.88281718,-3951801.8822799,428,REGION METROPOLITANA,RECOLETA,COLISION,OLIVOS,RENGIFO,-,-33.424621,-70.647187,1,0,1,0,0,1
-7863552.72461348,-3950880.67117339,429,REGION METROPOLITANA,RECOLETA,COLISION,PERU,-,1268,-33.417714,-70.639496,1,0,0,0,0,0
-7867914.44490175,-3967023.21758926,430,REGION METROPOLITANA,RECOLETA,COLISION,PERU,-,3685,-33.538667,-70.678678,1,0,1,0,1,0
-7863593.35622762,-3951957.00292719,431,REGION METROPOLITANA,RECOLETA,COLISION,PERU,RAPA NUI,-,-33.425784,-70.639861,1,0,0,0,0,0
-7862899.613161,-3949347.03789935,432,REGION METROPOLITANA,RECOLETA,COLISION,PERU,SAN CRISTOBAL,-,-33.406214,-70.633629,1,0,1,0,0,1
-7862899.613161,-3949347.03789935,433,REGION METROPOLITANA,RECOLETA,COLISION,PERU,SANTOS DUMONT,-,-33.406214,-70.633629,1,0,1,0,0,1
-7863465.78409118,-3953179.23425981,434,REGION METROPOLITANA,RECOLETA,COLISION,PURISIMA,STA MARIA,-,-33.434947,-70.638715,1,0,0,0,0,0
-7864367.58328609,-3952187.22020361,435,REGION METROPOLITANA,RECOLETA,COLISION,RECOLETA,-,464,-33.42751,-70.646816,1,0,1,0,0,1
-7864018.81932144,-3950383.6183916,436,REGION METROPOLITANA,RECOLETA,COLISION,RECOLETA,-,1490,-33.413987,-70.643683,1,0,0,0,0,0
-7863906.60927472,-3948462.02385679,437,REGION METROPOLITANA,RECOLETA,COLISION,RECOLETA,-,3005,-33.399577,-70.642675,1,0,0,0,0,0
-7863904.16024592,-3948112.4105998,438,REGION METROPOLITANA,RECOLETA,COLISION,RECOLETA,DORSAL,-,-33.396955,-70.642653,1,0,1,1,0,0
-7863980.74805559,-3949762.43242606,439,REGION METROPOLITANA,RECOLETA,COLISION,RECOLETA,DR OSTORNOL,-,-33.409329,-70.643341,1,0,0,0,0,0
-7863858.07397673,-3950672.21848284,440,REGION METROPOLITANA,RECOLETA,COLISION,RECOLETA,EL SALTO CHICO,-,-33.416151,-70.642239,1,0,0,0,0,0
-7863967.94631414,-3949499.72532791,441,REGION METROPOLITANA,RECOLETA,COLISION,RECOLETA,MAIPO,-,-33.407359,-70.643226,1,0,1,0,0,1
-7863903.1583705,-3947699.87519021,442,REGION METROPOLITANA,RECOLETA,COLISION,RECOLETA,ORTIZ DE ROZAS,-,-33.393861,-70.642644,1,0,0,0,0,0
-7863927.20338051,-3948523.09392141,443,REGION METROPOLITANA,RECOLETA,COLISION,RECOLETA,RAQUEL,-,-33.400035,-70.64286,1,0,0,0,0,0
-7864085.83365489,-3951237.70346815,444,REGION METROPOLITANA,RECOLETA,COLISION,RECOLETA,SAN CRISTOBAL,-,-33.420391,-70.644285,1,0,0,0,0,0
-7863747.53372237,-3946532.08227199,445,REGION METROPOLITANA,RECOLETA,COLISION,RECOLETA,TTE JUAN COLIPI,-,-33.385102,-70.641246,1,0,1,0,0,1
-7863903.82628745,-3948063.7429241,446,REGION METROPOLITANA,RECOLETA,COLISION,RECOLETA,UNION,-,-33.39659,-70.64265,1,0,1,1,0,0
-7861887.6076702,-3949219.02204297,447,REGION METROPOLITANA,RECOLETA,COLISION,REINA DE CHILE,LIRCAY,-,-33.405254,-70.624538,1,0,1,0,1,0
-7865063.99802049,-3949178.88402931,448,REGION METROPOLITANA,RECOLETA,COLISION,SAN GERARDO,LA CONQUISTA,-,-33.404953,-70.653072,1,0,1,0,0,1
-7862894.8264229,-3948409.35451809,449,REGION METROPOLITANA,RECOLETA,COLISION,STA ANA,DORSAL,-,-33.399182,-70.633586,1,0,0,0,0,0
-7863095.98074276,-3953277.27979704,450,REGION METROPOLITANA,RECOLETA,COLISION,STA MARIA,PIO NONO,-,-33.435682,-70.635393,1,0,1,1,0,0
-7863465.78409118,-3953179.23425981,451,REGION METROPOLITANA,RECOLETA,COLISION,STA MARIA,PURISIMA,-,-33.434947,-70.638715,1,0,1,0,0,1
-7863903.1583705,-3947699.87519021,452,REGION METROPOLITANA,RECOLETA,COLISION,URMENETA,RECOLETA,-,-33.393861,-70.642644,1,0,0,0,0,0
-7863107.33533082,-3948960.59434317,453,REGION METROPOLITANA,RECOLETA,VOLCADURA,JUSTICIA SOCIAL,HERMANA KAROLINE MAYER,-,-33.403316,-70.635495,1,0,0,0,0,0
-7863097.42789614,-3949572.26923064,454,REGION METROPOLITANA,RECOLETA,VOLCADURA,MEXICO,-,2029,-33.407903,-70.635406,1,0,1,0,0,1
-7863988.65173943,-3950779.57848509,455,REGION METROPOLITANA,RECOLETA,VOLCADURA,RECOLETA,-,1241,-33.416956,-70.643412,1,0,1,0,0,1
-7869631.77068621,-3949675.08498863,456,REGION METROPOLITANA,RENCA,CHOQUE,APOSTOL SANTIAGO,DOMINGO SANTA MARIA,-,-33.408674,-70.694105,1,0,0,0,0,0
-7869368.05481253,-3950516.44822426,457,REGION METROPOLITANA,RENCA,CHOQUE,APOSTOL SANTIAGO,JORGE HIRMAS,-,-33.414983,-70.691736,1,0,1,1,0,0
-7870204.95474431,-3949847.513464,458,REGION METROPOLITANA,RENCA,CHOQUE,COSTANERA,CAUPOLICAN,-,-33.409967,-70.699254,1,0,0,0,0,0
-7869415.92219357,-3949779.76863701,459,REGION METROPOLITANA,RENCA,CHOQUE,DOMINGO SANTA MARIA,SENADOR JAIME GUZMAN,-,-33.409459,-70.692166,1,0,1,0,0,1
-7869107.2332456,-3950615.80486811,460,REGION METROPOLITANA,RENCA,CHOQUE,JORGE HIRMAS,-,3139,-33.415728,-70.689393,1,0,0,0,0,0
-7869415.92219357,-3949779.76863701,461,REGION METROPOLITANA,RENCA,COLISION, ,DOMINGO SANTA MARIA,-,-33.409459,-70.692166,1,0,1,0,0,1
-7869812.99881723,-3950129.03213686,462,REGION METROPOLITANA,RENCA,COLISION, ,RAYEN QUITRAL,-,-33.412078,-70.695733,1,1,0,0,0,0
-7869631.77068621,-3949675.08498863,463,REGION METROPOLITANA,RENCA,COLISION,APOSTOL SANTIAGO,DOMINGO SANTA MARIA,-,-33.408674,-70.694105,3,0,0,0,0,0
-7873654.18916654,-3948985.53009801,464,REGION METROPOLITANA,RENCA,COLISION,CONDELL,SGTO CANDELARIA,-,-33.403503,-70.730239,1,0,1,0,1,0
-7872269.59734005,-3949059.27090631,465,REGION METROPOLITANA,RENCA,COLISION,COST NORTE,GRAL VELASQUEZ,-,-33.404056,-70.717801,1,0,1,0,0,1
-7870875.76599583,-3949156.74817428,466,REGION METROPOLITANA,RENCA,COLISION,DOMINGO SANTA MARIA,LAUTARO,-,-33.404787,-70.70528,1,0,0,0,0,0
-7869415.92219357,-3949779.76863701,467,REGION METROPOLITANA,RENCA,COLISION,DOMINGO SANTA MARIA,SENADOR JAIME GUZMAN,-,-33.409459,-70.692166,1,0,1,0,1,0
-7867532.06245087,-3951313.45921448,468,REGION METROPOLITANA,RENCA,COLISION,JORGE HIRMAS,PDTE EDUARDO FREI MONTALVA,-,-33.420959,-70.675243,1,0,1,1,0,0
-7873261.78796149,-3948759.11007906,469,REGION METROPOLITANA,RENCA,COLISION,JOSE MANUEL BALMACEDA,LOS ANDES,-,-33.401805,-70.726714,1,0,0,0,0,0
-7872484.33263779,-3948716.57347853,470,REGION METROPOLITANA,RENCA,COLISION,JOSE MANUEL BALMACEDA,NAPOLES,-,-33.401486,-70.71973,1,0,1,1,0,0
-7869966.06311707,-3946598.07496741,471,REGION METROPOLITANA,RENCA,COLISION,PLAZA APOSTOL SANTIAGO,FRESIA,-,-33.385597,-70.697108,1,0,0,0,0,0
-7869207.97738476,-3947600.94354225,472,REGION METROPOLITANA,RENCA,COLISION,PTO MONTT,CAMINO LO RUIZ,-,-33.393119,-70.690298,1,0,0,0,0,0
-7867532.06245087,-3951313.45921448,473,REGION METROPOLITANA,RENCA,VOLCADURA,JORGE HIRMAS,PDTE EDUARDO FREI MONTALVA,-,-33.420959,-70.675243,1,1,0,0,0,0
-7868298.60846447,-3948925.65770742,474,REGION METROPOLITANA,RENCA,VOLCADURA,SENADOR JAIME GUZMAN,PDTE EDUARDO FREI MONTALVA,-,-33.403054,-70.682129,1,1,0,0,0,0
-7870817.54590214,-3972716.18320778,475,REGION METROPOLITANA,SAN BERNARDO,CHOQUE,AMERICA,-,319,-33.581283,-70.704757,1,0,0,0,0,0
-7877339.42090925,-3970684.66265591,476,REGION METROPOLITANA,SAN BERNARDO,CHOQUE,CAMINO A LONQUEN,-,13380,-33.566078,-70.763344,1,0,1,0,1,0
-7871086.27115292,-3978659.55096914,477,REGION METROPOLITANA,SAN BERNARDO,CHOQUE,CAMINO INTERNACIONAL,-,19460,-33.625751,-70.707171,1,1,0,0,0,0
-7870478.80069166,-3973953.4416682,478,REGION METROPOLITANA,SAN BERNARDO,CHOQUE,COLON SUR,VICTORIA,-,-33.590542,-70.701714,1,0,0,0,0,0
-7870937.10303526,-3976343.08003703,479,REGION METROPOLITANA,SAN BERNARDO,CHOQUE,EUCALIPTUS,-,273,-33.608422,-70.705831,1,0,0,0,0,0
-7869830.80993575,-3972667.01097374,480,REGION METROPOLITANA,SAN BERNARDO,CHOQUE,GRAN AVDA JOSE MIGUEL CARRERA,-,13879,-33.580915,-70.695893,1,0,0,0,0,0
-7868347.14376246,-3975862.03861361,481,REGION METROPOLITANA,SAN BERNARDO,CHOQUE,PADRE HURTADO,SAN JOSE,-,-33.604823,-70.682565,1,0,0,0,0,0
-7867957.19158621,-3973991.79492695,482,REGION METROPOLITANA,SAN BERNARDO,CHOQUE,PADRE HURTADO,STA MARTA,-,-33.590829,-70.679062,1,0,0,0,0,0
-7870463.10464346,-3966812.33684808,483,REGION METROPOLITANA,SAN BERNARDO,CHOQUE,STA MARGARITA,-,340,-33.537088,-70.701573,1,0,0,0,0,0
-7867117.84262563,-3986082.64198982,484,REGION METROPOLITANA,SAN BERNARDO,COLISION, ,PADRE HURTADO,-,-33.681258,-70.671522,1,0,0,0,0,0
-7869176.25132989,-3977006.46629532,485,REGION METROPOLITANA,SAN BERNARDO,COLISION,ALMTE RIVEROS,-,1716,-33.613385,-70.690013,1,0,1,0,0,1
-7867210.34912248,-3972989.84121053,486,REGION METROPOLITANA,SAN BERNARDO,COLISION,AMERICA,LO BLANCO,-,-33.583331,-70.672353,1,0,0,0,0,0
-7869563.97711632,-3974819.02692999,487,REGION METROPOLITANA,SAN BERNARDO,COLISION,ANTONIO VARAS,JOSE BESA,-,-33.597019,-70.693496,1,0,0,0,0,0
-7868496.75715809,-3976177.07236415,488,REGION METROPOLITANA,SAN BERNARDO,COLISION,BAQUEDANO,-,2010,-33.60718,-70.683909,1,0,0,0,0,0
-7870639.43471688,-3976070.94632883,489,REGION METROPOLITANA,SAN BERNARDO,COLISION,BARROS ARANA,ALFONSO DONOSO,-,-33.606386,-70.703157,2,0,2,0,0,2
-7868059.49419825,-3973166.76029006,490,REGION METROPOLITANA,SAN BERNARDO,COLISION,CALDERON DE LA BARCA,MARTIN DE SOLIS,-,-33.584655,-70.679981,1,0,1,1,0,0
-7869043.78113584,-3972702.82116691,491,REGION METROPOLITANA,SAN BERNARDO,COLISION,CALDERON DE LA BARCA,PEDRO DE MENDOZA,-,-33.581183,-70.688823,1,0,1,0,1,0
-7877426.91802901,-3970817.45879071,492,REGION METROPOLITANA,SAN BERNARDO,COLISION,CAMINO A LONQUEN,-,22,-33.567072,-70.76413,1,0,1,0,1,0
-7873667.43618594,-3965689.61867131,493,REGION METROPOLITANA,SAN BERNARDO,COLISION,CAMINO A LONQUEN,CHAÑARCILLO,-,-33.528681,-70.730358,1,0,1,1,0,0
-7877709.44689665,-3971338.77187894,494,REGION METROPOLITANA,SAN BERNARDO,COLISION,CAMINO A LONQUEN,STA MARTA,-,-33.570974,-70.766668,1,1,0,0,0,0
-7867018.54563984,-3976204.07183891,495,REGION METROPOLITANA,SAN BERNARDO,COLISION,CAMINO EL MARISCAL,SAN FRANCISCO,-,-33.607382,-70.67063,1,0,1,0,0,1
-7868629.33867162,-3975500.10126135,496,REGION METROPOLITANA,SAN BERNARDO,COLISION,CENTRAL,DUCAUD,-,-33.602115,-70.6851,1,0,0,0,0,0
-7870362.36050429,-3978218.25066686,497,REGION METROPOLITANA,SAN BERNARDO,COLISION,DIEGO PORTALES,PORTALES ORIENTE,-,-33.62245,-70.700668,1,0,1,1,0,0
-7872544.6678018,-3977369.25301383,498,REGION METROPOLITANA,SAN BERNARDO,COLISION,EL BARRANCON,-,650,-33.616099,-70.720272,1,0,0,0,0,0
-7873618.78956847,-3979624.16048701,499,REGION METROPOLITANA,SAN BERNARDO,COLISION,EL BARRANCON,CAMINO CALERA DE TANGO,-,-33.632966,-70.729921,1,0,0,0,0,0
-7871833.89285309,-3970042.07921258,500,REGION METROPOLITANA,SAN BERNARDO,COLISION,EL NOCEDAL,EL CIRUELILLO,-,-33.561268,-70.713887,1,0,1,0,0,1
-7876714.80724641,-3966027.47765161,501,REGION METROPOLITANA,MAIPU,COLISION,STA MARTA,-,595,-33.531211,-70.757733,2,0,1,1,0,0
-7874917.55406755,-3967296.33991746,502,REGION METROPOLITANA,MAIPU,COLISION,STA MARTA,-,2100,-33.540712,-70.741588,1,0,0,0,0,0
-7877167.65493496,-3968812.31971094,503,REGION METROPOLITANA,MAIPU,COLISION,TOQUI AILLAVILU,SAN CEFERINO,-,-33.552062,-70.761801,1,0,0,0,0,0
-7875963.84596152,-3964833.39741516,504,REGION METROPOLITANA,MAIPU,COLISION,VICENTE REYES,-,510,-33.522269,-70.750987,1,0,1,0,0,1
-7882051.68627402,-3962880.16325365,505,REGION METROPOLITANA,MAIPU,VOLCADURA, ,CAMINO A RINCONADA,-,-33.50764,-70.805675,1,0,1,0,0,1
-7877350.44153884,-3963951.73746508,506,REGION METROPOLITANA,MAIPU,VOLCADURA, ,EL CARMEN,-,-33.515666,-70.763443,1,0,1,0,0,1
-7877514.86042674,-3964290.48026756,507,REGION METROPOLITANA,MAIPU,VOLCADURA, ,HUASCAR,-,-33.518203,-70.76492,1,0,1,0,0,1
-7878971.47596377,-3964615.61327064,508,REGION METROPOLITANA,MAIPU,VOLCADURA,3 PONIENTE,VERONICA,-,-33.520638,-70.778005,1,0,1,1,0,0
-7875581.90878861,-3964016.89494634,509,REGION METROPOLITANA,MAIPU,VOLCADURA,4 ALAMOS,SEGUNDA TRANSVERSAL,-,-33.516154,-70.747556,1,0,1,1,0,0
-7880581.60107861,-3966399.93523286,510,REGION METROPOLITANA,MAIPU,VOLCADURA,4 PONIENTE,BOSQUE ALTO,-,-33.534,-70.792469,1,0,1,0,0,1
-7873587.06351359,-3963182.69332391,511,REGION METROPOLITANA,MAIPU,VOLCADURA,5 DE ABRIL,-,1310,-33.509906,-70.729636,1,0,1,0,0,1
-7877144.05520291,-3963283.36042606,512,REGION METROPOLITANA,MAIPU,VOLCADURA,5 DE ABRIL,HNOS CARRERA,-,-33.51066,-70.761589,1,0,1,0,0,1
-7875178.04167601,-3963220.87729388,513,REGION METROPOLITANA,MAIPU,VOLCADURA,5 DE ABRIL,MELCHOR,-,-33.510192,-70.743928,1,0,1,0,0,1
-7876526.12070952,-3964149.21383136,514,REGION METROPOLITANA,MAIPU,VOLCADURA,ALBERTO LLONA,-,1153,-33.517145,-70.756038,1,0,0,0,0,0
-7875891.15433403,-3959594.36380255,515,REGION METROPOLITANA,MAIPU,VOLCADURA,AMERICO VESPUCIO,-,399,-33.483025,-70.750334,1,0,1,0,0,1
-7872452.49526342,-3963559.19812118,516,REGION METROPOLITANA,MAIPU,VOLCADURA,AMERICO VESPUCIO,-,9000,-33.512726,-70.719444,1,0,1,0,0,1
-7875770.37268652,-3960150.67479885,517,REGION METROPOLITANA,MAIPU,VOLCADURA,AMERICO VESPUCIO,AUTOPISTA EL SOL,-,-33.487193,-70.749249,1,0,1,0,0,1
-7875491.18340361,-3961021.76638196,518,REGION METROPOLITANA,MAIPU,VOLCADURA,AMERICO VESPUCIO,PRIMO DE RIVERA,-,-33.493719,-70.746741,1,0,1,0,1,0
-7875246.50316285,-3961635.68111687,519,REGION METROPOLITANA,MAIPU,VOLCADURA,AMERICO VESPUCIO,SEGUNDA TRANSVERSAL,-,-33.498318,-70.744543,1,0,1,0,0,1
-7876291.01394496,-3958436.71411066,520,REGION METROPOLITANA,MAIPU,VOLCADURA,ANITA LIZANA,ARQTO HUGO BRAVO,-,-33.474351,-70.753926,1,0,1,1,0,0
-7876976.29673028,-3962746.9243674,521,REGION METROPOLITANA,MAIPU,VOLCADURA,ARGENTINA,MANUEL RODRIGUEZ,-,-33.506642,-70.760082,1,0,1,0,0,1
-7876665.60403148,-3963637.17086118,522,REGION METROPOLITANA,MAIPU,VOLCADURA,BELARMINO OSORIO,LOS PAJARITOS,-,-33.51331,-70.757291,1,0,0,0,0,0
-7877152.40416472,-3964138.5321295,523,REGION METROPOLITANA,MAIPU,VOLCADURA,BLEST GANA,PORTALES,-,-33.517065,-70.761664,1,0,1,0,0,1
-7875682.65292777,-3968436.7121524,524,REGION METROPOLITANA,MAIPU,VOLCADURA,CAMINO A LONQUEN,-,48,-33.54925,-70.748461,1,0,1,0,0,1
-7873927.47851644,-3966087.3050942,525,REGION METROPOLITANA,MAIPU,VOLCADURA,CAMINO A LONQUEN,LOS YACIMIENTOS,-,-33.531659,-70.732694,1,0,1,1,0,0
-7873376.66967599,-3963456.5259153,526,REGION METROPOLITANA,MAIPU,VOLCADURA,CAMINO A MELIPILLA,-,10939,-33.511957,-70.727746,1,0,1,1,0,0
-7881246.28975813,-3969354.11374176,527,REGION METROPOLITANA,MAIPU,VOLCADURA,CAMINO A MELIPILLA,4 PONIENTE,-,-33.556118,-70.79844,1,0,1,1,0,0
-7874936.81233946,-3964445.50147363,528,REGION METROPOLITANA,MAIPU,VOLCADURA,CAMINO A MELIPILLA,CHANARCILLO,-,-33.519364,-70.741761,1,0,0,0,0,0
-7873319.56277721,-3963464.13617753,529,REGION METROPOLITANA,MAIPU,VOLCADURA,CAMINO A MELIPILLA,ESQUINA BLANCA,-,-33.512014,-70.727233,1,0,1,0,0,1
-7878261.368932,-3966866.29203516,530,REGION METROPOLITANA,MAIPU,VOLCADURA,CAMINO A MELIPILLA,LOS PAJARITOS,-,-33.537492,-70.771626,1,0,1,0,0,1
-7885877.18057513,-3973847.33610495,531,REGION METROPOLITANA,MAIPU,VOLCADURA,CAMINO A MELIPILLA,STA MARTA,-,-33.589748,-70.84004,1,0,1,0,0,1
-7878563.37871052,-3962945.44819868,532,REGION METROPOLITANA,MAIPU,VOLCADURA,CAMINO A RINCONADA,-,1201,-33.508129,-70.774339,2,0,1,0,0,1
-7880460.93075059,-3962602.47272163,533,REGION METROPOLITANA,MAIPU,VOLCADURA,CAMINO A RINCONADA,4 PONIENTE,-,-33.50556,-70.791385,1,0,1,0,0,1
-7877994.09083461,-3963051.32006962,534,REGION METROPOLITANA,MAIPU,VOLCADURA,CAMINO A RINCONADA,DE LA VICTORIA,-,-33.508922,-70.769225,1,0,1,1,0,0
-7883055.23148352,-3961970.88511822,535,REGION METROPOLITANA,MAIPU,VOLCADURA,CAMINO A RINCONADA,LAS MERCEDES,-,-33.500829,-70.81469,1,0,1,0,0,1
-7880377.88641045,-3962585.51779476,536,REGION METROPOLITANA,MAIPU,VOLCADURA,CAMINO A RINCONADA,PADRE ALBERTO HURTADO,-,-33.505433,-70.790639,1,0,1,1,0,0
-7877344.09632786,-3964314.78147329,537,REGION METROPOLITANA,MAIPU,VOLCADURA,EL CARMEN,CAÑETE,-,-33.518385,-70.763386,1,0,0,0,0,0
-7877350.44153884,-3963951.73746508,538,REGION METROPOLITANA,MAIPU,VOLCADURA,EL CARMEN,CARD SAMORE,-,-33.515666,-70.763443,1,0,1,0,0,1
-7876026.63015433,-3957837.38164551,539,REGION METROPOLITANA,MAIPU,VOLCADURA,EL DESCANSO,ING ROBERTO LLONA,-,-33.46986,-70.751551,1,0,1,1,0,0
-7871709.43766238,-3972166.21440187,540,REGION METROPOLITANA,MAIPU,VOLCADURA,EL MOLINO,PDTE JORGE ALESSANDRI RODRIGUEZ,-,-33.577167,-70.712769,1,0,1,1,0,0
-7878158.39840302,-3960190.1835077,541,REGION METROPOLITANA,MAIPU,VOLCADURA,EL ROSAL,CAMPO DE BATALLA,-,-33.487489,-70.770701,1,0,1,1,0,0
-7876652.24569258,-3959073.71406195,542,REGION METROPOLITANA,MAIPU,VOLCADURA,EL ROSAL,FLOR DEL NOTRO,-,-33.479124,-70.757171,2,0,1,0,0,1
-7878210.05064674,-3960161.35281495,543,REGION METROPOLITANA,MAIPU,VOLCADURA,EL ROSAL,HOLANDA,-,-33.487273,-70.771165,1,0,1,0,0,1
-7875818.35138705,-3959964.47847856,544,REGION METROPOLITANA,MAIPU,VOLCADURA,ESCR JORGE INOSTROZA,-,67,-33.485798,-70.74968,1,0,1,1,0,0
-7873319.56277721,-3963464.13617753,545,REGION METROPOLITANA,MAIPU,VOLCADURA,ESQUINA BLANCA,CAMINO A MELIPILLA,-,-33.512014,-70.727233,1,0,0,0,0,0
-7874069.29954771,-3963338.36722383,546,REGION METROPOLITANA,MAIPU,VOLCADURA,ESQUINA BLANCA,LAS TORRES,-,-33.511072,-70.733968,1,0,1,1,0,0
-7873705.3961323,-3963393.10725833,547,REGION METROPOLITANA,MAIPU,VOLCADURA,ESQUINA BLANCA,LOS TILOS,-,-33.511482,-70.730699,1,0,1,0,0,1
-7873523.05480639,-3958243.87273166,548,REGION METROPOLITANA,MAIPU,VOLCADURA,GRACIA DE DIOS,LAS PARCELAS,-,-33.472906,-70.729061,1,0,1,0,0,1
-7874814.47221908,-3959617.45391361,549,REGION METROPOLITANA,MAIPU,VOLCADURA,ISABEL RIQUELME,SEGUNDA TRANSVERSAL,-,-33.483198,-70.740662,1,0,1,0,0,1
-7878399.1824616,-3963439.97027442,550,REGION METROPOLITANA,MAIPU,VOLCADURA,JOSE MANUEL BORGOÑO,EL CID,-,-33.511833,-70.772864,1,1,0,0,0,0
-7877708.11106276,-3960190.05003211,551,REGION METROPOLITANA,MAIPU,VOLCADURA,LA REFORMA,CONDORES DE CHILE,-,-33.487488,-70.766656,1,0,0,0,0,0
-7874936.14442251,-3958906.21957852,552,REGION METROPOLITANA,MAIPU,VOLCADURA,LAS PARCELAS,LOS PAJARITOS,-,-33.477869,-70.741755,1,0,1,0,0,1
-7873739.2372575,-3958658.51903672,553,REGION METROPOLITANA,MAIPU,VOLCADURA,LAS TORRES,SUR DE CHILE,-,-33.476013,-70.731003,1,0,1,0,0,1
-7877063.34857208,-3965070.14719241,554,REGION METROPOLITANA,MAIPU,VOLCADURA,LEOPOLDO INFANTE,NVA O'HIGGINS,-,-33.524042,-70.760864,1,0,1,1,0,0
-7876705.56772867,-3963464.13617753,555,REGION METROPOLITANA,MAIPU,VOLCADURA,LOS PAJARITOS,-,1660,-33.512014,-70.75765,1,0,1,1,0,0
-7876638.44207573,-3961682.67049843,556,REGION METROPOLITANA,MAIPU,VOLCADURA,LOS PAJARITOS,-,3145,-33.49867,-70.757047,1,0,1,0,0,1
-7875826.58902937,-3960089.14292322,557,REGION METROPOLITANA,MAIPU,VOLCADURA,LOS PAJARITOS,AMERICO VESPUCIO,-,-33.486732,-70.749754,1,0,1,0,0,1
-7876681.0774407,-3963516.60706936,558,REGION METROPOLITANA,MAIPU,VOLCADURA,LOS PAJARITOS,LA COLONIA,-,-33.512407,-70.75743,1,0,0,0,0,0
-7876682.07931612,-3961114.93942638,559,REGION METROPOLITANA,MAIPU,VOLCADURA,LOS PAJARITOS,LA FARFANA,-,-33.494417,-70.757439,1,0,1,1,0,0
-7875107.91039681,-3959058.09893584,560,REGION METROPOLITANA,MAIPU,VOLCADURA,LOS PAJARITOS,MONVOISIN,-,-33.479007,-70.743298,1,0,1,0,0,1
-7876670.83604755,-3965249.88263874,561,REGION METROPOLITANA,MAIPU,VOLCADURA,LOS PAJARITOS,NVA SAN MARTIN,-,-33.525388,-70.757338,1,0,1,1,0,0
-7874868.90745008,-3958699.35723058,562,REGION METROPOLITANA,MAIPU,VOLCADURA,LOS PAJARITOS,PABLO BURCHARD,-,-33.476319,-70.741151,1,0,1,0,0,1
-7874226.5939882,-3960655.75576175,563,REGION METROPOLITANA,MAIPU,VOLCADURA,LUMEN,ALASKA,-,-33.490977,-70.735381,1,0,1,0,0,1
-7876402.22211626,-3962785.10689717,564,REGION METROPOLITANA,MAIPU,VOLCADURA,MAIPU,BAILEN,-,-33.506928,-70.754925,1,0,1,0,0,1
-7874442.55380034,-3957690.05550826,565,REGION METROPOLITANA,MAIPU,VOLCADURA,MARTA OSSA RUIZ,TTE CRUZ,-,-33.468756,-70.737321,1,0,0,0,0,0
-7877713.6770373,-3965235.99510483,566,REGION METROPOLITANA,MAIPU,VOLCADURA,NVA SAN MARTIN,-,744,-33.525284,-70.766706,2,0,1,1,0,0
-7879110.29136879,-3965121.42358731,567,REGION METROPOLITANA,MAIPU,VOLCADURA,NVA SAN MARTIN,3 PONIENTE,-,-33.524426,-70.779252,1,0,1,0,0,1
-7878364.89605844,-3964261.37229723,568,REGION METROPOLITANA,MAIPU,VOLCADURA,PORTALES,EL CID,-,-33.517985,-70.772556,1,0,1,1,0,0
-7869514.10598445,-3961751.1525245,569,REGION METROPOLITANA,MAIPU,VOLCADURA,PORTALES,PADRE ALBERTO HURTADO,-,-33.499183,-70.693048,1,0,1,0,0,1
-7876291.7931814,-3963001.25443596,570,REGION METROPOLITANA,MAIPU,VOLCADURA,PRIMERA TRANSVERSAL,-,2100,-33.508547,-70.753933,1,0,1,1,0,0
-7874772.72741003,-3960810.72820912,571,REGION METROPOLITANA,MAIPU,VOLCADURA,PRIMO DE RIVERA,LONGOTOMA,-,-33.492138,-70.740287,1,0,1,1,0,0
-7875570.33156156,-3961396.06494069,572,REGION METROPOLITANA,MAIPU,VOLCADURA,RAFAEL RIESCO BERNALES,-,740,-33.496523,-70.747452,1,0,1,1,0,0
-7875297.04221167,-3961462.80989446,573,REGION METROPOLITANA,MAIPU,VOLCADURA,RAFAEL RIESCO BERNALES,AMERICO VESPUCIO,-,-33.497023,-70.744997,1,0,1,0,1,0
-7876481.81555218,-3963738.77653985,574,REGION METROPOLITANA,MAIPU,VOLCADURA,RICARDO AYALA,ALBERTO LLONA,-,-33.514071,-70.75564,1,0,0,0,0,0
-7875501.09083829,-3962789.24557056,575,REGION METROPOLITANA,MAIPU,VOLCADURA,SEGUNDA TRANSVERSAL,1 SUR,-,-33.506959,-70.74683,1,0,1,0,1,0
-7875342.12660544,-3962089.6973133,576,REGION METROPOLITANA,MAIPU,VOLCADURA,SEGUNDA TRANSVERSAL,BARCELONA,-,-33.501719,-70.745402,1,0,1,0,0,1
-7875520.79438816,-3963089.90413265,577,REGION METROPOLITANA,MAIPU,VOLCADURA,SEGUNDA TRANSVERSAL,EL ALTO,-,-33.509211,-70.747007,1,0,1,0,0,1
-7873738.45802107,-3957866.87378793,578,REGION METROPOLITANA,MAIPU,VOLCADURA,STA CORINA,LAS TORRES,-,-33.470081,-70.730996,1,0,0,0,0,0
