X,Y,FID,Región,Comuna,Tipo__CONA,Calle_Uno,Calle_Dos,Número,Latitude,Longitude,Cant__Sini,Fallecidos,Lesionados,Graves,Menos_grav,Leves
-7866097.93345098,-3967283.65194002,1773,REGION METROPOLITANA,LA CISTERNA,COLISION,GARIBALDI,GOYCOLEA,-,-33.540617,-70.66236,1,0,1,0,1,0
-7866436.2333835,-3967171.46411472,1774,REGION METROPOLITANA,LA CISTERNA,COLISION,GOYCOLEA,-,25,-33.539777,-70.665399,1,0,1,0,0,1
-7865827.98368581,-3964948.09960584,1775,REGION METROPOLITANA,LA CISTERNA,COLISION,GRAN AVDA JOSE MIGUEL CARRERA,-,7390,-33.523128,-70.659935,1,0,0,0,0,0
-7865989.73090593,-3965401.31125583,1776,REGION METROPOLITANA,LA CISTERNA,COLISION,GRAN AVDA JOSE MIGUEL CARRERA,EL PARRON,-,-33.526522,-70.661388,1,0,1,0,0,1
-7865893.99614385,-3965005.11730031,1777,REGION METROPOLITANA,LA CISTERNA,COLISION,GRAN AVDA JOSE MIGUEL CARRERA,ELIAS FERNANDEZ ALBANO,-,-33.523555,-70.660528,1,0,1,0,0,1
-7866407.73559386,-3967210.72972955,1778,REGION METROPOLITANA,LA CISTERNA,COLISION,GRAN AVDA JOSE MIGUEL CARRERA,GOYCOLEA,-,-33.540071,-70.665143,1,0,1,0,0,1
-7865798.92929871,-3964612.80920972,1779,REGION METROPOLITANA,LA CISTERNA,COLISION,GRAN AVDA JOSE MIGUEL CARRERA,GRAL FREIRE,-,-33.520617,-70.659674,3,0,1,1,0,0
-7866249.77323642,-3966569.80872533,1780,REGION METROPOLITANA,LA CISTERNA,COLISION,GRAN AVDA JOSE MIGUEL CARRERA,PEDRO AGUIRRE CERDA,-,-33.535272,-70.663724,1,0,1,0,0,1
-7866155.59694721,-3966083.16523886,1781,REGION METROPOLITANA,LA CISTERNA,COLISION,GRAN AVDA JOSE MIGUEL CARRERA,STA ANSELMA,-,-33.531628,-70.662878,2,0,0,0,0,0
-7866565.92059028,-3967671.50967961,1782,REGION METROPOLITANA,LA CISTERNA,COLISION,GRAN AVDA JOSE MIGUEL CARRERA,TRINIDAD RAMIREZ,-,-33.543521,-70.666564,1,0,0,0,0,0
-7868214.45092943,-3966125.09803578,1783,REGION METROPOLITANA,LA CISTERNA,COLISION,JOSE JOAQUIN PRIETO VIAL,-,8800,-33.531942,-70.681373,1,0,0,0,0,0
-7868575.01476011,-3966938.01008756,1784,REGION METROPOLITANA,LA CISTERNA,COLISION,JOSE JOAQUIN PRIETO VIAL,-,9150,-33.538029,-70.684612,1,0,1,1,0,0
-7874469.82707558,-3963119.27617013,1785,REGION METROPOLITANA,LA CISTERNA,COLISION,JOSE JOAQUIN PRIETO VIAL,AMERICO VESPUCIO,-,-33.509431,-70.737566,3,0,2,2,0,0
-7867806.01971772,-3965236.12863873,1786,REGION METROPOLITANA,LA CISTERNA,COLISION,JOSE JOAQUIN PRIETO VIAL,AUGUSTO BIAUT,-,-33.525285,-70.677704,2,0,1,0,0,1
-7867651.95354246,-3964686.51618013,1787,REGION METROPOLITANA,LA CISTERNA,COLISION,JOSE JOAQUIN PRIETO VIAL,EL PARRON,-,-33.521169,-70.67632,1,0,0,0,0,0
-7866209.14162229,-3961195.43193053,1788,REGION METROPOLITANA,LA CISTERNA,COLISION,JOSE JOAQUIN PRIETO VIAL,LA MARINA,-,-33.49502,-70.663359,1,0,0,0,0,0
-7866099.49192385,-3963651.32350397,1789,REGION METROPOLITANA,LA CISTERNA,COLISION,LO OVALLE,CIENCIAS,-,-33.513416,-70.662374,1,0,0,0,0,0
-7864371.03419031,-3964121.30790607,1790,REGION METROPOLITANA,LA CISTERNA,COLISION,LO OVALLE,COVADONGA,-,-33.516936,-70.646847,1,0,1,0,0,1
-7864619.83325223,-3964061.09008647,1791,REGION METROPOLITANA,LA CISTERNA,COLISION,LO OVALLE,IQUIQUE,-,-33.516485,-70.649082,1,0,1,0,0,1
-7866108.84276108,-3967107.75794213,1792,REGION METROPOLITANA,LA CISTERNA,COLISION,OSSA,ALC ISMAEL LLONA,-,-33.5393,-70.662458,1,0,0,0,0,0
-7866129.54818637,-3965123.02597832,1793,REGION METROPOLITANA,LA CISTERNA,COLISION,PAULINA,GINEBRA,-,-33.524438,-70.662644,1,0,0,0,0,0
-7864409.43941463,-3965366.19139088,1794,REGION METROPOLITANA,LA CISTERNA,COLISION,SAN FRANCISCO,ELIAS FERNANDEZ ALBANO,-,-33.526259,-70.647192,1,0,1,0,0,1
-7866079.34309602,-3965738.76118134,1795,REGION METROPOLITANA,LA CISTERNA,COLISION,SAN LUIS,BRIONES LUCO,-,-33.529049,-70.662193,1,0,1,0,0,1
-7866216.60002817,-3966845.9920342,1796,REGION METROPOLITANA,LA CISTERNA,VOLCADURA,AMERICO VESPUCIO,GASTON DESPOUY,-,-33.53734,-70.663426,2,0,0,0,0,0
-7865721.33961363,-3965047.17971436,1797,REGION METROPOLITANA,LA CISTERNA,VOLCADURA,ELIAS FERNANDEZ ALBANO,ESMERALDA,-,-33.52387,-70.658977,1,0,1,0,0,1
-7865798.92929871,-3964612.80920972,1798,REGION METROPOLITANA,LA CISTERNA,VOLCADURA,GRAL FREIRE,GRAN AVDA JOSE MIGUEL CARRERA,-,-33.520617,-70.659674,1,0,1,1,0,0
-7874469.82707558,-3963119.27617013,1799,REGION METROPOLITANA,LA CISTERNA,VOLCADURA,JOSE JOAQUIN PRIETO VIAL,AMERICO VESPUCIO,-,-33.509431,-70.737566,2,0,1,0,0,1
-7865368.6794668,-3963885.64572329,1800,REGION METROPOLITANA,LA CISTERNA,VOLCADURA,LO OVALLE,ESMERALDA,-,-33.515171,-70.655809,1,1,0,0,0,0
-7860044.04558317,-3966578.35588534,1801,REGION METROPOLITANA,LA FLORIDA,ATROPELLO,AMERICO VESPUCIO,EL ABANICO,-,-33.535336,-70.607977,1,0,1,0,0,1
-7857170.11028936,-3963259.86245636,1802,REGION METROPOLITANA,LA FLORIDA,ATROPELLO,DEPARTAMENTAL,STA MARGARITA,-,-33.510484,-70.58216,1,0,1,1,0,0
-7856412.692474,-3970159.63858125,1803,REGION METROPOLITANA,LA FLORIDA,ATROPELLO,DIEGO PORTALES,STA CECILIA,-,-33.562148,-70.575356,1,0,1,0,0,1
-7858688.39682429,-3965652.4948486,1804,REGION METROPOLITANA,LA FLORIDA,ATROPELLO,GERONIMO DE ALDERETE,VICUÑA MACKENNA,-,-33.528403,-70.595799,1,0,1,0,0,1
-7859406.40753991,-3964560.73391636,1805,REGION METROPOLITANA,LA FLORIDA,ATROPELLO,VICUÑA MACKENNA,EL CABILDO,-,-33.520227,-70.602249,1,0,1,0,0,1
-7859316.35007186,-3965255.35753651,1806,REGION METROPOLITANA,LA FLORIDA,CHOQUE,AMERICO VESPUCIO,EL BLANCO,-,-33.525429,-70.60144,1,0,1,0,0,1
-7859316.35007186,-3965255.35753651,1807,REGION METROPOLITANA,LA FLORIDA,CHOQUE,EL BLANCO,AMERICO VESPUCIO,-,-33.525429,-70.60144,1,0,1,0,0,1
-7857135.8238862,-3963691.11121531,1808,REGION METROPOLITANA,LA FLORIDA,CHOQUE,EL PARQUE,-,121,-33.513714,-70.581852,1,0,0,0,0,0
-7854574.80768101,-3969765.81941121,1809,REGION METROPOLITANA,LA FLORIDA,CHOQUE,LA FLORIDA,DIEGO PORTALES,-,-33.5592,-70.558846,1,0,1,1,0,0
-7858501.82535772,-3963471.87995828,1810,REGION METROPOLITANA,LA FLORIDA,CHOQUE,MIRADOR AZUL,NVA 1,-,-33.512072,-70.594123,1,0,1,0,0,1
-7860366.31550902,-3968085.15882732,1811,REGION METROPOLITANA,LA FLORIDA,CHOQUE,PUNTA ARENAS,TRINIDAD,-,-33.546618,-70.610872,1,0,1,1,0,0
-7857018.04786494,-3968973.01188463,1812,REGION METROPOLITANA,LA FLORIDA,CHOQUE,SAN JOSE DE LA ESTRELLA,-,501,-33.553265,-70.580794,1,0,1,0,0,1
-7860259.00351989,-3967734.01689836,1813,REGION METROPOLITANA,LA FLORIDA,CHOQUE,TRINIDAD,EL GUERRILLERO,-,-33.543989,-70.609908,1,0,0,0,0,0
-7858814.29916838,-3964140.66846908,1814,REGION METROPOLITANA,LA FLORIDA,CHOQUE,VICUÑA MACKENNA ORIENTE,-,7110,-33.517081,-70.59693,1,0,1,0,0,1
-7859193.11939555,-3964423.87048276,1815,REGION METROPOLITANA,LA FLORIDA,CHOQUE,VICUÑA MACKENNA ORIENTE,EL CABILDO,-,-33.519202,-70.600333,1,0,1,1,0,0
-7859835.54417692,-3964046.53638116,1816,REGION METROPOLITANA,LA FLORIDA,CHOQUE,VICUÑA MACKENNA ORIENTE,MILLALONGO,-,-33.516376,-70.606104,1,0,0,0,0,0
-7854553.99093623,-3964806.55806818,1817,REGION METROPOLITANA,LA FLORIDA,CHOQUE,WALKER MARTINEZ,-,3600,-33.522068,-70.558659,1,0,0,0,0,0
-7855900.73413585,-3964851.82446561,1818,REGION METROPOLITANA,LA FLORIDA,CHOQUE,WALKER MARTINEZ,STA BEATRIZ,-,-33.522407,-70.570757,1,0,0,0,0,0
-7862882.80391789,-3967497.3460522,1819,REGION METROPOLITANA,LA FLORIDA,COLISION,AMERICO VESPUCIO,-,39,-33.542217,-70.633478,1,0,1,0,0,1
-7858387.50024068,-3964064.0275338,1820,REGION METROPOLITANA,LA FLORIDA,COLISION,AMERICO VESPUCIO,-,6736,-33.516507,-70.593096,1,0,1,0,1,0
-7860278.59575027,-3967081.31397375,1821,REGION METROPOLITANA,LA FLORIDA,COLISION,AMERICO VESPUCIO,-,9242,-33.539102,-70.610084,1,0,1,1,0,0
-7858043.63433362,-3963302.85309628,1822,REGION METROPOLITANA,LA FLORIDA,COLISION,AMERICO VESPUCIO,DEPARTAMENTAL,-,-33.510806,-70.590007,1,0,1,1,0,0
-7858705.87398435,-3964517.60506911,1823,REGION METROPOLITANA,LA FLORIDA,COLISION,AMERICO VESPUCIO,JULIO VILDOSOLA,-,-33.519904,-70.595956,1,0,1,0,0,1
-7858689.95529716,-3964361.38118114,1824,REGION METROPOLITANA,LA FLORIDA,COLISION,AMERICO VESPUCIO,SERAFIN ZAMORA,-,-33.518734,-70.595813,1,0,1,0,0,1
-7858940.31283196,-3969040.60211251,1825,REGION METROPOLITANA,LA FLORIDA,COLISION,CAMILO HENRIQUEZ,SAN JOSE DE LA ESTRELLA,-,-33.553771,-70.598062,1,0,0,0,0,0
-7854281.0355448,-3965187.52240101,1826,REGION METROPOLITANA,LA FLORIDA,COLISION,CERRO SAN RAMON,TOBALABA,-,-33.524921,-70.556207,1,0,1,0,0,1
-7858478.22562567,-3963153.3211252,1827,REGION METROPOLITANA,LA FLORIDA,COLISION,DEPARTAMENTAL,NVA 1,-,-33.509686,-70.593911,1,0,1,0,0,1
-7860382.01155722,-3962966.94291366,1828,REGION METROPOLITANA,LA FLORIDA,COLISION,DEPARTAMENTAL,VICUÑA MACKENNA ORIENTE,-,-33.50829,-70.611013,2,0,2,0,1,1
-7855144.20687642,-3969882.97520197,1829,REGION METROPOLITANA,LA FLORIDA,COLISION,DIEGO PORTALES,DELIA PONIENTE,-,-33.560077,-70.563961,1,0,1,0,0,1
-7858950.99950307,-3967106.95660887,1830,REGION METROPOLITANA,LA FLORIDA,COLISION,DR SOTERO DEL RIO,VALENTINA LEPPE,-,-33.539294,-70.598158,1,0,1,0,1,0
-7857133.3748574,-3967157.04004486,1831,REGION METROPOLITANA,LA FLORIDA,COLISION,ENRIQUE OLIVARES,URUGUAY,-,-33.539669,-70.58183,1,0,1,1,0,0
-7859250.89421127,-3963545.44613431,1832,REGION METROPOLITANA,LA FLORIDA,COLISION,FROILAN ROA,-,6420,-33.512623,-70.600852,1,0,1,0,0,1
-7858536.66835834,-3964241.34391987,1833,REGION METROPOLITANA,LA FLORIDA,COLISION,FROILAN ROA,AMERICO VESPUCIO,-,-33.517835,-70.594436,1,1,0,0,0,0
-7859380.24745957,-3963065.07146831,1834,REGION METROPOLITANA,LA FLORIDA,COLISION,FROILAN ROA,DEPARTAMENTAL,-,-33.509025,-70.602014,1,0,0,0,0,0
-7859038.16266436,-3963901.40089206,1835,REGION METROPOLITANA,LA FLORIDA,COLISION,FROILAN ROA,EL CANELO,-,-33.515289,-70.598941,1,0,1,0,1,0
-7859366.33252322,-3962981.36175108,1836,REGION METROPOLITANA,LA FLORIDA,COLISION,FROILAN ROA,EL PARQUE,-,-33.508398,-70.601889,1,0,0,0,0,0
-7858883.98516962,-3963997.80162995,1837,REGION METROPOLITANA,LA FLORIDA,COLISION,FROILAN ROA,EL PEUMO,-,-33.516011,-70.597556,1,0,1,1,0,0
-7859314.12368204,-3962668.95763557,1838,REGION METROPOLITANA,LA FLORIDA,COLISION,FROILAN ROA,FROILAN ROA,-,-33.506058,-70.60142,1,0,0,0,0,0
-7857832.90653755,-3965625.25298268,1839,REGION METROPOLITANA,LA FLORIDA,COLISION,GERONIMO DE ALDERETE,COLOMBIA,-,-33.528199,-70.588114,1,0,1,0,0,1
-7858688.39682429,-3965652.4948486,1840,REGION METROPOLITANA,LA FLORIDA,COLISION,GERONIMO DE ALDERETE,VICUÑA MACKENNA PONIENTE,-,-33.528403,-70.595799,1,0,1,1,0,0
-7859411.97351445,-3967024.01891672,1841,REGION METROPOLITANA,LA FLORIDA,COLISION,ITAHUE,CHILLAN,-,-33.538673,-70.602299,1,0,1,0,0,1
-7860686.02508658,-3968601.94057167,1842,REGION METROPOLITANA,LA FLORIDA,COLISION,JOSE MIGUEL CARRERA,BAHIA CATALINA,-,-33.550487,-70.613744,1,0,1,1,0,0
-7854574.80768101,-3969765.81941121,1843,REGION METROPOLITANA,LA FLORIDA,COLISION,LA FLORIDA,DIEGO PORTALES,-,-33.5592,-70.558846,2,0,2,0,0,2
-7856512.32341826,-3965678.93554463,1844,REGION METROPOLITANA,LA FLORIDA,COLISION,LA FLORIDA,GERONIMO DE ALDERETE,-,-33.528601,-70.576251,1,0,1,0,0,1
-7857011.36869549,-3964262.70752362,1845,REGION METROPOLITANA,LA FLORIDA,COLISION,LA FLORIDA,LOS ARALIOS,-,-33.517995,-70.580734,1,0,1,0,0,1
-7855797.42964839,-3967687.27001482,1846,REGION METROPOLITANA,LA FLORIDA,COLISION,LA FLORIDA,STA AMALIA,-,-33.543639,-70.569829,3,0,1,0,0,1
-7855598.39039885,-3968205.50319404,1847,REGION METROPOLITANA,LA FLORIDA,COLISION,LA FLORIDA,TRINIDAD ORIENTE,-,-33.547519,-70.568041,1,0,1,0,0,1
-7857578.09622312,-3963687.7733148,1848,REGION METROPOLITANA,LA FLORIDA,COLISION,LA FLORIDA,VIÑA DEL MAR,-,-33.513689,-70.585825,2,0,2,0,0,2
-7858547.80030742,-3967797.19227323,1849,REGION METROPOLITANA,LA FLORIDA,COLISION,MANUTARA,SAN GUILLERMO,-,-33.544462,-70.594536,1,0,1,0,0,1
-7859104.39776139,-3966171.70504928,1850,REGION METROPOLITANA,LA FLORIDA,COLISION,MANUTARA,STA JULIA,-,-33.532291,-70.599536,1,0,0,0,0,0
-7856595.92435585,-3966668.90275022,1851,REGION METROPOLITANA,LA FLORIDA,COLISION,MEXICO,ROJAS MAGALLANES,-,-33.536014,-70.577002,1,0,1,0,0,1
-7858117.10519754,-3970507.91524221,1852,REGION METROPOLITANA,LA FLORIDA,COLISION,MILLARAY,GUACOLDA,-,-33.564755,-70.590667,1,0,0,0,0,0
-7859405.40566449,-3963372.14579984,1853,REGION METROPOLITANA,LA FLORIDA,COLISION,MIRADOR AZUL,-,450,-33.511325,-70.60224,1,0,0,0,0,0
-7859076.90184716,-3963424.61627385,1854,REGION METROPOLITANA,LA FLORIDA,COLISION,MIRADOR AZUL,MIRAFLORES,-,-33.511718,-70.599289,1,0,1,1,0,0
-7857247.81129394,-3967921.27345575,1855,REGION METROPOLITANA,LA FLORIDA,COLISION,PERU,CALI,-,-33.545391,-70.582858,1,0,1,1,0,0
-7857962.92770279,-3966120.29044624,1856,REGION METROPOLITANA,LA FLORIDA,COLISION,PERU,ESMERALDA,-,-33.531906,-70.589282,1,0,1,0,0,1
-7860319.3386839,-3964256.56548349,1857,REGION METROPOLITANA,LA FLORIDA,COLISION,PUNTA ARENAS,-,6600,-33.517949,-70.61045,1,0,1,1,0,0
-7855664.62549587,-3966602.12770737,1858,REGION METROPOLITANA,LA FLORIDA,COLISION,ROJAS MAGALLANES,LA PALMA CHILENA,-,-33.535514,-70.568636,1,0,1,0,1,0
-7857961.14659094,-3969032.98817378,1859,REGION METROPOLITANA,LA FLORIDA,COLISION,SAN JOSE DE LA ESTRELLA,-,364,-33.553714,-70.589266,1,0,1,1,0,0
-7856942.12797222,-3968947.23152652,1860,REGION METROPOLITANA,LA FLORIDA,COLISION,SAN JOSE DE LA ESTRELLA,ARCOIRIS,-,-33.553072,-70.580112,1,0,1,0,0,1
-7858940.31283196,-3969040.60211251,1861,REGION METROPOLITANA,LA FLORIDA,COLISION,SAN JOSE DE LA ESTRELLA,CAMILO HENRIQUEZ,-,-33.553771,-70.598062,1,0,0,0,0,0
-7856628.09568869,-3968937.61399835,1862,REGION METROPOLITANA,LA FLORIDA,COLISION,SAN JOSE DE LA ESTRELLA,COLOMBIA,-,-33.553,-70.577291,1,0,1,1,0,0
-7858655.44625502,-3969030.04946192,1863,REGION METROPOLITANA,LA FLORIDA,COLISION,SAN JOSE DE LA ESTRELLA,RAMON FREIRE,-,-33.553692,-70.595503,1,0,1,0,0,1
-7855127.62027229,-3967693.54744246,1864,REGION METROPOLITANA,LA FLORIDA,COLISION,STA AMALIA,ALAMEDA ORIENTE,-,-33.543686,-70.563812,1,0,1,1,0,0
-7857949.5693639,-3967660.95828078,1865,REGION METROPOLITANA,LA FLORIDA,COLISION,STA AMALIA,VICUÑA MACKENNA,-,-33.543442,-70.589162,1,0,1,1,0,0
-7854445.78839118,-3969777.44142624,1866,REGION METROPOLITANA,LA FLORIDA,COLISION,STA CECILIA,DIEGO PORTALES,-,-33.559287,-70.557687,1,0,0,0,0,0
-7859550.12100252,-3967090.66284454,1867,REGION METROPOLITANA,LA FLORIDA,COLISION,STA RAQUEL,DR SOTERO DEL RIO,-,-33.539172,-70.60354,1,0,0,0,0,0
-7859454.38624044,-3968589.7854497,1868,REGION METROPOLITANA,LA FLORIDA,COLISION,STA RAQUEL,JOSE MIGUEL CARRERA,-,-33.550396,-70.60268,1,0,1,0,1,0
-7859162.61785507,-3970166.8524906,1869,REGION METROPOLITANA,LA FLORIDA,COLISION,STA RAQUEL,MARIA ELENA,-,-33.562202,-70.600059,1,0,1,0,1,0
-7858954.45040729,-3968159.55580716,1870,REGION METROPOLITANA,LA FLORIDA,COLISION,TRINIDAD,-,810,-33.547175,-70.598189,1,0,1,0,0,1
-7858364.90238405,-3968291.25432973,1871,REGION METROPOLITANA,LA FLORIDA,COLISION,TRINIDAD,CALLE 3,-,-33.548161,-70.592893,1,0,0,0,0,0
-7858943.54109719,-3966060.72991961,1872,REGION METROPOLITANA,LA FLORIDA,COLISION,TRINIDAD,EL PELICANO,-,-33.53146,-70.598091,1,0,1,1,0,0
-7856109.79213956,-3968206.30460357,1873,REGION METROPOLITANA,LA FLORIDA,COLISION,TRINIDAD ORIENTE,MEXICO,-,-33.547525,-70.572635,1,0,1,0,0,1
-7858303.56534462,-3965403.04722151,1874,REGION METROPOLITANA,LA FLORIDA,COLISION,VICENTE VALDES,-,395,-33.526535,-70.592342,1,0,1,0,0,1
-7859835.54417692,-3964046.53638116,1875,REGION METROPOLITANA,LA FLORIDA,COLISION,VICUÑA MACKENNA,MILLALONGO,-,-33.516376,-70.606104,1,0,0,0,0,0
-7859560.91899313,-3964375.8017592,1876,REGION METROPOLITANA,LA FLORIDA,COLISION,VICUÑA MACKENNA,SAN CARLOS DE ANCUD,-,-33.518842,-70.603637,1,0,1,0,0,1
-7857647.00298792,-3968983.03017405,1877,REGION METROPOLITANA,LA FLORIDA,COLISION,VICUÑA MACKENNA,SAN JOSE DE LA ESTRELLA,-,-33.55334,-70.586444,1,0,1,1,0,0
-7859039.49849825,-3964772.90882577,1878,REGION METROPOLITANA,LA FLORIDA,COLISION,VICUÑA MACKENNA ORIENTE,-,7433,-33.521816,-70.598953,1,0,1,0,0,1
-7858953.22589289,-3964907.63991377,1879,REGION METROPOLITANA,LA FLORIDA,COLISION,VICUÑA MACKENNA ORIENTE,AMERICO VESPUCIO,-,-33.522825,-70.598178,1,0,1,1,0,0
-7859465.85214799,-3963958.94749615,1880,REGION METROPOLITANA,LA FLORIDA,COLISION,VICUÑA MACKENNA ORIENTE,EL MEMBRILLAR,-,-33.51572,-70.602783,1,0,1,1,0,0
-7859027.03071528,-3964895.35515083,1881,REGION METROPOLITANA,LA FLORIDA,COLISION,VICUÑA MACKENNA PONIENTE,-,10777,-33.522733,-70.598841,1,0,0,0,0,0
-7859901.0000375,-3963968.42735866,1882,REGION METROPOLITANA,LA FLORIDA,COLISION,VICUÑA MACKENNA PONIENTE,BARCELONA,-,-33.515791,-70.606692,1,0,1,0,0,1
-7858688.39682429,-3965652.4948486,1883,REGION METROPOLITANA,LA FLORIDA,COLISION,VICUÑA MACKENNA PONIENTE,GERONIMO DE ALDERETE,-,-33.528403,-70.595799,1,0,1,0,0,1
-7860448.58061271,-3963248.11348943,1884,REGION METROPOLITANA,LA FLORIDA,COLISION,VICUÑA MACKENNA PONIENTE,PUNTA ARENAS,-,-33.510396,-70.611611,1,0,1,1,0,0
-7857154.97083861,-3964853.02623079,1885,REGION METROPOLITANA,LA FLORIDA,COLISION,WALKER MARTINEZ,-,1478,-33.522416,-70.582024,1,0,1,1,0,0
-7857073.59629085,-3964836.20152963,1886,REGION METROPOLITANA,LA FLORIDA,OTRO TIPO,WALKER MARTINEZ,-,1600,-33.52229,-70.581293,1,0,0,0,0,0
-7857850.60633658,-3965682.80817691,1887,REGION METROPOLITANA,LA FLORIDA,VOLCADURA,COLOMBIA,CALBUCO,-,-33.52863,-70.588273,1,0,1,0,0,1
-7855503.88015117,-3963390.43700672,1888,REGION METROPOLITANA,LA FLORIDA,VOLCADURA,DEPARTAMENTAL,VOLCAN CALBUCO,-,-33.511462,-70.567192,1,0,1,0,0,1
-7858536.66835834,-3964241.34391987,1889,REGION METROPOLITANA,LA FLORIDA,VOLCADURA,FROILAN ROA,AMERICO VESPUCIO,-,-33.517835,-70.594436,1,0,1,0,0,1
-7853629.25992621,-3963994.06308218,1890,REGION METROPOLITANA,LA FLORIDA,VOLCADURA,MARIA ANGELICA,-,350,-33.515983,-70.550352,1,0,1,0,0,1
-7856689.76668659,-3967635.44797661,1891,REGION METROPOLITANA,LA FLORIDA,VOLCADURA,STA AMALIA,-,1024,-33.543251,-70.577845,1,0,1,1,0,0
-7856341.89327786,-3967687.40357707,1892,REGION METROPOLITANA,LA FLORIDA,VOLCADURA,STA AMALIA,MEXICO,-,-33.54364,-70.57472,1,0,1,0,0,1
-7858908.25281861,-3964721.90103413,1893,REGION METROPOLITANA,LA FLORIDA,VOLCADURA,VICUÑA MACKENNA,-,7492,-33.521434,-70.597774,1,0,0,0,0,0
-7862952.93519709,-3967486.39413277,1894,REGION METROPOLITANA,LA GRANJA,ATROPELLO,AMERICO VESPUCIO,STA ROSA,-,-33.542135,-70.634108,1,0,0,0,0,0
-7861977.33117978,-3968384.35246786,1895,REGION METROPOLITANA,LA GRANJA,ATROPELLO,JOAQUIN EDWARDS BELLO,VASCO NUÑEZ DE BALBOA,-,-33.548858,-70.625344,1,0,0,0,0,0
-7861020.20619794,-3968665.25427111,1896,REGION METROPOLITANA,LA GRANJA,ATROPELLO,LA SERENA,RIO CACHAPOAL,-,-33.550961,-70.616746,1,0,0,0,0,0
-7862912.63754142,-3965956.56650838,1897,REGION METROPOLITANA,LA GRANJA,CHOQUE,COMBARBALA,HUASCO,-,-33.53068,-70.633746,1,0,1,1,0,0
-7861960.1879782,-3968107.19737998,1898,REGION METROPOLITANA,LA GRANJA,CHOQUE,VICUÑA MACKENNA,JOAQUIN EDWARDS BELLO,-,-33.546783,-70.62519,1,0,0,0,0,0
-7861678.438347,-3967448.46317507,1899,REGION METROPOLITANA,LA GRANJA,COLISION, ,AMERICO VESPUCIO,-,-33.541851,-70.622659,1,0,1,0,0,1
-7862952.93519709,-3967486.39413277,1900,REGION METROPOLITANA,LA GRANJA,COLISION,AMERICO VESPUCIO,STA ROSA,-,-33.542135,-70.634108,2,0,1,0,0,1
-7862370.0663433,-3967561.45505728,1901,REGION METROPOLITANA,LA GRANJA,COLISION,AMERICO VESPUCIO,TACORA,-,-33.542697,-70.628872,1,0,1,0,0,1
-7861022.98918521,-3965743.7021518,1902,REGION METROPOLITANA,LA GRANJA,COLISION,COMBARBALA,CORONEL,-,-33.529086,-70.616771,1,0,0,0,0,0
-7861467.93318991,-3966902.61844177,1903,REGION METROPOLITANA,LA GRANJA,COLISION,COMBARBALA,LA SERENA,-,-33.537764,-70.620768,1,0,0,0,0,0
-7861678.438347,-3967448.46317507,1904,REGION METROPOLITANA,LA GRANJA,COLISION,CORONEL,AMERICO VESPUCIO,-,-33.541851,-70.622659,1,0,1,0,0,1
-7860897.08684112,-3967525.26013772,1905,REGION METROPOLITANA,LA GRANJA,COLISION,CORONEL,ESMERALDA,-,-33.542426,-70.61564,1,0,1,1,0,0
-7861699.92300872,-3967826.04203088,1906,REGION METROPOLITANA,LA GRANJA,COLISION,CORONEL,MANUEL RODRIGUEZ,-,-33.544678,-70.622852,1,0,0,0,0,0
-7860321.7877127,-3967477.31206112,1907,REGION METROPOLITANA,LA GRANJA,COLISION,ISLA ADELAIDA,ESMERALDA,-,-33.542067,-70.610472,1,0,1,0,0,1
-7861605.63540002,-3966450.28269761,1908,REGION METROPOLITANA,LA GRANJA,COLISION,LA SERENA,3 NORTE,-,-33.534377,-70.622005,1,0,1,0,0,1
-7860908.55274867,-3969652.93952942,1909,REGION METROPOLITANA,LA GRANJA,COLISION,LA SERENA,5 NORTE,-,-33.558355,-70.615743,1,0,1,0,0,1
-7861673.87424788,-3965818.75174684,1910,REGION METROPOLITANA,LA GRANJA,COLISION,LA SERENA,COMBARBALA,-,-33.529648,-70.622618,1,0,1,1,0,0
-7862388.10010081,-3968436.31143963,1911,REGION METROPOLITANA,LA GRANJA,COLISION,LA SERENA,LAS UVAS Y EL VIENTO,-,-33.549247,-70.629034,1,0,1,0,0,1
-7861102.02602367,-3966577.15394058,1912,REGION METROPOLITANA,LA GRANJA,COLISION,LA SERENA,PADRE JUAN MEYER,-,-33.535327,-70.617481,1,0,1,0,0,1
-7861034.12113429,-3969207.97645592,1913,REGION METROPOLITANA,LA GRANJA,COLISION,LA SERENA,SAN JOSE DE LA ESTRELLA,-,-33.555024,-70.616871,1,0,0,0,0,0
-7860992.37632524,-3969403.93976596,1914,REGION METROPOLITANA,LA GRANJA,COLISION,LA SERENA,STO TOMAS,-,-33.556491,-70.616496,1,0,0,0,0,0
-7862388.10010081,-3968436.31143963,1915,REGION METROPOLITANA,LA GRANJA,COLISION,LAS UVAS Y EL VIENTO,PADRE ALDO GIACHI,-,-33.549247,-70.629034,1,0,0,0,0,0
-7860940.16748406,-3968371.26258384,1916,REGION METROPOLITANA,LA GRANJA,COLISION,LAS UVAS Y EL VIENTO,SOCOS,-,-33.54876,-70.616027,1,0,1,0,0,1
-7862437.97123268,-3968443.52427168,1917,REGION METROPOLITANA,LA GRANJA,COLISION,LAS UVAS Y EL VIENTO,SOFIA EASTMAN DE HUNNEUS,-,-33.549301,-70.629482,1,0,1,1,0,0
-7862790.96533799,-3965631.6628277,1918,REGION METROPOLITANA,LA GRANJA,COLISION,LINARES,-,236,-33.528247,-70.632653,1,0,0,0,0,0
